Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Piękne mieszkanie 54m2 w Śródmieściu,Śródmieście,2,320000,54,5926,23-01-2021,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-54m2-w-srodmiesciu-ID49IIA.html
3 w nowej  kameralnej inwestycji-Złotno,Polesie,3,413120,64.55,6400,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-w-nowej-kameralnej-inwestycji-zlotno-ID49IGe.html
3 z dwoma dużymi tarasami Teofilów,Bałuty Teofilów,3,438592,68.52,6401,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-z-dwoma-duzymi-tarasami-teofilow-ID49IFI.html
Mieszkanie - Łódź Bałuty,Bałuty,3,360000,57,6316,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID49IFn.html
M4 do własnej aranżacji. Teofilów ul. Rojna,Bałuty,3,260000,57,4561,23-01-2021,https://www.otodom.pl/pl/oferta/m4-do-wlasnej-aranzacji-teofilow-ul-rojna-ID49Cnz.html
Mieszkanie 2 pokojowe teofilów 4 piętro,Bałuty Teofilów,2,245000,37.26,6575,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-teofilow-4-pietro-ID49AN4.html
2 po generalnym remoncie,Bałuty,2,259000,37.48,6910,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-ID49fnK.html
Do sprzedania mieszkanie Łódź -Retkinia,Polesie Retkinia,2,247000,31,7968,23-01-2021,https://www.otodom.pl/pl/oferta/do-sprzedania-mieszkanie-lodz-retkinia-ID49ID7.html
Mieszkanie 65 Łódź,łódzkie,3,710000,65,10923,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-65-m-lodz-ID49IAS.html
Przytulne mieszkanie w zielonej okolicy,Polesie Retkinia,3,352700,56,6298,23-01-2021,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-zielonej-okolicy-ID49IAM.html
Rozkładowe 2 na Manhattanie,Śródmieście,2,215000,36,5972,23-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-na-manhattanie-ID49IzQ.html
Radogoszcz Wschód. Atrakcyjne stylowe M-3,Bałuty,2,340000,50,6800,23-01-2021,https://www.otodom.pl/pl/oferta/radogoszcz-wschod-atrakcyjne-stylowe-m-3-ID49IzG.html
3 pokojowe rozkładowe mieszkanie na Chojnach,Górna Chojny,3,299000,54.30,5506,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowe-rozkladowe-mieszkanie-na-chojnach-ID49Izh.html
Mieszkanie - Łódź Bałuty,Bałuty,2,259000,47.20,5487,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID49IyL.html
Kawalerka w centrum miasta tuż obok Piotrkowskiej,Śródmieście,1,210000,25.27,8310,23-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-tuz-obok-piotrkowskiej-ID49Iyw.html
Mieszkanie pod inwestycję w Łodzi,Górna,2,110000,29.38,3744,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-pod-inwestycje-w-lodzi-ID49Iy7.html
M2 -Polesie-Karolew,Polesie Karolew,1,195000,36,5417,23-01-2021,https://www.otodom.pl/pl/oferta/m2-polesie-karolew-ID49IvH.html
M-4 na sprzedaż Łódź/Teofilów,Bałuty Teofilów,3,360000,56.40,6383,23-01-2021,https://www.otodom.pl/pl/oferta/m-4-na-sprzedaz-lodz-teofilow-ID49ItL.html
3 pełen rozkład  loggia garaż,Bałuty,3,295000,57.89,5096,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-pelen-rozklad-loggia-garaz-ID49Itz.html
Dwu pokojowe mieszkanie w kamienicy blisko centrum,Śródmieście,2,249000,50.64,4917,23-01-2021,https://www.otodom.pl/pl/oferta/dwu-pokojowe-mieszkanie-w-kamienicy-blisko-centrum-ID49Ity.html
Na sprzedaż mieszkanie Łódź/Bałuty 465m2,Bałuty,2,280000,46.50,6022,23-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-lodz-baluty-46-5m2-ID49It9.html
Mieszkanie w kamienicy na sprzedaż Łódź-Śródmieści,Śródmieście,3,485000,102.23,4744,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-na-sprzedaz-lodz-srodmiesci-ID49Isz.html
4-pokojowe Polesie- Prywatna kamienica,Polesie,4,40000,98,408,23-01-2021,https://www.otodom.pl/pl/oferta/4-pokojowe-polesie-prywatna-kamienica-ID49IrM.html
Miejsce postojowe Gratis. Bądź pierwszy&gt;&gt;,Śródmieście,4,379998,55.89,6799,23-01-2021,https://www.otodom.pl/pl/oferta/miejsce-postojowe-gratis-badz-pierwszy-ID49Ima.html
Duży ogródek. Miejsce postojowe Gratis.,Śródmieście,3,331397,48.37,6851,23-01-2021,https://www.otodom.pl/pl/oferta/duzy-ogrodek-miejsce-postojowe-gratis-ID49Im8.html
Miejsce postojowe za 1. Tylko do końca stycznia,Śródmieście,2,284486,39.46,7209,23-01-2021,https://www.otodom.pl/pl/oferta/miejsce-postojowe-za-1-zl-tylko-do-konca-stycznia-ID49Im6.html
Tylko do końca stycznia miejsce postojowe Gratis.,Śródmieście,1,223820,27.15,8244,23-01-2021,https://www.otodom.pl/pl/oferta/tylko-do-konca-stycznia-miejsce-postojowe-gratis-ID49Im3.html
Odbierz klucze w 2021r. Miejsce naziemne Gratis.,Śródmieście,3,337092,48.54,6945,23-01-2021,https://www.otodom.pl/pl/oferta/odbierz-klucze-w-2021r-miejsce-naziemne-gratis-ID49IlV.html
Łódź Rzgowska/Odyńca wyremontowana kawalerka,Śródmieście,1,117000,17,6882,23-01-2021,https://www.otodom.pl/pl/oferta/lodz-rzgowska-odynca-wyremontowana-kawalerka-ID49A7W.html
2 pokojowe widne mieszkanie,Górna,2,260000,40,6500,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-widne-mieszkanie-ID49wZu.html
1,Widzew Widzew-Wschód,1,265000,37.60,7048,23-01-2021,https://www.otodom.pl/pl/oferta/1-pokoj-ID498dk.html
rozkładowe 2/balkon/do wprowadzenia!,Bałuty Grabieniec,2,245000,38.30,6397,23-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-balkon-do-wprowadzenia-ID49Icv.html
Mieszkanie Retkinia 4242 m2 - 2 2 piętro,Polesie Retkinia,2,255000,42.42,6011,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-retkinia-42-42-m2-2-pokoje-2-pietro-ID49I9K.html
Apartament Chojny Park M4 66 M2,Górna,3,540000,65.63,8228,23-01-2021,https://www.otodom.pl/pl/oferta/apartament-chojny-park-m4-66-m2-ID49I5Y.html
Mieszkanie 4517 Łódź,łódzkie,2,240000,45.17,5313,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-45-17-m-lodz-ID49I4p.html
2 Teofilów,Bałuty,2,248000,45.10,5499,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-teofilow-ID49I4g.html
Kup już dziś! M2 w nowym budownictwie–ul.Kopernika,Polesie,2,290000,38.60,7513,23-01-2021,https://www.otodom.pl/pl/oferta/kup-juz-dzis-m2-w-nowym-budownictwieul-kopernika-ID49I0w.html
Mieszkanie 56 m2 3 Retkinia 2 piętro,Polesie Retkinia,3,345000,56,6161,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-56-m2-3-pokoje-retkinia-2-pietro-ID49HZk.html
Funkcyjne mieszkanie na parterze z ogródkiem M3,Górna,3,413094,68.28,6050,23-01-2021,https://www.otodom.pl/pl/oferta/funkcyjne-mieszkanie-na-parterze-z-ogrodkiem-m3-ID49HVr.html
Duże mieszkanie + duży taras Bałtycka Chojny,Górna,4,536895,87.30,6150,23-01-2021,https://www.otodom.pl/pl/oferta/duze-mieszkanie-duzy-taras-baltycka-chojny-ID49HVg.html
Mieszkanie z ogródkiem osobne wejście nowe osiedle,Górna,3,399905,66.10,6050,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-osobne-wejscie-nowe-osiedle-ID49HWW.html
M-3 45m2 Teofilów Pełny Rozkład Po Remoncie,Bałuty Teofilów,2,253000,45,5622,23-01-2021,https://www.otodom.pl/pl/oferta/m-3-45m2-teofilow-pelny-rozklad-po-remoncie-ID49HUk.html
Świeżo oddany apartament z widokiem na centrum,Polesie,>10 pokoi,270000,34.50,7826,23-01-2021,https://www.otodom.pl/pl/oferta/swiezo-oddany-apartament-z-widokiem-na-centrum-ID49HTI.html
M3 ul .Rajska !!!!,Bałuty,2,345000,60,5750,23-01-2021,https://www.otodom.pl/pl/oferta/m3-ul-rajska-ID49HO3.html
M3 ul.Retkińska !!,Polesie,2,250000,37,6757,23-01-2021,https://www.otodom.pl/pl/oferta/m3-ul-retkinska-ID49HO2.html
M4 z balkonem przy Rondzie Lotników!,Górna,3,269000,44.56,6037,23-01-2021,https://www.otodom.pl/pl/oferta/m4-z-balkonem-przy-rondzie-lotnikow-ID49HNn.html
Apartament 3 pok. w systemie Smart Home w centrum!,Śródmieście,3,339000,50.18,6756,23-01-2021,https://www.otodom.pl/pl/oferta/apartament-3-pok-w-systemie-smart-home-w-centrum-ID49HNl.html
M3Chojny rozkładowe balkon do wprowadzenia okazja,Górna Chojny,2,285000,45,6333,23-01-2021,https://www.otodom.pl/pl/oferta/m3chojny-rozkladowe-balkon-do-wprowadzenia-okazja-ID49HMS.html
Mieszkanie 56 m2 Radogoszcz Wschód,łódzkie,2,314000,55.89,5618,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-56-m2-radogoszcz-wschod-ID49HMC.html
48 m2 3 pokojowe mieszkanie w bloku na sprzedaż,Górna,3,250000,48,5208,23-01-2021,https://www.otodom.pl/pl/oferta/48-m2-3-pokojowe-mieszkanie-w-bloku-na-sprzedaz-ID49HMq.html
M-3 na Bałutach - przy Parku,Bałuty,2,275000,44.70,6152,23-01-2021,https://www.otodom.pl/pl/oferta/m-3-na-balutach-przy-parku-ID49HLQ.html
M3Zarzew balkon do wprowadzenia dobra cena,Widzew Zarzew,2,203000,37,5486,23-01-2021,https://www.otodom.pl/pl/oferta/m3zarzew-balkon-do-wprowadzenia-dobra-cena-ID49HLd.html
Do Wprowadzenia W Sercu Osiedla,Polesie,3,345000,52.97,6513,23-01-2021,https://www.otodom.pl/pl/oferta/do-wprowadzenia-w-sercu-osiedla-ID49HKt.html
3 Pokoje Wykończone Pod Klucz Bez Prowizji i PCC,Polesie Nowe Złotno,3,447900,54.10,8279,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-wykonczone-pod-klucz-bez-prowizji-i-pcc-ID49rN8.html
Po Remoncie: parkiety oryginalne detale,Polesie,4,630000,110.49,5702,23-01-2021,https://www.otodom.pl/pl/oferta/po-remoncie-parkiety-oryginalne-detale-ID48ZAq.html
M-2 Górna Zarzewska rozkładowe z balkonem,Górna,1,190000,32.52,5843,23-01-2021,https://www.otodom.pl/pl/oferta/m-2-gorna-zarzewska-rozkladowe-z-balkonem-ID49HIB.html
M-4 z balkonem po remoncie w spokojnej okolicy,Bałuty Żubardź,3,310000,49.80,6225,23-01-2021,https://www.otodom.pl/pl/oferta/m-4-z-balkonem-po-remoncie-w-spokojnej-okolicy-ID49HIt.html
Atrakcyjne 2 pokojowe mieszkania spokojna okolica,Bałuty,2,349800,53,6600,23-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-mieszkania-spokojna-okolica-ID49HIf.html
Kameralny blok Apartamenty 2 pokojowePolecam,Bałuty,2,279240,42.96,6500,23-01-2021,https://www.otodom.pl/pl/oferta/kameralny-blok-apartamenty-2-pokojowe-polecam-ID49HGN.html
Wnętrze dla wymagających pragnących czegoś wyjątk,Bałuty Żubardź,3,329000,47,7000,23-01-2021,https://www.otodom.pl/pl/oferta/wnetrze-dla-wymagajacych-pragnacych-czegos-wyjatk-ID49HGc.html
M2 z ogrodem! Świetna lokalizacja!,Widzew,2,275000,34.50,7971,23-01-2021,https://www.otodom.pl/pl/oferta/m2-z-ogrodem-swietna-lokalizacja-ID49HGb.html
Rabat na wykończenie! Świetna lokalizacja!,Widzew,2,314000,42.10,7458,23-01-2021,https://www.otodom.pl/pl/oferta/rabat-na-wykonczenie-swietna-lokalizacja-ID49HG9.html
Po generalnym remoncie/ brak balkonu,Bałuty Teofilów,2,253000,45,5622,23-01-2021,https://www.otodom.pl/pl/oferta/po-generalnym-remoncie-brak-balkonu-ID49HFp.html
Przestronne M4 w centrum 2 balkony,Śródmieście,3,395000,90,4389,23-01-2021,https://www.otodom.pl/pl/oferta/przestronne-m4-w-centrum-2-balkony-ID49HEV.html
Rozkładowe M3 z balkonem Żubardź.,Bałuty Żabieniec,2,259000,46,5630,23-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m3-z-balkonem-zubardz-ID49HET.html
Przytulne M3 Dąbrowa Pionier do wprowadzenia,Górna Dąbrowa,2,215000,37,5811,23-01-2021,https://www.otodom.pl/pl/oferta/przytulne-m3-dabrowa-pionier-do-wprowadzenia-ID49HDn.html
Bardzo Ciekawa Ofetra Nieruchomości.,Bałuty,2,225000,44,5114,23-01-2021,https://www.otodom.pl/pl/oferta/bardzo-ciekawa-ofetra-nieruchomosci-ID49HCE.html
Przestronne M4 na Kozinach balkon Manufaktura,Polesie Koziny,3,340000,64,5313,23-01-2021,https://www.otodom.pl/pl/oferta/przestronne-m4-na-kozinach-balkon-manufaktura-ID49HC6.html
Strzeżone Osiedle | Balkon | Parking | Rozkładowe,Bałuty,2,330000,53.59,6158,23-01-2021,https://www.otodom.pl/pl/oferta/strzezone-osiedle-balkon-parking-rozkladowe-ID49Hy5.html
Mieszkanie 21 Łódź,łódzkie,1,229900,21,10948,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-21-m-lodz-ID49Hvm.html
3/dąbrowa - 1 piętro - niski blok,Górna,3,320000,48,6667,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-dabrowa-1-pietro-niski-blok-ID49Hwj.html
2 pokojowe po remoncie Karolew,łódzkie,2,247000,31,7968,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-po-remoncie-karolew-ID49Hth.html
20/80 OGRODY GAYERA - Nowa Inwestycja - balkon 16m,Śródmieście,4,404852,60.88,6650,23-01-2021,https://www.otodom.pl/pl/oferta/20-80-ogrody-gayera-nowa-inwestycja-balkon-16m-ID49HoX.html
20/80 OGRODY GAYERA - Nowa Inwestycja 25 - 96 m2,Śródmieście,3,374511.50,50.27,7450,23-01-2021,https://www.otodom.pl/pl/oferta/20-80-ogrody-gayera-nowa-inwestycja-25-96-m2-ID49HoU.html
20/80 OGRODY GAYERA - Nowa Inwestycja 25 - 96 m2,Śródmieście,2,267142.50,34.47,7750,23-01-2021,https://www.otodom.pl/pl/oferta/20-80-ogrody-gayera-nowa-inwestycja-25-96-m2-ID49Ho7.html
Mieszkanie 4 z ogródkiem Park na Zdrowiu,łódzkie,4,400000,100,4000,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-z-ogrodkiem-park-na-zdrowiu-ID49HnL.html
20/80 OGRODY GAYERA - Nowa Inwestycja 25 - 96 m2,Śródmieście,1,203361,25.58,7950,23-01-2021,https://www.otodom.pl/pl/oferta/20-80-ogrody-gayera-nowa-inwestycja-25-96-m2-ID49Hno.html
Przestronne 3 - osiedle Piastów,Górna,3,405000,67,6045,23-01-2021,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-osiedle-piastow-ID49HmM.html
Duże mieszkanie dla rodziny lub pod inwestycję,Śródmieście,4,520000,80,6500,23-01-2021,https://www.otodom.pl/pl/oferta/duze-mieszkanie-dla-rodziny-lub-pod-inwestycje-ID49le7.html
Ciche rozkładowe mieszkanie w zadbanym bloku.,Bałuty,2,240000,42.42,5658,23-01-2021,https://www.otodom.pl/pl/oferta/ciche-rozkladowe-mieszkanie-w-zadbanym-bloku-ID49Hm2.html
Mieszkanie na sprzedaż Łódź Teofilów,Bałuty,2,230000,45.20,5088,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-teofilow-ID49Hm1.html
2 pokojowe rozkładowe mieszkanie na Bałutach,Bałuty,2,250000,45.16,5536,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-na-balutach-ID49HlY.html
Mieszkanie - Łódź Bałuty,Bałuty,2,225000,45,5000,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID49Hk5.html
Mieszkanie - Łódź Bałuty,Bałuty,2,289000,45,6422,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID49Hk4.html
M3 w pobliżu Manufaktury wysoki standard Koziny,Polesie Koziny,2,290000,36.73,7895,23-01-2021,https://www.otodom.pl/pl/oferta/m3-w-poblizu-manufaktury-wysoki-standard-koziny-ID49HjR.html
Manufaktura/Park Staromiejski,Śródmieście,3,430000,106,4057,23-01-2021,https://www.otodom.pl/pl/oferta/manufaktura-park-staromiejski-ID49Hig.html
Kawalerka Łódź - Retkinia 9p.,Polesie Karolew,1,205000,31,6613,23-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-lodz-retkinia-9p-ID49Hfx.html
Mieszkanie 3 Teofilów na strzeżonym osiedlu,Polesie,3,490000,60.88,8049,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-teofilow-na-strzezonym-osiedlu-ID49COA.html
3 53m2 2 piętro balkon zielona okolica,Bałuty,3,335600,53.26,6301,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-53m2-2-pietro-balkon-zielona-okolica-ID49BOF.html
3 Pokojowe rozkładowe mieszkanie Łódź Bałuty,Bałuty,3,331000,57.97,5710,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowe-rozkladowe-mieszkanie-lodz-baluty-ID445iv.html
Duże mieszkanie w kamienicy w samym centrum Łodzi,Śródmieście,4,320000,72.91,4389,23-01-2021,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-kamienicy-w-samym-centrum-lodzi-ID49Hf8.html
NAJPIĘKNIEJSZE 60 metrów w Łodzi blisko centrum,łódzkie,3,509000,58.68,8674,23-01-2021,https://www.otodom.pl/pl/oferta/najpiekniejsze-60-metrow-w-lodzi-blisko-centrum-ID49Gh3.html
3-pokojowe mieszkanie w wieżowcu - Lutomierska,Bałuty,3,400000,62.50,6400,23-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-wiezowcu-lutomierska-ID49vs0.html
Mieszkanie 64 Łódź,Polesie,3,379000,64,5922,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-64-m-lodz-ID48IEE.html
M3 na Łódź górna Dąbrowa dwa 38m z balkonem,Górna,2,194000,38,5105,23-01-2021,https://www.otodom.pl/pl/oferta/m3-na-lodz-gorna-dabrowa-dwa-pokoje-38m-z-balkonem-ID49wqA.html
Funkcjonalne 2 pokojowe mieszkania- Obywatelska!,łódzkie,2,257676,39.90,6458,23-01-2021,https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokojowe-mieszkania-obywatelska-ID476OV.html
klimatyczne mieszkanie,Śródmieście Radiostacja,4,395000,83.39,4737,23-01-2021,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-ID49Hcl.html
Kawalerka w nowym budownictwie– ul. Kopernika!,Polesie,1,199000,26.60,7481,23-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-w-nowym-budownictwie-ul-kopernika-ID49Hcb.html
M4 rozkładowe łódź- górna- Rezerwacja,Górna,3,319000,54.66,5836,23-01-2021,https://www.otodom.pl/pl/oferta/m4-rozkladowe-lodz-gorna-rezerwacja-ID499sm.html
Inwestycyjne mieszkanie 2pok. przy Manufakturze,Śródmieście,2,299963,37.97,7900,23-01-2021,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-2pok-przy-manufakturze-ID45SWD.html
M2/M3 z loggią - Bałuty/Doły,Bałuty,1,219000,38.01,5762,23-01-2021,https://www.otodom.pl/pl/oferta/m2-m3-z-loggia-baluty-doly-ID49Hbr.html
M-3 z panoramicznym widokiem,Polesie,2,275000,42.42,6483,23-01-2021,https://www.otodom.pl/pl/oferta/m-3-z-panoramicznym-widokiem-ID49Hbi.html
M4-Bałuty-Teofilów,Bałuty Teofilów,3,299000,57,5246,23-01-2021,https://www.otodom.pl/pl/oferta/m4-baluty-teofilow-ID49H9F.html
M4 53 m2 IIp. blok Karolew,Polesie Karolew,3,325000,52.60,6179,23-01-2021,https://www.otodom.pl/pl/oferta/m4-53-m2-iip-blok-karolew-ID49H8N.html
Przytulne mieszkanie w kamienicy w Łodzi,łódzkie,1,95000,20.77,4574,23-01-2021,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-kamienicy-w-lodzi-ID49H7w.html
Przestronna kawalerka 40 m2 przy Manufakturze,łódzkie,1,210000,40,5250,23-01-2021,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-40-m2-przy-manufakturze-ID49H7u.html
oś.Retkinia -Południe/loggia/wolne,Polesie Retkinia,3,280000,53,5283,23-01-2021,https://www.otodom.pl/pl/oferta/os-retkinia-poludnie-loggia-wolne-ID49H73.html
Sprzedam słoneczne M3 z balkonem na Dąbrowie.,Górna,2,235000,34.42,6827,23-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-sloneczne-m3-z-balkonem-na-dabrowie-ID49H6F.html
M3 Dąbrowa W Bardzo Dobrym Stanie,Górna Dąbrowa,2,210000,36.72,5719,23-01-2021,https://www.otodom.pl/pl/oferta/m3-dabrowa-w-bardzo-dobrym-stanie-ID49H6c.html
Pogoda ducha i aktywność dzięki temu M4 :),Górna,3,476125,73.25,6500,23-01-2021,https://www.otodom.pl/pl/oferta/pogoda-ducha-i-aktywnosc-dzieki-temu-m4-ID49H5n.html
Trzypokojowe mieszkanie ul. Łączna,Górna,3,379000,54,7019,23-01-2021,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-ul-laczna-ID49H5a.html
Mieszkanie - Łódź Górna,Górna,3,350000,62.12,5634,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-gorna-ID49H4k.html
M-3/M-4 osiedle Zbiorcza loggia,Widzew,2,279000,51,5471,23-01-2021,https://www.otodom.pl/pl/oferta/m-3-m-4-osiedle-zbiorcza-loggia-ID49H1n.html
Apartament w centrum po remoncie 2pokoje balkon,Polesie,2,370000,43,8605,23-01-2021,https://www.otodom.pl/pl/oferta/apartament-w-centrum-po-remoncie-2pokoje-balkon-ID49GSK.html
wyjątkowe mieszkanie 3 w metrażu dwupokojow,Bałuty Teofilów,3,300000,57,5263,23-01-2021,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-3-pokoje-w-metrazu-dwupokojow-ID49GSI.html
Wyjątkowe mieszkanie &quot;na błysk&quot; cisza i spokój,Bałuty,2,345000,60,5750,23-01-2021,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-na-blysk-cisza-i-spokoj-ID49GSE.html
POLESIE / ZŁOTNO - Nowy apartamentowiec - 5100/mkw,Polesie,2,337067,57.13,5900,23-01-2021,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-5100-mkw-ID49nxX.html
Na sprzedaż kawalerka w Chojny Park Okazja !!,Górna Chojny,1,203000,29.03,6993,23-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-w-chojny-park-okazja-ID49lvh.html
2 pokojowe mieszkanie po remoncie,Górna,2,295000,48.62,6067,23-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-ID49eDU.html
mieszkanie niczym z instagrama gotowe do wprowadz,Bałuty Teofilów,2,395000,46,8587,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-niczym-z-instagrama-gotowe-do-wprowadz-ID49GSA.html
mieszkanie klasy premium do wprowadzenia już w lut,Widzew Janów,2,409000,49,8347,23-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-klasy-premium-do-wprowadzenia-juz-w-lut-ID49GSx.html
