Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
3 + Widna Kuchnia + Duży Balkon,Widzew,3,322186,52.04,6191,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-widna-kuchnia-duzy-balkon-ID49aeg.html#ed7b2d23ec
2 blisko Szkoły Filmowej - *Rabaty do -10%*,Widzew,2,257569,37.04,6954,11-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-szkoly-filmowej-rabaty-do-10-ID49aed.html#ed7b2d23ec
3 obok C H Tulipan - Rabaty do - 10%,Widzew,3,319394,50.04,6383,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-obok-c-h-tulipan-rabaty-do-10-ID49aea.html#ed7b2d23ec
Widzew wschód 2 balkon loggia.,Widzew,2,285000,51.28,5558,11-12-2020,https://www.otodom.pl/pl/oferta/widzew-wschod-2-pokoje-balkon-loggia-ID49abn.html#ed7b2d23ec
Kawalerka na Karolewie do wprowadzenia!,Polesie Karolew,1,220000,38.39,5731,11-12-2020,https://www.otodom.pl/pl/oferta/kawalerka-na-karolewie-do-wprowadzenia-ID49a9R.html#ed7b2d23ec
Mieszkanie 40 Łódź,Widzew,2,208000,40,5200,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-40-m-lodz-ID49a8s.html#ed7b2d23ec
M4-Łódź-Górna-Dąbrowa,Górna Dąbrowa,3,275000,48,5729,11-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-gorna-dabrowa-ID49a7p.html#ed7b2d23ec
Mieszkanie do remontu dla inwestora albo wizjonera,Bałuty Teofilów,2,195000,45.13,4321,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-dla-inwestora-albo-wizjonera-ID498SB.html#48eb315436
3 pokojowe w pięknej zielonej okolicy - Retkinia,Polesie Karolew,3,279900,52.30,5352,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-w-pieknej-zielonej-okolicy-retkinia-ID491b6.html#48eb315436
M4 - dostępne od zaraz/Park Podolski,Górna Dąbrowa,3,250000,47.22,5294,11-12-2020,https://www.otodom.pl/pl/oferta/m4-dostepne-od-zaraz-park-podolski-ID49a2R.html#48eb315436
M3 4piętro w bloku z cegły piękny widok!,Bałuty,2,240000,47,5106,11-12-2020,https://www.otodom.pl/pl/oferta/m3-4pietro-w-bloku-z-cegly-piekny-widok-ID499ZJ.html#48eb315436
M-4 Widzew - Zarzew Park Podolski,Widzew Zarzew,3,245000,48.18,5085,11-12-2020,https://www.otodom.pl/pl/oferta/m-4-widzew-zarzew-park-podolski-ID48kS5.html#48eb315436
W pełni wyposażone 2 54m2 obok Manufaktury,Śródmieście,2,339000,54,6278,11-12-2020,https://www.otodom.pl/pl/oferta/w-pelni-wyposazone-2-pokoje-54m2-obok-manufaktury-ID48fUh.html#48eb315436
Parterowe mieszkanie z balkonem!,Polesie Karolew,2,239000,44,5432,11-12-2020,https://www.otodom.pl/pl/oferta/parterowe-mieszkanie-z-balkonem-ID4862P.html#48eb315436
Rozkładowe M3 obok Manufaktury,Śródmieście,2,279000,53,5264,11-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-obok-manufaktury-ID48sQr.html#48eb315436
3 + Duży Balkon! Hit - blisko Sukcesji,Śródmieście,3,301418,48.06,6272,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-duzy-balkon-hit-blisko-sukcesji-ID499Vl.html#48eb315436
3 + widna kuchnia -&gt; obok Tramwaj,Śródmieście,3,301231,49.06,6140,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-widna-kuchnia-obok-tramwaj-ID499Vk.html#48eb315436
Apartament Senatorska w centrum Łodzi // 3,Górna,3,313896,51.09,6144,11-12-2020,https://www.otodom.pl/pl/oferta/apartament-senatorska-w-centrum-lodzi-3-pokoje-ID42fMX.html#48eb315436
Apartament Senatorska w centrum Łodzi // 3,Górna,3,304748,47.38,6432,11-12-2020,https://www.otodom.pl/pl/oferta/apartament-senatorska-w-centrum-lodzi-3-pokoje-ID42fMF.html#48eb315436
Mieszkanie 4853 Łódź,Polesie,2,254000,48.53,5234,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-48-53-m-lodz-ID48hHm.html#48eb315436
Piękny apartament przy Piotrkowskiej,Śródmieście,1,425000,51.79,8206,11-12-2020,https://www.otodom.pl/pl/oferta/piekny-apartament-przy-piotrkowskiej-ID465Cw.html#48eb315436
Sprzedam bezpośrednio M3,Bałuty,2,265000,38.30,6919,11-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-m3-ID48FId.html#48eb315436
Bezpośrednio 45m2 - 2,Bałuty,2,246500,44.82,5500,11-12-2020,https://www.otodom.pl/pl/oferta/bezposrednio-45m2-2-pokoje-ID48J4Z.html#48eb315436
M3 Retkinia po remoncie loggia winda,Polesie Retkinia,2,280000,42.42,6601,11-12-2020,https://www.otodom.pl/pl/oferta/m3-retkinia-po-remoncie-loggia-winda-ID499I7.html#48eb315436
2 rozkładowe blisko Politechniki,Górna,2,220000,37,5946,11-12-2020,https://www.otodom.pl/pl/oferta/2-rozkladowe-pokoje-blisko-politechniki-ID499Ft.html#48eb315436
Duża kawalerka Koziny,Polesie,1,200000,35,5714,11-12-2020,https://www.otodom.pl/pl/oferta/duza-kawalerka-koziny-ID499CY.html#48eb315436
z ogrodem ciche,Bałuty,2,200000,35.27,5671,11-12-2020,https://www.otodom.pl/pl/oferta/z-ogrodem-ciche-ID499yT.html#48eb315436
Radiostacja,Śródmieście,1,250000,45,5556,11-12-2020,https://www.otodom.pl/pl/oferta/radiostacja-ID499y5.html#48eb315436
Mieszkanie M3 ul.Piasta Łódź Górna - Polesie,Polesie,3,345000,52,6635,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m3-ul-piasta-lodz-gorna-polesie-ID48awx.html#3819427372
Mieszkanie w kamienicy 3 pok. 54 m2 niska cena,Widzew,3,169000,54.40,3107,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-3-pok-54-m2-niska-cena-ID48Bj6.html#3819427372
Nowe mieszkanie w apartamentowcu,Śródmieście,2,342000,46,7435,11-12-2020,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-apartamentowcu-ID499y4.html#3819427372
Dwa do odświeżenia - Traktorowa - Teofilów.,Bałuty,2,196000,37.70,5199,11-12-2020,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-odswiezenia-traktorowa-teofilow-ID499xu.html#3819427372
M4 rozkładowe łódź- górna BEZ PROWIZJI!,Górna,3,325000,54.66,5946,11-12-2020,https://www.otodom.pl/pl/oferta/m4-rozkladowe-lodz-gorna-bez-prowizji-ID499sm.html#3819427372
Mieszkanie z potencjałem | 2 + kuchnia,Górna,2,239990,44.36,5410,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-2-pokoje-kuchnia-ID48pW9.html#3819427372
Wyremontowane M3 | Dąbrowa | Do zamieszkania,Górna,2,239990,42.88,5597,11-12-2020,https://www.otodom.pl/pl/oferta/wyremontowane-m3-dabrowa-do-zamieszkania-ID488YG.html#3819427372
Żabieniec M3 46 m2 balkonIIIpiętro od zaraz,Bałuty Żabieniec,2,260000,45.95,5658,11-12-2020,https://www.otodom.pl/pl/oferta/zabieniec-m3-46-m2-balkon-iiipietro-od-zaraz-ID499oi.html#3819427372
Mieszkanie rozkładowe 3 Łódź Widzew Zarzew,Widzew Zarzew,3,349000,54,6463,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-rozkladowe-3-pokoje-lodz-widzew-zarzew-ID48XP7.html#3819427372
Ogłoszenie nieaktualne,Widzew,2,229000,37.64,6084,11-12-2020,https://www.otodom.pl/pl/oferta/ogloszenie-nieaktualne-ID48N6w.html#3819427372
Nowe 2 Idealne Dla Pary lub inwestycyjnie,Śródmieście,2,259626,41.26,6292,11-12-2020,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-idealne-dla-pary-lub-inwestycyjnie-ID499lu.html#3819427372
Ogródek 38 m2! 2 w doskonałej lokalizacji,Śródmieście,2,265626,41.06,6469,11-12-2020,https://www.otodom.pl/pl/oferta/ogrodek-38-m2-2-pokoje-w-doskonalej-lokalizacji-ID499lr.html#3819427372
3 z Pięknym Ogródkiem! 200m Tramwaj,Śródmieście,3,298647,48.55,6151,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-z-pieknym-ogrodkiem-200m-tramwaj-ID499lq.html#3819427372
3 dla Inwestotora - obok Politechniki!,Śródmieście,3,295723,45.06,6563,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-dla-inwestotora-obok-politechniki-ID499lp.html#3819427372
Wygodne mieszkanie 2-pokojowe,Bałuty Teofilów,2,245000,35,7000,11-12-2020,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-2-pokojowe-ID499fa.html#3819427372
M3 Śmigłego-Rydza puste - do własnej aranżacji,Górna,2,235000,45.30,5188,11-12-2020,https://www.otodom.pl/pl/oferta/m3-smiglego-rydza-puste-do-wlasnej-aranzacji-ID499ds.html#3819427372
M3 Łódź - Bałuty rozkład blok ogrodzony,Bałuty,2,250000,45,5556,11-12-2020,https://www.otodom.pl/pl/oferta/m3-lodz-baluty-rozklad-blok-ogrodzony-ID499dp.html#3819427372
Funkcjonalne 2 pokojowe mieszkania- Obywatelska!,łódzkie,2,257676,39.90,6458,11-12-2020,https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokojowe-mieszkania-obywatelska-ID476OV.html#3819427372
Komfortowe 2 pokojowe mieszkanie-&gt;&gt;Obywatelska!!,łódzkie,2,255711,39.53,6469,11-12-2020,https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-mieszkanie-obywatelska-ID476PN.html#3819427372
Sprzedam M4 po kapitalnym remoncie na Dąbrowie,Górna,3,310000,47.22,6565,11-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-m4-po-kapitalnym-remoncie-na-dabrowie-ID491lL.html#3819427372
Nowe wygodne 3 pokojowe przy Obywatelskiej- HIT!,łódzkie,3,304230,48.78,6237,11-12-2020,https://www.otodom.pl/pl/oferta/nowe-wygodne-3-pokojowe-przy-obywatelskiej-hit-ID476O7.html#3819427372
M3 z balkonem w spokojnej okolicy blisko centrum,Polesie Karolew,2,250000,48,5208,11-12-2020,https://www.otodom.pl/pl/oferta/m3-z-balkonem-w-spokojnej-okolicy-blisko-centrum-ID47W4f.html#3819427372
Franciszkańska 139 - zielono cicho wygodnie,Bałuty,3,312000,54.20,5756,11-12-2020,https://www.otodom.pl/pl/oferta/franciszkanska-139-zielono-cicho-wygodnie-ID46DbN.html#3a460ec8f9
M3 po remoncie 2p winda do wejścia!,Polesie,2,245000,37.20,6586,11-12-2020,https://www.otodom.pl/pl/oferta/m3-po-remoncie-2p-winda-do-wejscia-ID4998Z.html#3a460ec8f9
Mieszkanie dla cierpliwego inwestora z wyobraźnią,Górna,1,79000,37.33,2116,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-dla-cierpliwego-inwestora-z-wyobraznia-ID4996D.html#3a460ec8f9
Mieszkanie Polesie Koziny obok Mnufaktury,Polesie Koziny,1,199000,39.12,5087,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-polesie-koziny-obok-mnufaktury-ID4996S.html#3a460ec8f9
Przytulne M3 z ogródkiem Teofilów parter.,Bałuty,2,200000,35,5714,11-12-2020,https://www.otodom.pl/pl/oferta/przytulne-m3-z-ogrodkiem-teofilow-parter-ID4996r.html#3a460ec8f9
Osiedle dopasowane do Twoich potrzeb,Śródmieście,1,262698,38.35,6850,11-12-2020,https://www.otodom.pl/pl/oferta/osiedle-dopasowane-do-twoich-potrzeb-ID4994z.html#3a460ec8f9
Promocja świąteczna od Mikołaja trwająca do 24 XII,Widzew,2,285929,41.83,6836,11-12-2020,https://www.otodom.pl/pl/oferta/promocja-swiateczna-od-mikolaja-trwajaca-do-24-xii-ID4994r.html#3a460ec8f9
Olechów/Janów apartamentowiec 2020 &quot;pod klucz&quot;,Widzew Janów,2,385000,44.07,8736,11-12-2020,https://www.otodom.pl/pl/oferta/olechow-janow-apartamentowiec-2020-pod-klucz-ID48lGR.html#3a460ec8f9
3/ 1 piętro /Retkinia,Polesie Retkinia,3,339000,53,6396,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-1-pietro-retkinia-ID4991u.html#3a460ec8f9
Mieszkanie do remontu dla inwestora albo wizjonera,Bałuty Teofilów,2,195000,45.13,4321,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-dla-inwestora-albo-wizjonera-ID498SB.html#3a460ec8f9
M-3 DO WPROWADZENIA - os. Teofilów - 2p/blok niski,Bałuty,2,260000,45,5778,11-12-2020,https://www.otodom.pl/pl/oferta/m-3-do-wprowadzenia-os-teofilow-2p-blok-niski-ID498UG.html#3a460ec8f9
Mieszkanie na sprzedaż 42 mkw Łódź Widzew,Widzew,2,291621,42.10,6927,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-42-mkw-lodz-widzew-ID498RN.html#3a460ec8f9
Nowe mieszkanie osiedla Primoulica Tramwajowa,Śródmieście,1,336000,44.91,7482,11-12-2020,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedla-primo-ulica-tramwajowa-ID498OC.html#3a460ec8f9
M3 Górna,Górna,2,172000,36,4778,11-12-2020,https://www.otodom.pl/pl/oferta/m3-gorna-ID48K65.html#3a460ec8f9
DNI OTWARTE 3pok+balkon obok Politechniki Łódzkiej,Śródmieście,3,308550,48.69,6337,11-12-2020,https://www.otodom.pl/pl/oferta/dni-otwarte-3pok-balkon-obok-politechniki-lodzkiej-ID48VI2.html#3a460ec8f9
Słoneczne przestronne 3-pokojowe mieszkanie,Górna,3,282500,44,6420,11-12-2020,https://www.otodom.pl/pl/oferta/sloneczne-przestronne-3-pokojowe-mieszkanie-ID47jPX.html#3a460ec8f9
Oryginalne mieszkanie w kamienicy- Piotrkowska,Śródmieście,2,299000,51.09,5852,11-12-2020,https://www.otodom.pl/pl/oferta/oryginalne-mieszkanie-w-kamienicy-piotrkowska-ID498Ll.html#3a460ec8f9
Duża Kawalerka,Górna,1,249000,45,5533,11-12-2020,https://www.otodom.pl/pl/oferta/duza-kawalerka-ID498JI.html#3a460ec8f9
2 pokojowe mieszkanie w TBS  ul. Nawrot,Śródmieście,2,149000,50,2980,11-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-tbs-ul-nawrot-ID48TJv.html#3a460ec8f9
Apartament 2 pokojowy w Ilumino Kilińskiego,Śródmieście,2,299000,41.02,7289,11-12-2020,https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-w-ilumino-kilinskiego-ID46ms6.html#3a460ec8f9
OD ZARAZ - inwestycja oddana 2 pok+ balkon+parking,Bałuty,3,289000,41.18,7018,11-12-2020,https://www.otodom.pl/pl/oferta/od-zaraz-inwestycja-oddana-2-pok-balkon-parking-ID48Jrq.html#87fec1d439
M-4 Górna ładny rozkład!!,Górna,3,325000,55,5909,11-12-2020,https://www.otodom.pl/pl/oferta/m-4-gorna-ladny-rozklad-ID48yP0.html#87fec1d439
2 - ul. Staszica po generalnym remoncie!,Bałuty,2,285000,40,7125,11-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-ul-staszica-po-generalnym-remoncie-ID48i0e.html#87fec1d439
Osiedle KOLUMNY nowa inwestycja! etap I budynek J,Górna,2,315531.04,53.68,5878,11-12-2020,https://www.otodom.pl/pl/oferta/osiedle-kolumny-nowa-inwestycja-etap-i-budynek-j-ID455hI.html#87fec1d439
Sprzedam mieszkanie 2 w centrum Łodzi,Śródmieście,2,296000,40,7400,11-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokoje-w-centrum-lodzi-ID498yB.html#87fec1d439
PROMOCJA ŚWIATECZNA . Dobra Cena z ogródkiem,Widzew,3,317200,50.74,6251,11-12-2020,https://www.otodom.pl/pl/oferta/promocja-swiateczna-dobra-cena-z-ogrodkiem-ID498rp.html#87fec1d439
3 w okolicach Manufaktury,Bałuty,3,269000,45,5978,11-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-w-okolicach-manufaktury-ID48Tvw.html#87fec1d439
ZOBACZ FIZYCZNIE - Centrum/Widzew Teren Ogrodzony,Śródmieście,2,247950,36.37,6817,11-12-2020,https://www.otodom.pl/pl/oferta/zobacz-fizycznie-centrum-widzew-teren-ogrodzony-ID48VKe.html#87fec1d439
M3 w pełnym rozkładzie na Bałutach,Bałuty,2,240000,47,5106,11-12-2020,https://www.otodom.pl/pl/oferta/m3-w-pelnym-rozkladzie-na-balutach-ID498vr.html#87fec1d439
ZOBACZ FIZYCZNIE - Centrum/Widzew Teren Ogrodzony,Śródmieście,3,299000,48.91,6113,11-12-2020,https://www.otodom.pl/pl/oferta/zobacz-fizycznie-centrum-widzew-teren-ogrodzony-ID48VL3.html#87fec1d439
M3 Polesie funkcjonalne wyposażone,łódzkie,2,278000,46,6043,11-12-2020,https://www.otodom.pl/pl/oferta/m3-polesie-funkcjonalne-wyposazone-ID4963o.html#87fec1d439
Mieszkanie 5050 Łódź,Górna Nowe Rokicie,2,315000,50.50,6238,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-50-50-m-lodz-ID498pA.html#87fec1d439
Przytulne M3 z balkonem do własnej aranżacji,Bałuty Teofilów,2,185000,37,5000,11-12-2020,https://www.otodom.pl/pl/oferta/przytulne-m3-z-balkonem-do-wlasnej-aranzacji-ID498mT.html#87fec1d439
Mieszknie M3 świetna lokalizacja/Widzew od zaraz,Widzew Widzew-Wschód,2,275000,44.50,6180,11-12-2020,https://www.otodom.pl/pl/oferta/mieszknie-m3-swietna-lokalizacja-widzew-od-zaraz-ID495Yb.html#87fec1d439
Franciszkańska 139 - zielono cicho wygodnie,Bałuty,3,312000,54.20,5756,11-12-2020,https://www.otodom.pl/pl/oferta/franciszkanska-139-zielono-cicho-wygodnie-ID46DbN.html#87fec1d439
2 37 m Zarzew przy parku,Widzew Zarzew,2,207000,37,5595,11-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-37-m-zarzew-przy-parku-ID48Tjk.html#87fec1d439
M3 z balkonem na Teofilowie blisko dworzec PKP,Bałuty Teofilów,2,195000,37.60,5186,11-12-2020,https://www.otodom.pl/pl/oferta/m3-z-balkonem-na-teofilowie-blisko-dworzec-pkp-ID498kg.html#87fec1d439
M3 w prywatnej kamienicy za odstępne,Śródmieście,2,69000,54,1278,11-12-2020,https://www.otodom.pl/pl/oferta/m3-w-prywatnej-kamienicy-za-odstepne-ID498k1.html#87fec1d439
ŚWIĄTECZNA PROMOCJA . Małe z ogródkiem.,Widzew,2,251300,36.37,6910,11-12-2020,https://www.otodom.pl/pl/oferta/swiateczna-promocja-male-z-ogrodkiem-ID498jz.html#87fec1d439
Ostatnie mieszkania Centrum ul. Rewolucji 27 Łódź,Śródmieście,2,199000,45.39,4384,11-12-2020,https://www.otodom.pl/pl/oferta/ostatnie-mieszkania-centrum-ul-rewolucji-27-lodz-ID492CP.html#87fec1d439
Słoneczne rozkładowe 47m2 winda Łódź-Teofilów.,Bałuty Teofilów,2,279000,47,5936,11-12-2020,https://www.otodom.pl/pl/oferta/sloneczne-rozkladowe-47m2-winda-lodz-teofilow-ID47EWD.html#87fec1d439
1,Widzew Widzew-Wschód,1,275000,37.60,7314,11-12-2020,https://www.otodom.pl/pl/oferta/1-pokoj-ID498dk.html#87fec1d439
Piękne i przytulne mieszkanie na sprzedaż,łódzkie,2,285000,43,6628,11-12-2020,https://www.otodom.pl/pl/oferta/piekne-i-przytulne-mieszkanie-na-sprzedaz-ID494Jd.html#f7e392bc96
Do sprzedaży piękne M-3 na Janowie,Widzew Janów,2,315000,51.30,6140,11-12-2020,https://www.otodom.pl/pl/oferta/do-sprzedazy-piekne-m-3-na-janowie-ID48X6x.html#f7e392bc96
Mieszkanie M-3 Widzew Elsnera Nowa Cena,Widzew,2,270000,50,5400,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m-3-widzew-elsnera-nowa-cena-ID46uZF.html#f7e392bc96
Rozkładowe M2 Na Kozinach,Polesie Koziny,1,185000,37.14,4981,11-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m2-na-kozinach-ID498by.html#f7e392bc96
M 3 po kap.remonciebalkonnowe meble i Agd Park,Górna Dąbrowa,2,239000,37,6459,11-12-2020,https://www.otodom.pl/pl/oferta/m-3-po-kap-remoncie-balkon-nowe-meble-i-agd-park-ID4989K.html#f7e392bc96
Mieszkanie z oknami na woonerf przy 6 Sierpnia!,Śródmieście,2,299000,52,5750,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-oknami-na-woonerf-przy-6-sierpnia-ID4988W.html#f7e392bc96
Z balkonem w pełni rozkładowe,Bałuty,2,228000,38.30,5953,11-12-2020,https://www.otodom.pl/pl/oferta/z-balkonem-w-pelni-rozkladowe-ID4987g.html#f7e392bc96
Apartament 3 pok.____Hot Oferta ___Rabat 24 000,Widzew,3,329617,50.74,6496,11-12-2020,https://www.otodom.pl/pl/oferta/apartament-3-pok-hot-oferta-rabat-24-000-ID4982z.html#f7e392bc96
M3__Specjalna Hot oferta dla Państwa - Zapraszam,Śródmieście,3,353636,52.20,6775,11-12-2020,https://www.otodom.pl/pl/oferta/m3-specjalna-hot-oferta-dla-panstwa-zapraszam-ID4982u.html#f7e392bc96
Miejsce postojowe naziemne i Smart Basic w cenie!!,Śródmieście,2,294484,40.89,7202,11-12-2020,https://www.otodom.pl/pl/oferta/miejsce-postojowe-naziemne-i-smart-basic-w-cenie-ID4982s.html#f7e392bc96
Budynek z 2020 roku. Wykończone pod klucz.,Śródmieście,2,299000,35,8543,11-12-2020,https://www.otodom.pl/pl/oferta/budynek-z-2020-roku-wykonczone-pod-klucz-ID49800.html#f7e392bc96
Świeżo po remoncie 2 47 m2 z dużym balkonem,Bałuty,2,315000,47,6702,11-12-2020,https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-2-pokoje-47-m2-z-duzym-balkonem-ID48zzQ.html#f7e392bc96
Świeżo po remoncie 2 47 m2 z balkonem na Ju,Bałuty Julianów,2,315000,47,6702,11-12-2020,https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-2-pokoje-47-m2-z-balkonem-na-ju-ID48CmJ.html#f7e392bc96
Rozkładowe M3 na Dąbrowie! Pierwsze piętro!,Górna,2,235000,44.13,5325,11-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-na-dabrowie-pierwsze-pietro-ID497QD.html#f7e392bc96
2 lub 3 z balkonem + garaż,Śródmieście,3,386900,53,7300,11-12-2020,https://www.otodom.pl/pl/oferta/2-lub-3-pokoje-z-balkonem-garaz-ID497OW.html#f7e392bc96
Mieszkanie na sprzedaż 54 mkw Łódź Widzew,Widzew,3,339000,54.30,6243,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-54-mkw-lodz-widzew-ID497NK.html#f7e392bc96
Łódź-Retkinia mieszkanie 2 pokojowebalkon loggia,Polesie Retkinia,2,260000,42.23,6157,11-12-2020,https://www.otodom.pl/pl/oferta/lodz-retkinia-mieszkanie-2-pokojowe-balkon-loggia-ID46Pkq.html#f7e392bc96
Mieszkanie 4510 Łódź,Bałuty Teofilów,2,229000,45.10,5078,11-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-45-10-m-lodz-ID497LP.html#f7e392bc96
5 pokoi w Centrum miasta,Polesie,5 pokoi,420000,53,7925,11-12-2020,https://www.otodom.pl/pl/oferta/5-pokoi-w-centrum-miasta-ID497JK.html#f7e392bc96
