Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Kawalerka z widokiem na panoramę miasta,"Polesie, Retkinia",1,187000.0,31.34,5967.0,2021-04-13,https://www.otodom.pl/pl/oferta/kawalerka-z-widokiem-na-panorame-miasta-ID4b0iH.html
"Mieszkanie M-3 Teofilów, rozklad, bezpośrednio!!!","Bałuty, Teofilów",2,232700.0,45.5,5114.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-m-3-teofilow-rozklad-bezposrednio-ID4b0e6.html
Rozkładowe M3 do wprowadzenia - Park Podolski,Górna,2,220000.0,37.0,5946.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-m3-do-wprowadzenia-park-podolski-ID4b08W.html
"Mieszkanie na sprzedaż, Łódź, Retkinia",łódzkie,2,289000.0,42.4,6816.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-retkinia-ID4b05W.html
"Mieszkanie na sprzedaż, Łódź, Górna",łódzkie,3,370000.0,62.5,5920.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-gorna-ID4b02J.html
M3 do własnej aranżacji tuż przy Manufakturze!,Śródmieście,2,173000.0,44.5,3888.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-do-wlasnej-aranzacji-tuz-przy-manufakturze-ID4aZWT.html
M4-Bałuty-Radogoszcz Wschód,"Bałuty, Radogoszcz",3,340000.0,53.0,6415.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-baluty-radogoszcz-wschod-ID4aZNi.html
"3, NOWY BLOK, Franciszkańska 99, BAŁUTY",Bałuty,3,489000.0,63.0,7762.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-nowy-blok-franciszkanska-99-baluty-ID4aZMB.html
Mieszkanie na Teofilowie 37 m2 parter,Bałuty,2,237000.0,37.3,6354.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-teofilowie-37-m2-parter-ID4aZvI.html
"Mieszkanie, 71,93, Łódź",łódzkie,2,355000.0,71.93,4935.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-71-93-m-lodz-ID4aZms.html
Komfortowy apartament w centrum Łodzi,Polesie,3,540000.0,77.5,6968.0,2021-04-13,https://www.otodom.pl/pl/oferta/komfortowy-apartament-w-centrum-lodzi-ID4aSWi.html
"M4 Śródmieście, Próchnika!",Śródmieście,3,279000.0,76.0,3671.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-srodmiescie-prochnika-ID4aPx7.html
Rozkładowe | Balkon | Parking | Strzeżone Osiedle,Bałuty,2,330072.0,53.59,6159.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-balkon-parking-strzezone-osiedle-ID4aOMb.html
"Mieszkanie, 44,86, Łódź","Bałuty, Teofilów",2,224000.0,44.86,4993.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-44-86-m-lodz-ID4aZju.html
M2 Z Balkonem Do Remontu Górna Blisko Centrum,Górna,1,178000.0,33.0,5394.0,2021-04-13,https://www.otodom.pl/pl/oferta/m2-z-balkonem-do-remontu-gorna-blisko-centrum-ID4aZbE.html
"Mieszkanie, 47,41, Łódź",Bałuty,2,265000.0,47.41,5590.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-47-41-m-lodz-ID4aZ3F.html
M-3 przytulne na Dąbrowie,"Górna, Dąbrowa",2,225000.0,37.07,6070.0,2021-04-13,https://www.otodom.pl/pl/oferta/m-3-przytulne-na-dabrowie-ID4aZ3i.html
"ul. Wici, mieszkanie Po Remoncie:)","Bałuty, Teofilów",2,235000.0,37.5,6267.0,2021-04-13,https://www.otodom.pl/pl/oferta/ul-wici-mieszkanie-po-remoncie-ID4aZ2D.html
"M-4 Radogoszcz Zachód, do wprowadzenia","Bałuty, Radogoszcz",3,355000.0,56.12,6326.0,2021-04-13,https://www.otodom.pl/pl/oferta/m-4-radogoszcz-zachod-do-wprowadzenia-ID4aZ2A.html
Piękny 2 poziom apartament 2 garażami i 2 tarasy!,Bałuty,4,679000.0,70.0,9700.0,2021-04-13,https://www.otodom.pl/pl/oferta/piekny-2-poziom-apartament-2-garazami-i-2-tarasy-ID4aZ0c.html
"Okazja, Po Kapitalnym Remoncie:)",Bałuty,2,299900.0,56.3,5327.0,2021-04-13,https://www.otodom.pl/pl/oferta/okazja-po-kapitalnym-remoncie-ID4aYYE.html
"Ul.Komfortowa, Niska Cena 4800 m2, Blisko Uczelnie",Górna,2,249000.0,51.27,4857.0,2021-04-13,https://www.otodom.pl/pl/oferta/ul-komfortowa-niska-cena-4800-m2-blisko-uczelnie-ID4aYR5.html
M3 Janów zamknięte osiedle,"Widzew, Janów",2,300000.0,60.0,5000.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-janow-zamkniete-osiedle-ID4aYPK.html
"51,3 m2 Chojny, ul Obszerna - parter",Górna,2,315000.0,51.3,6140.0,2021-04-13,https://www.otodom.pl/pl/oferta/51-3-m2-chojny-ul-obszerna-parter-ID4aYNz.html
Kawalerka w samym centrum Łodzi 36 m kw.,Śródmieście,1,180000.0,36.0,5000.0,2021-04-13,https://www.otodom.pl/pl/oferta/kawalerka-w-samym-centrum-lodzi-36-m-kw-ID4aYNd.html
"Ciekawe mieszkanie dobra lokata, Plac Dąbrowskiego",Śródmieście,2,349600.0,60.27,5801.0,2021-04-13,https://www.otodom.pl/pl/oferta/ciekawe-mieszkanie-dobra-lokata-plac-dabrowskiego-ID4aYJl.html
Nowoczesne mieszkanie 2 pokojowe ul. Mackiewicza,Bałuty,2,359000.0,46.0,7804.0,2021-04-13,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-2-pokojowe-ul-mackiewicza-ID4aYGM.html
"Słoneczne, Dwa Pokoje, Do Negocjacji","Górna, Dąbrowa",2,225000.0,37.07,6070.0,2021-04-13,https://www.otodom.pl/pl/oferta/sloneczne-dwa-pokoje-do-negocjacji-ID4aYFh.html
Kawalerka Retkinia z pięknym widokiem,"Polesie, Retkinia",1,189000.0,31.0,6097.0,2021-04-13,https://www.otodom.pl/pl/oferta/kawalerka-retkinia-z-pieknym-widokiem-ID4aYCT.html
Zamieszkaj na Komfortowej! Mieszkanie dla rodziny,"Górna, Nowe Rokicie",3,260000.0,47.16,5513.0,2021-04-13,https://www.otodom.pl/pl/oferta/zamieszkaj-na-komfortowej-mieszkanie-dla-rodziny-ID4aYBK.html
Mieszkanie w Bloku Łódz Górna na sprzedaż,łódzkie,2,226000.0,37.0,6108.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-w-bloku-lodz-gorna-na-sprzedaz-ID4aYyc.html
Rozkładowe M-3 ul. Gościnna bezpośrednio,Górna,2,345000.0,51.0,6765.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-m-3-ul-goscinna-bezposrednio-ID4aYtm.html
Mieszkanie Sródmieście ul. Kilińskiego,łódzkie,2,324000.0,48.0,6750.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-srodmiescie-ul-kilinskiego-ID4aYqZ.html
"3, NOWY BLOK, Franciszkańska 99, BAŁUTY",Bałuty,3,489000.0,63.0,7762.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-nowy-blok-franciszkanska-99-baluty-ID4aZMB.html
M4/5 Łódź ul. Azotowa 7 ( Rąbieńska /Traktorowa),Polesie,3,497600.0,82.59,6025.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-5-lodz-ul-azotowa-7-rabienska-traktorowa-ID42HE0.html
Komfortowe 3 klimatyzacjagaraż Nowe Polesie,Polesie,3,510000.0,64.86,7863.0,2021-04-13,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-klimatyzacjagaraz-nowe-polesie-ID4aYkl.html
Sprzedam mieszkanie bezpośrednio,"Śródmieście, Manhattan",3,365000.0,62.0,5887.0,2021-04-13,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-bezposrednio-ID4aYiY.html
"M3 do remontu,rejon Manufaktury, rozkładowe",Bałuty,2,205000.0,43.1,4756.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-do-remontu-rejon-manufaktury-rozkladowe-ID4aYiS.html
2 pokojowe mieszkanie na Widzewie blisko Dworca,Widzew,2,290000.0,46.03,6300.0,2021-04-13,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-widzewie-blisko-dworca-ID4aYfS.html
Trzy 74m2 +65 m2 Tarasu,Śródmieście,3,574900.0,74.0,7769.0,2021-04-13,https://www.otodom.pl/pl/oferta/trzy-pokoje-74m2-65-m2-tarasu-ID4aY8J.html
Trzy 74m2 +65 m2 Tarasu,Bałuty,3,574900.0,74.0,7769.0,2021-04-13,https://www.otodom.pl/pl/oferta/trzy-pokoje-74m2-65-m2-tarasu-ID4aY8E.html
Sprzedam M2-34m2 lub zamienię na M4 Radogoszcz,"Bałuty, Radogoszcz",2,230000.0,34.0,6765.0,2021-04-13,https://www.otodom.pl/pl/oferta/sprzedam-m2-34m2-lub-zamienie-na-m4-radogoszcz-ID4aY39.html
M6 ul.Rentowna !!,Górna,5 pokoi,550000.0,101.0,5446.0,2021-04-13,https://www.otodom.pl/pl/oferta/m6-ul-rentowna-ID4aXTS.html
Przytulne M-3 blisko parku i łódzkich uczelni,"Bałuty, Marysin",2,185000.0,37.24,4968.0,2021-04-13,https://www.otodom.pl/pl/oferta/przytulne-m-3-blisko-parku-i-lodzkich-uczelni-ID4aXTH.html
M5/ Retkinia Północ/ parking,"Polesie, Retkinia",4,420000.0,63.0,6667.0,2021-04-13,https://www.otodom.pl/pl/oferta/m5-retkinia-polnoc-parking-ID4aXQ5.html
"M4 na 1 piętrze, zamknięte osiedle blisko natury","Widzew, Stoki",3,499000.0,60.19,8290.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-na-1-pietrze-zamkniete-osiedle-blisko-natury-ID4aXOG.html
"Słoneczne M3 Dąbrowa , ciche, do wprowadzenia","Górna, Dąbrowa",2,245000.0,37.0,6622.0,2021-04-13,https://www.otodom.pl/pl/oferta/sloneczne-m3-dabrowa-ciche-do-wprowadzenia-ID4aXOE.html
Zadbana kawalerka do wprowadzenia. Cena do negocji,"Polesie, Retkinia",1,230000.0,30.94,7434.0,2021-04-13,https://www.otodom.pl/pl/oferta/zadbana-kawalerka-do-wprowadzenia-cena-do-negocji-ID4aXLA.html
2 pokojowe mieszkanie w atrakcyjnej lokalizacji,"Polesie, Stare Polesie",2,420000.0,54.43,7716.0,2021-04-13,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-atrakcyjnej-lokalizacji-ID4aXKh.html
"Ładne M3, atrakcyjna lokalizacja, Bałuty",Bałuty,2,311500.0,44.5,7000.0,2021-04-13,https://www.otodom.pl/pl/oferta/ladne-m3-atrakcyjna-lokalizacja-baluty-ID4aXEP.html
Mieszkanie do wprowadzenia w ścisłym centrum Łodzi,Śródmieście,2,355000.0,71.0,5000.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-do-wprowadzenia-w-scislym-centrum-lodzi-ID4aXy8.html
"Kawalerka z widokiem na park, ogrzewanie podłogowe",Bałuty,1,137000.0,16.0,8563.0,2021-04-13,https://www.otodom.pl/pl/oferta/kawalerka-z-widokiem-na-park-ogrzewanie-podlogowe-ID4aXvg.html
M3 z widokiem na Lasek Widzewski,Widzew,2,275900.0,46.03,5994.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-z-widokiem-na-lasek-widzewski-ID4aXsu.html
M3 w małej kamienicy Retkinia-Karolew!,"Polesie, Karolew",2,240000.0,43.0,5581.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-w-malej-kamienicy-retkinia-karolew-ID4aXkr.html
Do Sprzedaży Mieszkanie Łódź ul. Zelwerowicza 48/5,Śródmieście,2,315000.0,44.0,7159.0,2021-04-13,https://www.otodom.pl/pl/oferta/do-sprzedazy-mieszkanie-lodz-ul-zelwerowicza-48-5-ID4aXk2.html
M4 Radogoszcz 56m2 - winda,"Bałuty, Radogoszcz",3,355000.0,56.0,6339.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-radogoszcz-56m2-winda-ID4aXfA.html
"Ciekawe mieszkanie dobra lokata, Plac Dąbrowskiego",Śródmieście,2,349600.0,60.27,5801.0,2021-04-13,https://www.otodom.pl/pl/oferta/ciekawe-mieszkanie-dobra-lokata-plac-dabrowskiego-ID4aYJl.html
Sprzedam M2 z aneksem kuchennym - dzielnica Widzew,"Widzew, Widzew-Wschód",1,240000.0,35.27,6805.0,2021-04-13,https://www.otodom.pl/pl/oferta/sprzedam-m2-z-aneksem-kuchennym-dzielnica-widzew-ID4aSsX.html
"Narutowicza: Co miejskie, Złóż ofertę",Śródmieście,2,220000.0,38.64,5694.0,2021-04-13,https://www.otodom.pl/pl/oferta/narutowicza-co-miejskie-zloz-oferte-ID49rnj.html
Przestronna kawalerka w pobliżu parku Reymonta!,Górna,1,178000.0,33.0,5394.0,2021-04-13,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-poblizu-parku-reymonta-ID4aXfk.html
2 pokojowe mieszkanie dla rodziny z dzieckiem,"Bałuty, Teofilów",2,243000.0,45.0,5400.0,2021-04-13,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-dla-rodziny-z-dzieckiem-ID4aXb9.html
M5 Radogoszcz Wschód 74m2 - przy Placu Słonecznym,"Bałuty, Radogoszcz",4,410000.0,74.0,5541.0,2021-04-13,https://www.otodom.pl/pl/oferta/m5-radogoszcz-wschod-74m2-przy-placu-slonecznym-ID4aXb3.html
Stylowa kawalerka na Dąbrowie po remoncie.,Górna,1,205000.0,27.43,7474.0,2021-04-13,https://www.otodom.pl/pl/oferta/stylowa-kawalerka-na-dabrowie-po-remoncie-ID4aX6d.html
Rozkładowe M4 Radogoszcz Zachód,"Bałuty, Radogoszcz",3,355000.0,55.0,6455.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-m4-radogoszcz-zachod-ID4aX68.html
Rozkładowe M4 - Łódź Górna,Górna,3,365000.0,62.0,5887.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-m4-lodz-gorna-ID4aVZx.html
Sprzedam M3 Spółdzielcze Wł Zarzew 3p balkon,Widzew,2,198500.0,36.24,5477.0,2021-04-13,https://www.otodom.pl/pl/oferta/sprzedam-m3-spoldzielcze-wl-zarzew-3p-balkon-ID4aVXW.html
M3 al.Politechniki!!!,Górna,2,299000.0,52.65,5679.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-al-politechniki-ID4aVTm.html
"3, rozkładowe, Osiedle Jagiełły, loggia.","Bałuty, Julianów",3,332500.0,56.73,5861.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-rozkladowe-osiedle-jagielly-loggia-ID4aVPj.html
Dwupoziomowe mieszkanie 113m2 na Janowie,"Widzew, Janów",4,690000.0,113.0,6106.0,2021-04-13,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-113m2-na-janowie-ID4aVKW.html
Mieszkanie na sprzedaż Łódź Stare Polesie,"Polesie, Stare Polesie",2,410000.0,52.5,7810.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-stare-polesie-ID4aVI0.html
2 przytulne idealne na start!,Górna,2,229000.0,35.87,6384.0,2021-04-13,https://www.otodom.pl/pl/oferta/2-przytulne-pokoje-idealne-na-start-ID4aVvw.html
"M3 pod klucz z garderobą, Teofilów, Bałuty","Bałuty, Teofilów",2,314000.0,46.5,6753.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-pod-klucz-z-garderoba-teofilow-baluty-ID4aVwH.html
2 poziomowe mieszkanie w stylu Art Déco w centrum.,Śródmieście,2,540000.0,72.54,7444.0,2021-04-13,https://www.otodom.pl/pl/oferta/2-poziomowe-mieszkanie-w-stylu-art-dco-w-centrum-ID4aVqJ.html
"3 w ścisłym Centrum | 64,4 m2 | Parking",Śródmieście,3,351000.0,64.4,5450.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-w-scislym-centrum-64-4-m2-parking-ID4aVqu.html
Trzypokojowe mieszkanie na Liściastej,Bałuty,3,399000.0,67.0,5955.0,2021-04-13,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-lisciastej-ID4aVji.html
"3 Łódź, ul. Poznańska",Górna,3,825000.0,96.0,8594.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-lodz-ul-poznanska-ID4aV9H.html
"Bałuty,Doły,Asp, 2rozkładowe,2piętro","Bałuty, Doły",2,219900.0,38.5,5712.0,2021-04-13,https://www.otodom.pl/pl/oferta/baluty-doly-asp-2rozkladowe-pokoje-2pietro-ID4aV3y.html
"Mieszkanie 51,13 m, 2, parter z ogródkiem.","Górna, Chojny",2,380000.0,51.13,7432.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-51-13-m-2-pokoje-parter-z-ogrodkiem-ID4aV1Q.html
M-4 Retkinia / Po Remoncie,"Polesie, Retkinia",3,380000.0,53.0,7170.0,2021-04-13,https://www.otodom.pl/pl/oferta/m-4-retkinia-po-remoncie-ID4aWY1.html
"Mieszkanie, 67,50, Łódź",Śródmieście,3,359520.0,67.5,5326.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-67-50-m-lodz-ID4aWXl.html
"Mieszkanie 63 m2 ul. Lutomierska, 3",Śródmieście,3,358000.0,63.0,5683.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-63-m2-ul-lutomierska-3-pokoje-ID4aWXk.html
Tanie w utrzymaniu 2-pokojowe mieszkanie na Górnej,Górna,2,329000.0,50.07,6571.0,2021-04-13,https://www.otodom.pl/pl/oferta/tanie-w-utrzymaniu-2-pokojowe-mieszkanie-na-gornej-ID4aWXi.html
Przestronna kawalerka na Żubardziu,"Bałuty, Żubardź",1,223000.0,40.0,5575.0,2021-04-13,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-zubardziu-ID4asXD.html
Mieszkanie 48m2 ul. Kilińskiego 219 bezpośrednio,Śródmieście,2,310000.0,48.0,6458.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-48m2-ul-kilinskiego-219-bezposrednio-ID4ajzq.html
0% Od Kupujacego: Złóż Ofertę,Śródmieście,3,696000.0,116.0,6000.0,2021-04-13,https://www.otodom.pl/pl/oferta/0-od-kupujacego-zloz-oferte-ID4afNh.html
"Mieszkanie, 65,60, Łódź",Bałuty,2,399000.0,65.6,6082.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-65-60-m-lodz-ID4aWXh.html
Dostępne od zaraz M4 na Marysinie.,Bałuty,3,333000.0,57.0,5842.0,2021-04-13,https://www.otodom.pl/pl/oferta/dostepne-od-zaraz-m4-na-marysinie-ID4aWXf.html
"Ładne, 3 pokojowe mieszkanie przy Lutomierskiej",Bałuty,3,390000.0,62.81,6209.0,2021-04-13,https://www.otodom.pl/pl/oferta/ladne-3-pokojowe-mieszkanie-przy-lutomierskiej-ID4aWXe.html
"Mieszkanie, 60,55, Łódź",Widzew,3,349000.0,60.55,5764.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-60-55-m-lodz-ID4aWXc.html
"Mieszkanie, 51, Łódź",Górna,2,310000.0,51.0,6078.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-51-m-lodz-ID4aWXb.html
"Mieszkanie, 53,33, Łódź",Widzew,2,310000.0,53.33,5813.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-53-33-m-lodz-ID4aWXa.html
Na sprzedaż mieszkanie 63 mkw Łódź,Śródmieście,3,359000.0,63.01,5698.0,2021-04-13,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-63-mkw-lodz-ID4aWX9.html
Na sprzedaż mieszkanie na Teofilowie,Bałuty,3,299000.0,57.0,5246.0,2021-04-13,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-na-teofilowie-ID4aWX7.html
"Mieszkanie, 73,30, Łódź",Śródmieście,2,486000.0,73.3,6630.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-73-30-m-lodz-ID4aWX3.html
Piękne mieszkanie w Centrum Miasta,Śródmieście,2,297600.0,49.28,6039.0,2021-04-13,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-centrum-miasta-ID4aWVS.html
"Trzypokojowe rozkładowe mieszkanie, Bałuty",Bałuty,3,320000.0,57.0,5614.0,2021-04-13,https://www.otodom.pl/pl/oferta/trzypokojowe-rozkladowe-mieszkanie-baluty-ID4aWVO.html
M2 Lutomierska!,Bałuty,2,193800.0,39.0,4969.0,2021-04-13,https://www.otodom.pl/pl/oferta/m2-lutomierska-ID4aWW4.html
"0% od Kupującego, 3 rozkładowe","Górna, Chojny",3,330000.0,57.0,5789.0,2021-04-13,https://www.otodom.pl/pl/oferta/0-od-kupujacego-3-rozkladowe-pokoje-ID4aWQ3.html
Sprzedam apartament 73m2 plus taras 20m2 Olechów,"Widzew, Olechów",3,690000.0,73.0,9452.0,2021-04-13,https://www.otodom.pl/pl/oferta/sprzedam-apartament-73m2-plus-taras-20m2-olechow-ID4aWMn.html
Mieszkanie + miejsce postojowe / Obywatelska,Polesie,3,460000.0,75.0,6133.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-miejsce-postojowe-obywatelska-ID4aWBL.html
"HIT - M3, Blok, C.O, Matejki, Lumumby, Radiostacja","Śródmieście, Radiostacja",2,269900.0,40.0,6748.0,2021-04-13,https://www.otodom.pl/pl/oferta/hit-m3-blok-c-o-matejki-lumumby-radiostacja-ID4aWze.html
M4 ul.Służbowa !!,Widzew,3,407000.0,62.0,6565.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-ul-sluzbowa-ID4aWyf.html
M4 ul.Maćka z Bogdańca !!!,Widzew,3,530000.0,66.6,7958.0,2021-04-13,https://www.otodom.pl/pl/oferta/m4-ul-macka-z-bogdanca-ID4aWyd.html
Mieszkanie do remontu z balkonem w centrum,Śródmieście,3,325000.0,87.4,3719.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-z-balkonem-w-centrum-ID4aWxP.html
Mieszkanie na sprzedaż,"Polesie, Karolew",3,361000.0,56.0,6446.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID4aWfr.html
M3 na 2 piętrze -Doły bez balkonu,Bałuty,2,219500.0,38.5,5701.0,2021-04-13,https://www.otodom.pl/pl/oferta/m3-na-2-pietrze-doly-bez-balkonu-ID4aWah.html
Do Sprzedaży Mieszkanie Łódź - Chojny ul. Kongreso,łódzkie,3,419000.0,62.46,6708.0,2021-04-13,https://www.otodom.pl/pl/oferta/do-sprzedazy-mieszkanie-lodz-chojny-ul-kongreso-ID4aWa9.html
"Mieszkanie na sprzedaż, Łódź, Bałuty",łódzkie,3,299000.0,57.0,5246.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-baluty-ID4aW8S.html
Rozkładowe M3 Retkinia do odświeżenia,"Polesie, Retkinia",2,280000.0,42.42,6601.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-m3-retkinia-do-odswiezenia-ID4aW3e.html
Komfortowy apartament w centrum Łodzi,Polesie,3,540000.0,77.5,6968.0,2021-04-13,https://www.otodom.pl/pl/oferta/komfortowy-apartament-w-centrum-lodzi-ID4aSWi.html
Mieszkanie w okolicach CZMP,Górna,3,479000.0,71.0,6746.0,2021-04-13,https://www.otodom.pl/pl/oferta/mieszkanie-w-okolicach-czmp-ID4aBLa.html
3 na strzeżonym osiedlu i garaż gratis!,Polesie,3,460000.0,60.88,7556.0,2021-04-13,https://www.otodom.pl/pl/oferta/3-pokoje-na-strzezonym-osiedlu-i-garaz-gratis-ID49COA.html
"Rozkładowe 2 43m2 Doły, Przemysłowa","Bałuty, Doły",2,310000.0,43.0,7209.0,2021-04-13,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-43m2-doly-przemyslowa-ID4aW2w.html
