Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Stan deweloperski w Central Parku,Śródmieście,2,398160.0,50.4,7900.0,2021-03-17,https://www.otodom.pl/pl/oferta/stan-deweloperski-w-central-parku-ID4aC63.html
Mieszkanie w Kamienicy w centrum miasta,Polesie,3,420000.0,71.25,5895.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-w-centrum-miasta-ID4aC5T.html
Apartament ze świetnym widokiem w Ilumino na 12p.,Śródmieście,2,770000.0,75.0,10267.0,2021-03-17,https://www.otodom.pl/pl/oferta/apartament-ze-swietnym-widokiem-w-ilumino-na-12p-ID4aC5O.html
M3 ul.Fabryczna !!,Widzew,2,210000.0,31.0,6774.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-ul-fabryczna-ID4aC1L.html
M5 ul.Zgierska !!,Bałuty,4,420000.0,69.9,6009.0,2021-03-17,https://www.otodom.pl/pl/oferta/m5-ul-zgierska-ID4aC1K.html
"Olechów, 4 Pokoje, Pełen Rozkład, Garaż",Widzew,4,485000.0,81.0,5988.0,2021-03-17,https://www.otodom.pl/pl/oferta/olechow-4-pokoje-pelen-rozklad-garaz-ID4aC0R.html
Rozkładowe Z Balkonem Spokojna Okolica,"Polesie, Retkinia",3,359000.0,56.12,6397.0,2021-03-17,https://www.otodom.pl/pl/oferta/rozkladowe-z-balkonem-spokojna-okolica-ID4aC0P.html
"M-3, Rozkładowe, spokojna okolica","Polesie, Retkinia",2,255000.0,42.42,6011.0,2021-03-17,https://www.otodom.pl/pl/oferta/m-3-rozkladowe-spokojna-okolica-ID4aC0O.html
"Mieszkanie M4 63m2 w nowym bloku, niski czynsz","Bałuty, Stare Bałuty",3,490000.0,63.26,7746.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-m4-63m2-w-nowym-bloku-niski-czynsz-ID4ayCi.html
Kawalerka w sercu miasta / Filmówka / Brama Miasta,Śródmieście,1,215000.0,25.0,8600.0,2021-03-17,https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-miasta-filmowka-brama-miasta-ID4anVg.html
Stary Rynek widok na Park Staromiejski Manufaktura,Śródmieście,3,270000.0,48.0,5625.0,2021-03-17,https://www.otodom.pl/pl/oferta/stary-rynek-widok-na-park-staromiejski-manufaktura-ID49tQc.html
Mieszkanie - gotowa inwestycja,Polesie,5 pokoi,499000.0,100.0,4990.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-gotowa-inwestycja-ID4aBTV.html
Salon + 2 sypialnie w super cenie! Blisko Manufakt,"Bałuty, Stare Bałuty",3,299000.0,43.97,6800.0,2021-03-17,https://www.otodom.pl/pl/oferta/salon-2-sypialnie-w-super-cenie-blisko-manufakt-ID4aBRF.html
"Kawalerka gotowa do zamieszkania, blisko Manu","Bałuty, Stare Bałuty",1,225000.0,25.03,8989.0,2021-03-17,https://www.otodom.pl/pl/oferta/kawalerka-gotowa-do-zamieszkania-blisko-manu-ID4aBQz.html
Dwa przy parku Julianowskim,Bałuty,2,240000.0,43.0,5581.0,2021-03-17,https://www.otodom.pl/pl/oferta/dwa-pokoje-przy-parku-julianowskim-ID4aBPY.html
"M4 z balkonem, Widzew","Widzew, Widzew-Wschód",3,295000.0,58.0,5086.0,2021-03-17,https://www.otodom.pl/pl/oferta/m4-z-balkonem-widzew-ID4aBPJ.html
"Przestronny, 5 pok. apartament na Julianowie","Bałuty, Julianów",5 pokoi,980000.0,135.5,7232.0,2021-03-17,https://www.otodom.pl/pl/oferta/przestronny-5-pok-apartament-na-julianowie-ID4aBMh.html
"Mieszkanie 47m2, Łódź Wojska Polskiego",Bałuty,2,260000.0,47.0,5532.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-47m2-lodz-wojska-polskiego-ID4aBJ0.html
"Ekskluzywne mieszkanie, a może dom?",Górna,5 pokoi,885000.0,130.0,6808.0,2021-03-17,https://www.otodom.pl/pl/oferta/ekskluzywne-mieszkanie-a-moze-dom-ID4aBFp.html
Nowe mieszkanie 2 pokojowe na Dąbrowie,"Górna, Dąbrowa",2,269900.0,38.0,7103.0,2021-03-17,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokojowe-na-dabrowie-ID4aBDi.html
Słoneczne mieszkanie M3 na Teofilowie do remontu,"Bałuty, Teofilów",2,235000.0,37.66,6240.0,2021-03-17,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-m3-na-teofilowie-do-remontu-ID4aBCC.html
Komfortowe mieszkanie 2 pokojowe,Bałuty,2,369000.0,50.0,7380.0,2021-03-17,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-2-pokojowe-ID4aBBs.html
Retkinia - 5 piętro - dni otwarte 20.03.2021r,Polesie,3,417959.0,63.36,6597.0,2021-03-17,https://www.otodom.pl/pl/oferta/retkinia-5-pietro-dni-otwarte-20-03-2021r-ID4aBBm.html
Retkinia - ogródek - dni otwarte 20.03.2021r!,Polesie,3,415979.0,63.36,6565.0,2021-03-17,https://www.otodom.pl/pl/oferta/retkinia-ogrodek-dni-otwarte-20-03-2021r-ID4aBzR.html
"M3, Chojny Zatorze, 51m2, 4p w niskim bloku","Górna, Chojny",2,299999.0,51.0,5882.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-chojny-zatorze-51m2-4p-w-niskim-bloku-ID4aByt.html
"M3, 42,42m2, 4p w niskim bloku, Retkinia Piaski!","Polesie, Retkinia",2,255000.0,42.42,6011.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-42-42m2-4p-w-niskim-bloku-retkinia-piaski-ID4aBxu.html
m3 Łódź-Gotowe do zamieszkania!,łódzkie,2,439000.0,65.6,6692.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-lodz-gotowe-do-zamieszkania-ID4aBui.html
Mieszkanie-Fuzja-Łódź,Śródmieście,3,650000.0,60.16,10805.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-fuzja-lodz-ID4aBt0.html
"M-4 Retkinia Północ , 56 m2, po remoncie!","Polesie, Retkinia",3,350000.0,56.12,6237.0,2021-03-17,https://www.otodom.pl/pl/oferta/m-4-retkinia-polnoc-56-m2-po-remoncie-ID4aBqE.html
Duże M3 ul.Zgierska !!!,Bałuty,2,399000.0,60.0,6650.0,2021-03-17,https://www.otodom.pl/pl/oferta/duze-m3-ul-zgierska-ID4aBpc.html
PIĘKNE M-5 po remoncie ul. Zgierska 75/81,Bałuty,4,439900.0,65.0,6768.0,2021-03-17,https://www.otodom.pl/pl/oferta/piekne-m-5-po-remoncie-ul-zgierska-75-81-ID4aBor.html
M-4 do remontu Młynarska Bałuty!!,Bałuty,3,299000.0,57.0,5246.0,2021-03-17,https://www.otodom.pl/pl/oferta/m-4-do-remontu-mlynarska-baluty-ID4aBoh.html
"Centrum miasta blisko Galerii, super skomunikowane",Śródmieście,3,480000.0,106.0,4528.0,2021-03-17,https://www.otodom.pl/pl/oferta/centrum-miasta-blisko-galerii-super-skomunikowane-ID4aBnX.html
PIĘKNE M-5 po remoncie ul. Zgierska 75/81,Bałuty,4,439900.0,65.0,6768.0,2021-03-17,https://www.otodom.pl/pl/oferta/piekne-m-5-po-remoncie-ul-zgierska-75-81-ID4aBor.html
Oferta 0% od Kupującego,łódzkie,1,190700.0,38.14,5000.0,2021-03-17,https://www.otodom.pl/pl/oferta/oferta-0-od-kupujacego-ID4a9Hb.html
Mieszkanie M4 - 3 wysoki standard,"Polesie, Retkinia",3,428700.0,67.0,6399.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-m4-3-pokoje-wysoki-standard-ID4a373.html
"Mieszkanie M3, al. Politechniki, zamykane podwórko",Polesie,2,299000.0,52.65,5679.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-m3-al-politechniki-zamykane-podworko-ID4aBm4.html
"M3/42,42m2/balkon/IIpiętro Retkinia-Piaski Polecam","Polesie, Retkinia",2,289000.0,42.42,6813.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-42-42m2-balkon-iipietro-retkinia-piaski-polecam-ID4aBlW.html
Rozkładowe mieszkanie 3-pokojowe na Kozinach,Polesie,3,340000.0,63.8,5329.0,2021-03-17,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-3-pokojowe-na-kozinach-ID4aBhc.html
Zamieszkaj od zaraz,Bałuty,2,254600.0,37.5,6789.0,2021-03-17,https://www.otodom.pl/pl/oferta/zamieszkaj-od-zaraz-ID4aBfp.html
"Kawalerka 27,07m2 ul.Mackiewicza Bałuty",Bałuty,1,155000.0,27.07,5726.0,2021-03-17,https://www.otodom.pl/pl/oferta/kawalerka-27-07m2-ul-mackiewicza-baluty-ID4aBfh.html
"M4 z widokiem na Sokołówkę, loggia, Bałuty",Bałuty,3,330000.0,59.5,5546.0,2021-03-17,https://www.otodom.pl/pl/oferta/m4-z-widokiem-na-sokolowke-loggia-baluty-ID4aBeS.html
"Mieszkanie, 52,75, Łódź",Bałuty,2,279000.0,52.75,5289.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-52-75-m-lodz-ID4aBe8.html
Mieszkanie - Łódź Bałuty,Bałuty,2,199000.0,39.0,5103.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID4aBbc.html
"M3, umeblowane, gotowe do zamieszkania, Zarzew","Widzew, Zarzew",2,250000.0,37.0,6757.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-umeblowane-gotowe-do-zamieszkania-zarzew-ID4aBaz.html
"Trzypokojowe, komfortowe mieszkanie blisko centrum",Widzew,3,315000.0,53.0,5943.0,2021-03-17,https://www.otodom.pl/pl/oferta/trzypokojowe-komfortowe-mieszkanie-blisko-centrum-ID4aB4N.html
"Rozkładowe M4 dla rodziny na Marysinie, od zaraz",Bałuty,3,333000.0,57.0,5842.0,2021-03-17,https://www.otodom.pl/pl/oferta/rozkladowe-m4-dla-rodziny-na-marysinie-od-zaraz-ID4aB3O.html
Świetna cena! Umeblowane mieszkanie blisko centrum,Górna,2,240000.0,53.0,4528.0,2021-03-17,https://www.otodom.pl/pl/oferta/swietna-cena-umeblowane-mieszkanie-blisko-centrum-ID4aB1r.html
"Apartament dwupoziomowy 105 m2 - 6 pokoi, Retkinia","Polesie, Retkinia",6 pokoi,655000.0,105.0,6238.0,2021-03-17,https://www.otodom.pl/pl/oferta/apartament-dwupoziomowy-105-m2-6-pokoi-retkinia-ID4aB10.html
"Mieszkanie, 38, Łódź","Bałuty, Teofilów",2,215000.0,38.0,5658.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-lodz-ID4aAZy.html
"Mieszkanie na sprzedaż, Łódź, Górna",łódzkie,3,370000.0,62.5,5920.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-gorna-ID4aAWi.html
"Mieszkanie na sprzedaż, Łódź, Górna",łódzkie,3,349000.0,56.21,6209.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-gorna-ID4aARX.html
"Mieszkanie po remoncie na sprzedaż, Łódź, Widzew",łódzkie,3,329000.0,380.0,866.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-na-sprzedaz-lodz-widzew-ID4aAPy.html
Mieszkanie M4 3-pokoje Teofilów ul. Lniana,Bałuty,3,289000.0,57.0,5070.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-m4-3-pokoje-teofilow-ul-lniana-ID4aixu.html
Przytulne mieszkanie na Retkini,"Polesie, Retkinia",3,352700.0,56.0,6298.0,2021-03-17,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-retkini-ID49IAM.html
Narutowicza,Śródmieście,2,223800.0,37.3,6000.0,2021-03-17,https://www.otodom.pl/pl/oferta/narutowicza-ID49te9.html
2 Narutowicza przy Filharmonii,Śródmieście,2,248000.0,44.0,5636.0,2021-03-17,https://www.otodom.pl/pl/oferta/2-pokoje-narutowicza-przy-filharmonii-ID4aANL.html
M4 Blok z cegły,Polesie,3,360000.0,67.0,5373.0,2021-03-17,https://www.otodom.pl/pl/oferta/m4-blok-z-cegly-ID4aAMG.html
"Mieszkanie na sprzedaż, Łódź, Widzew",łódzkie,4,480000.0,90.3,5316.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-widzew-ID4aAKf.html
"Mieszkanie na sprzedaż, Łódź, Śródmieście",łódzkie,3,549000.0,77.0,7130.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID4aAH4.html
M3 Górna do zamieszkania!,Górna,2,255000.0,43.0,5930.0,2021-03-17,https://www.otodom.pl/pl/oferta/m3-gorna-do-zamieszkania-ID4aAFF.html
3 rozkładowe os. Mireckiego,Polesie,3,333000.0,64.21,5186.0,2021-03-17,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-os-mireckiego-ID4aAFl.html
Złotno- Wydzielony apartamentowiec - ogródek 150 m,Polesie,3,665000.0,96.0,6927.0,2021-03-17,https://www.otodom.pl/pl/oferta/zlotno-wydzielony-apartamentowiec-ogrodek-150-m-ID4aAAz.html
Miejsce parkingowe | Generalny remont | Monitoring,Górna,3,338100.0,61.49,5498.0,2021-03-17,https://www.otodom.pl/pl/oferta/miejsce-parkingowe-generalny-remont-monitoring-ID4aAsD.html
"Łódź - Górna M2 z dużym balkonem, do wprowadzenia!",Górna,1,240000.0,38.08,6303.0,2021-03-17,https://www.otodom.pl/pl/oferta/lodz-gorna-m2-z-duzym-balkonem-do-wprowadzenia-ID4aAmA.html
"Mieszkanie po remoncie na sprzedaż, Łódź, Widzew",łódzkie,2,270000.0,37.6,7181.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-na-sprzedaz-lodz-widzew-ID4aAlb.html
"M-3(43,26) Dąbrowa -2 piętro","Górna, Dąbrowa",2,233000.0,43.26,5386.0,2021-03-17,https://www.otodom.pl/pl/oferta/m-343-26-dabrowa-2-pietro-ID4aAhJ.html
Ładna kawalerka z balkonem!,Górna,1,157000.0,22.5,6978.0,2021-03-17,https://www.otodom.pl/pl/oferta/ladna-kawalerka-z-balkonem-ID4aAcy.html
2 Retkinia,Polesie,2,275000.0,42.42,6483.0,2021-03-17,https://www.otodom.pl/pl/oferta/2-pokoje-retkinia-ID4aAct.html
Inwestycja 2 kawalerki Mielczarskiego /Manufaktura,Polesie,2,217600.0,39.57,5499.0,2021-03-17,https://www.otodom.pl/pl/oferta/inwestycja-2-kawalerki-mielczarskiego-manufaktura-ID4aA8b.html
"II Piętro, Balkon, Super Lokalizacja!",Bałuty,1,206000.0,32.56,6327.0,2021-03-17,https://www.otodom.pl/pl/oferta/ii-pietro-balkon-super-lokalizacja-ID4aA6N.html
"Mieszkanie, 107, Łódź",Śródmieście,4,820000.0,107.0,7664.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-107-m-lodz-ID4aA4N.html
"2 bezpośrednio, 2p.",łódzkie,2,213000.0,37.48,5683.0,2021-03-17,https://www.otodom.pl/pl/oferta/2-pokoje-bezposrednio-2p-ID4aA2K.html
Mieszkanie - Łódź Bałuty,Bałuty,2,215000.0,38.85,5534.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID4aA1L.html
Przestronne mieszkanie | Dobra komunikacja | 51 m2,"Widzew, Zarzew",3,329000.0,51.6,6376.0,2021-03-17,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-dobra-komunikacja-51-m2-ID4aA1K.html
Umeblowana kawalerka na Dąbrowie!,"Górna, Dąbrowa",1,170000.0,28.0,6071.0,2021-03-17,https://www.otodom.pl/pl/oferta/umeblowana-kawalerka-na-dabrowie-ID4aA1h.html
"Mieszkanie 3-pokoje, Julianów, 70m2, wyposażone","Bałuty, Julianów",3,567000.0,69.34,8177.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-julianow-70m2-wyposazone-ID4aA06.html
Przytulne klimatyczne mieszkanie Łódź Senatorska,"Śródmieście, Śródmieście-Wschód",3,499000.0,59.0,8458.0,2021-03-17,https://www.otodom.pl/pl/oferta/przytulne-klimatyczne-mieszkanie-lodz-senatorska-ID4amln.html
Mieszkanie - Mikołaja Kopernika 64 - Tobaco Park,"Polesie, Stare Polesie",2,525000.0,59.0,8898.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-mikolaja-kopernika-64-tobaco-park-ID49L5V.html
"Mieszkanie 51m2, 2, taras 20m2, + garaż",Górna,2,348000.0,51.12,6808.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-51m2-2-pokoje-taras-20m2-garaz-ID48V7L.html
Sprzedam M-3 Łódź Widzew - bezpośrednio,"Widzew, Widzew-Wschód",2,265000.0,53.3,4972.0,2021-03-17,https://www.otodom.pl/pl/oferta/sprzedam-m-3-lodz-widzew-bezposrednio-ID4azWN.html
Mieszkanie - Łódź Bałuty,Bałuty,3,297000.0,57.0,5211.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID4azUl.html
Przestronna kawalerka do remontu + duży balkon!,Bałuty,1,225000.0,41.0,5488.0,2021-03-17,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-do-remontu-duzy-balkon-ID4azTQ.html
Duży 4-pokojowy lokal pod kancelarię lub biuro.,Śródmieście,4,498000.0,111.0,4486.0,2021-03-17,https://www.otodom.pl/pl/oferta/duzy-4-pokojowy-lokal-pod-kancelarie-lub-biuro-ID4azTL.html
"M4 - 56m2 do wprowadzenia Łódź, Dąbrowa, Chojny","Górna, Dąbrowa",3,349000.0,56.21,6209.0,2021-03-17,https://www.otodom.pl/pl/oferta/m4-56m2-do-wprowadzenia-lodz-dabrowa-chojny-ID4azQC.html
Mieszkanie 2- pokojowe Centrum,Polesie,2,276000.0,40.0,6900.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-centrum-ID4azNt.html
2 Retkinia,"Polesie, Retkinia",2,305184.0,46.24,6600.0,2021-03-17,https://www.otodom.pl/pl/oferta/2-pokoje-retkinia-ID4azLg.html
"Mieszkanie, 41,97, Łódź",Bałuty,2,269000.0,41.97,6409.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-41-97-m-lodz-ID4azL7.html
"Blok z cegły rej.Starego Rynku, w pełni umeblowane",Śródmieście,3,390000.0,66.5,5865.0,2021-03-17,https://www.otodom.pl/pl/oferta/blok-z-cegly-rej-starego-rynku-w-pelni-umeblowane-ID4azJP.html
M-4 w odnowionej kamienicy na 1 piętrze z balkonem,Polesie,3,330000.0,72.0,4583.0,2021-03-17,https://www.otodom.pl/pl/oferta/m-4-w-odnowionej-kamienicy-na-1-pietrze-z-balkonem-ID4azJg.html
POLESIE | ZŁOTNO | Nowy apartamentowiec | 36-92mkw,Polesie,3,354206.0,57.13,6200.0,2021-03-17,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-36-92mkw-ID4azIp.html
POLESIE | ZŁOTNO | Nowy apartamentowiec | 36-92mkw,Polesie,2,235755.0,36.27,6500.0,2021-03-17,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-36-92mkw-ID4azHJ.html
"Chojny Park,winda,funkcjonalny rozkład pomieszczeń",Górna,3,525000.0,65.63,7999.0,2021-03-17,https://www.otodom.pl/pl/oferta/chojny-park-winda-funkcjonalny-rozklad-pomieszczen-ID4azHB.html
"Mieszkanie 40,80m2 -w nowej inwestycji-Łódź Widzew",Widzew,2,212160.0,40.8,5200.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-40-80m2-w-nowej-inwestycji-lodz-widzew-ID4azDk.html
"Mieszkanie 65,60m2 -w nowej inwestycji-Łódź Widzew",Widzew,3,328000.0,65.6,5000.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-65-60m2-w-nowej-inwestycji-lodz-widzew-ID4azDd.html
Chojny. Rozkładowe M-4 w niskim bloku,Górna,3,330000.0,54.0,6111.0,2021-03-17,https://www.otodom.pl/pl/oferta/chojny-rozkladowe-m-4-w-niskim-bloku-ID4azDa.html
"Mieszkanie 38,3 m2 -w nowej inwestycji-Łódź Widzew",Widzew,2,191500.0,38.3,5000.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-38-3-m2-w-nowej-inwestycji-lodz-widzew-ID4azD5.html
"Mieszkanie 51,60m2 -w nowej inwestycji-Łódź Widzew",Widzew,2,237360.0,51.6,4600.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-51-60m2-w-nowej-inwestycji-lodz-widzew-ID4azCX.html
"Mieszkanie 75,8 m2 -w nowej inwestycji-Łódź Widzew",Widzew,3,325940.0,75.8,4300.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-75-8-m2-w-nowej-inwestycji-lodz-widzew-ID4azCR.html
"Mieszkanie 84,20m2 -w nowej inwestycji-Łódź Widzew",Widzew,4,362060.0,84.2,4300.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-84-20m2-w-nowej-inwestycji-lodz-widzew-ID4azCI.html
"Mieszkanie 107,2m2 -w nowej inwestycji-Łódź Widzew",Widzew,5 pokoi,450240.0,107.2,4200.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-107-2m2-w-nowej-inwestycji-lodz-widzew-ID4azBU.html
2 pokojowe mieszkanie z kuchnia i łazienką - Górna,Górna,2,280000.0,50.0,5600.0,2021-03-17,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-kuchnia-i-lazienka-gorna-ID4azBR.html
Galeria Łódzka/Park Źródliska,Śródmieście,1,215000.0,26.59,8086.0,2021-03-17,https://www.otodom.pl/pl/oferta/galeria-lodzka-park-zrodliska-ID4azAX.html
74 m2 Trzy Pokojowe w Apartamentowcu + 65 m Tarasu,Bałuty,3,589990.0,73.9,7984.0,2021-03-17,https://www.otodom.pl/pl/oferta/74-m2-trzy-pokojowe-w-apartamentowcu-65-m-tarasu-ID4afDE.html
przestronne/działający kominek,Śródmieście,4,375000.0,112.81,3324.0,2021-03-17,https://www.otodom.pl/pl/oferta/przestronne-dzialajacy-kominek-ID4azwd.html
"M3(51)Chojny - Kurczaki, rozkład,balkon","Górna, Chojny",2,265000.0,51.0,5196.0,2021-03-17,https://www.otodom.pl/pl/oferta/m351chojny-kurczaki-rozklad-balkon-ID4azuy.html
Mieszkanie 300 M od Manufaktury,Polesie,3,279000.0,78.0,3577.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-300-m-od-manufaktury-ID4azsM.html
"Mieszkanie Łódź Polesie 47,75 m2",Polesie,3,356697.0,47.75,7470.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-polesie-47-75-m2-ID4azrV.html
"Okazja! M3,53m2/Widzew.",Widzew,2,325000.0,53.0,6132.0,2021-03-17,https://www.otodom.pl/pl/oferta/okazja-m3-53m2-widzew-ID4azp1.html
Dwupoziomowe M3 Okazja,Bałuty,2,340000.0,40.0,8500.0,2021-03-17,https://www.otodom.pl/pl/oferta/dwupoziomowe-m3-okazja-ID4azoX.html
"Mieszkanie, 36,52, Łódź",Górna,2,245000.0,36.52,6709.0,2021-03-17,https://www.otodom.pl/pl/oferta/mieszkanie-36-52-m-lodz-ID4azmy.html
Ładne mieszkanie po remoncie w super lokalizacji,Bałuty,2,269000.0,45.13,5961.0,2021-03-17,https://www.otodom.pl/pl/oferta/ladne-mieszkanie-po-remoncie-w-super-lokalizacji-ID4azmx.html
