Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
M4 Bałuty II piętro wieżowiec,Bałuty,3,370000,54.30,6814,08-01-2021,https://www.otodom.pl/pl/oferta/m4-baluty-ii-pietro-wiezowiec-ID49tFx.html
Idealne mieszkanie w centrum&gt;&gt;Sprawdź promocje,Śródmieście,4,362700,55.50,6535,08-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-w-centrumsprawdz-promocje-ID49tDq.html
Idealne mieszkanie w centrum&gt;&gt;Sprawdź promocje,Śródmieście,3,324400,49.14,6602,08-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-w-centrumsprawdz-promocje-ID49tDn.html
M3 w centrum/Promocja/SmartHome/,Śródmieście,3,336153,48.69,6904,08-01-2021,https://www.otodom.pl/pl/oferta/m3-w-centrum-promocja-smarthome-ID49tDj.html
Nowe mieszkania 2 pokojowe w inwestycji Ewelin II,łódzkie,2,257676,39.90,6458,08-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkania-2-pokojowe-w-inwestycji-ewelin-ii-ID474AP.html
2 ul. Obywatelska,Górna,2,269900,50,5398,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-ul-obywatelska-ID49tC1.html
M3/ rozkładowe/ Inflancka,Bałuty,2,260000,47,5532,08-01-2021,https://www.otodom.pl/pl/oferta/m3-rozkladowe-inflancka-ID49tBd.html
M3 Dąbrowa VII piętro wieżowiec,Górna Dąbrowa,2,198000,36.24,5464,08-01-2021,https://www.otodom.pl/pl/oferta/m3-dabrowa-vii-pietro-wiezowiec-ID49tvP.html
M4 w dobrej lokalizacji-Górna od zaraz,Górna Chojny,3,320000,54.30,5893,08-01-2021,https://www.otodom.pl/pl/oferta/m4-w-dobrej-lokalizacji-gorna-od-zaraz-ID49tpg.html
Pokój z aneksem na Górnej 13000,łódzkie,1,13000,30,433,08-01-2021,https://www.otodom.pl/pl/oferta/pokoj-z-aneksem-na-gornej-13000-zl-ID49tnB.html
Kawalerka na Górnej 13000,łódzkie,1,13000,17,765,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-gornej-13000-zl-ID49tnh.html
Kawalerka w Śródmieściu 11000.,łódzkie,1,11000,28,393,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-w-srodmiesciu-11000-zl-ID49tn6.html
Odnowione mieszkanie w kamienicy w centrum Łodzi,Śródmieście,2,259000,60.15,4306,08-01-2021,https://www.otodom.pl/pl/oferta/odnowione-mieszkanie-w-kamienicy-w-centrum-lodzi-ID49tek.html
2 pokojowe mieszkanie w centrum dla inwestora,Śródmieście,2,223800,37.30,6000,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-centrum-dla-inwestora-ID49te9.html
3 mieszkania w centrum dla inwestora,łódzkie,3,629000,76,8276,08-01-2021,https://www.otodom.pl/pl/oferta/3-mieszkania-w-centrum-dla-inwestora-ID49te8.html
Mieszkanie 111 Łódź,Polesie,4,650000,111,5856,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-111-m-lodz-ID49tbW.html
Mieszkanie 91 Łódź,Śródmieście,3,510000,91,5604,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-91-m-lodz-ID49tbQ.html
Mieszkanie 111 Łódź,Polesie,4,650000,111,5856,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-111-m-lodz-ID49tbP.html
Mieszkanie na nowym osiedlu 1 piętro - Centrum !!!,Śródmieście,2,337350,44.91,7512,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-nowym-osiedlu-1-pietro-centrum-ID49tbN.html
2 Przestronne Pokoje!!!Balkon!!!Teren Ogrodzony!!!,Polesie,2,299000,57,5246,08-01-2021,https://www.otodom.pl/pl/oferta/2-przestronne-pokoje-balkon-teren-ogrodzony-ID49tbM.html
Apartament Polesie,Polesie,3,620000,112,5536,08-01-2021,https://www.otodom.pl/pl/oferta/apartament-polesie-ID49tbF.html
M4 Retkinia,Polesie Retkinia,4,320000,64,5000,08-01-2021,https://www.otodom.pl/pl/oferta/m4-retkinia-ID49tbA.html
Piękne Klimatyczne M5 Polesie,Polesie,4,650000,110,5909,08-01-2021,https://www.otodom.pl/pl/oferta/piekne-klimatyczne-m5-polesie-ID49tbz.html
2 z balkonem 37m2 do zamieszkania Dąbrowa,Górna Dąbrowa,2,230000,37.20,6183,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-37m2-do-zamieszkania-dabrowa-ID49t8u.html
Łódź Bałuty 3 bezpośrednio,Bałuty,3,274000,52.60,5209,08-01-2021,https://www.otodom.pl/pl/oferta/lodz-baluty-3-pokoje-bezposrednio-ID49gUM.html
Mieszkanie w inwestycji Oliwkowe 59 PROMOCJA,Widzew Zarzew,3,445942,84.14,5300,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-oliwkowe-59-promocja-ID41Fd7.html
M4 Kurak Do Wprowadzenia,Górna Kurak,3,310000,54.30,5709,08-01-2021,https://www.otodom.pl/pl/oferta/m4-kurak-do-wprowadzenia-ID49t6O.html
Deweloperskie M-3 w świetnej lokalizacji /Pol.Łódz,Górna,3,340000,52.52,6474,08-01-2021,https://www.otodom.pl/pl/oferta/deweloperskie-m-3-w-swietnej-lokalizacji-pol-lodz-ID49t2R.html
Sprawdź i zgarnij super rabaty /Al.Politechniki,Górna,2,276400,41.12,6722,08-01-2021,https://www.otodom.pl/pl/oferta/sprawdz-i-zgarnij-super-rabaty-al-politechniki-ID49t2N.html
Dwupokojowe mieszkanie w centrum Łodzi,Śródmieście,2,257500,37,6959,08-01-2021,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-centrum-lodzi-ID49sVt.html
Kawalerka na Teofilowie świeżo po remoncie 27 m2!!,Bałuty,1,220000,27,8148,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-teofilowie-swiezo-po-remoncie-27-m2-ID49sUY.html
Mieszkanie z potencjałem w centrum miasta,Śródmieście,3,399000,86,4640,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-w-centrum-miasta-ID49sO0.html
Przestronne M3 /56M2/Radogoszcz Wsch/ Polecam !,Bałuty Radogoszcz,2,314000,56,5607,08-01-2021,https://www.otodom.pl/pl/oferta/przestronne-m3-56m2-radogoszcz-wsch-polecam-ID49sId.html
Kawalerka z balkonem idealna pod wynajem,Śródmieście,1,190000,24.13,7874,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-idealna-pod-wynajem-ID49sHI.html
Kawalerka na parterze idealna pod wynajem,Śródmieście,1,139000,17.36,8007,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-idealna-pod-wynajem-ID49sHG.html
Kawalerka idealna pod wynajem,Śródmieście,1,135000,16.74,8065,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-idealna-pod-wynajem-ID49sHE.html
2 przy uniwersytecie,Śródmieście,2,210000,35.33,5944,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-przy-uniwersytecie-ID49sHC.html
Mikrokawalerka idealna pod wynajem,Śródmieście,1,122000,13.29,9180,08-01-2021,https://www.otodom.pl/pl/oferta/mikrokawalerka-idealna-pod-wynajem-ID49sHA.html
2 pokojowe mieszkanie do wprowadzenia,łódzkie,2,319000,42,7595,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-do-wprowadzenia-ID49sHn.html
M3 wysoki parter Teofilów 40m2,Bałuty Teofilów,2,200000,40.38,4953,08-01-2021,https://www.otodom.pl/pl/oferta/m3-wysoki-parter-teofilow-40m2-ID49sGW.html
M4-Łódź-Bałuty-Żubardź,Bałuty Żubardź,3,320000,55,5818,08-01-2021,https://www.otodom.pl/pl/oferta/m4-lodz-baluty-zubardz-ID49sGQ.html
Sprzedam śliczną kawalerkę z garderobą Teofilów M2,Bałuty Teofilów,1,189900,28,6782,08-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-sliczna-kawalerke-z-garderoba-teofilow-m2-ID49sDq.html
2-pokojowe Śródmieście - Prywatna kamirenica,Śródmieście,2,35000,48,729,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-srodmiescie-prywatna-kamirenica-ID49sCw.html
Ładne M4 Retkinia po kap. remoncie klimatyzacja,Polesie Retkinia,3,329000,53,6208,08-01-2021,https://www.otodom.pl/pl/oferta/ladne-m4-retkinia-po-kap-remoncie-klimatyzacja-ID49sBc.html
Kawalerka po generalnym remoncie super oferta,Polesie,1,210000,31,6774,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-po-generalnym-remoncie-super-oferta-ID49sya.html
Mieszkanie - Łódź Dąbrowa,Górna Dąbrowa,3,278000,482,577,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-dabrowa-ID49sy9.html
Mieszkanie - Łódź Dąbrowa,Górna Dąbrowa,2,266000,38.27,6951,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-dabrowa-ID49sy6.html
Kawalerka na sprzedaż Łódź Polesie Górniak,Polesie,1,172000,46.68,3685,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-lodz-polesie-gorniak-ID49sxD.html
2-pokojowe Bałuty z CO- Prywatna kamienica,Bałuty,2,14000,35,400,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-baluty-z-co-prywatna-kamienica-ID49ss8.html
4-pokoje 2 miejsca postojowe rolety zew,Bałuty Kochanówka,4,405000,68.46,5916,08-01-2021,https://www.otodom.pl/pl/oferta/4-pokoje-2-miejsca-postojowe-rolety-zew-ID49nqQ.html
M3 BAŁUTY - ŻUBARDŹ ul. Turoszowska,Bałuty,2,278000,44.10,6304,08-01-2021,https://www.otodom.pl/pl/oferta/m3-baluty-zubardz-ul-turoszowska-ID48zNt.html
Pięciopokojowe mieszkanie A33 w Łodzi,Górna,5 pokoi,630385,128.65,4900,08-01-2021,https://www.otodom.pl/pl/oferta/pieciopokojowe-mieszkanie-a33-w-lodzi-ID3XBxK.html
Mieszkanie własnościowe 1- pokojowe- kamienica,Widzew,1,142000,35.49,4001,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-wlasnosciowe-1-pokojowe-kamienica-ID49sqq.html
Rozkładowe M4 Na Górnej,Górna,3,320000,48,6667,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m4-na-gornej-ID49sqi.html
Rozkładowe M3 Do Własnej Aranżacji,Widzew,2,286000,50.40,5675,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m3-do-wlasnej-aranzacji-ID49sqh.html
Na sprzedaż mieszkanie 3 pok. 6159 m.kw. ul. Mate,Śródmieście,3,458589,64.59,7100,08-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3-pok-61-59-m-kw-ul-mate-ID49so6.html
2-pokojowe ok.ul. Tuwima- Prywatna kamienica,Śródmieście,2,28000,50,560,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-ok-ul-tuwima-prywatna-kamienica-ID49snn.html
M4 ul.Tatrzańska !!,Górna,3,320000,52,6154,08-01-2021,https://www.otodom.pl/pl/oferta/m4-ul-tatrzanska-ID49sn0.html
2-pokojowe Śródmieście - Prywatna kamirenica,Śródmieście,2,17000,32,531,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-srodmiescie-prywatna-kamirenica-ID49slN.html
SPRZEDAM MIESZKANIE 56m2 Radogoszcz-Wschód,Bałuty,2,314000,56,5607,08-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-56m2-radogoszcz-wschod-ID49slE.html
Perełka wśród mieszkań z duszą-3 kroki od Manufakt,Bałuty,2,555000,62,8952,08-01-2021,https://www.otodom.pl/pl/oferta/perelka-wsrod-mieszkan-z-dusza-3-kroki-od-manufakt-ID49sl4.html
Ostatnie 2 mieszkania od dewelopera | Łódź Chojny,Górna,3,273000,42.20,6469,08-01-2021,https://www.otodom.pl/pl/oferta/ostatnie-2-mieszkania-od-dewelopera-lodz-chojny-ID49skJ.html
Idealne mieszkanie od dewelopera | Łódź Chojny,Górna,2,233000,41.11,5668,08-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-od-dewelopera-lodz-chojny-ID49skI.html
2-pokojowe ok.ul. Traugutta- Prywatna kamienica,Śródmieście,2,23000,40,575,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-ok-ul-traugutta-prywatna-kamienica-ID49skb.html
Rozkładowe M-3 45m2 Bałuty spokojna okolica.,Bałuty,2,259900,45,5776,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m-3-45m2-baluty-spokojna-okolica-ID49sjE.html
2 Pokoje 56m2 Przestronne Balkon Ciche Osiedle,Bałuty,2,314000,55.85,5622,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-56m2-przestronne-balkon-ciche-osiedle-ID49shP.html
Nowe mieszkanie z balkonem blisko centrum.,Śródmieście,1,218448,30.34,7200,08-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-balkonem-blisko-centrum-ID49sgR.html
2 pokojowe rozkładowe mieszkanie z windą - Bałuty.,Bałuty,2,260000,46.50,5591,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-z-winda-baluty-ID49sfh.html
Kawalerka 31m2 Radogoszcz,Bałuty Radogoszcz,1,188500,31,6081,08-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-31m2-radogoszcz-ID49sb5.html
Apartament z ogródkiem- Chojny,Górna Chojny,3,590000,66,8939,08-01-2021,https://www.otodom.pl/pl/oferta/apartament-z-ogrodkiem-chojny-ID49s4D.html
Mieszkanie na sprzedaż,Śródmieście,2,249999,46.73,5350,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID49s1A.html
Apartament 85m mieszkanie Złotno deweloperski,Polesie Nowe Złotno,4,500000,85,5882,08-01-2021,https://www.otodom.pl/pl/oferta/apartament-85m-mieszkanie-zlotno-deweloperski-ID49s1a.html
2 przy Parku Podolskim,Widzew,2,206000,36.24,5684,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-przy-parku-podolskim-ID49s08.html
M-3 Retkinia  do wprowadzenia,Polesie Retkinia,2,300000,42.42,7072,08-01-2021,https://www.otodom.pl/pl/oferta/m-3-retkinia-do-wprowadzenia-ID49rZk.html
3 pokojowe(74m2) obok centrum Dobra Cena,Polesie,3,310000,74,4189,08-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowe74m2-obok-centrum-dobra-cena-ID49rYQ.html
Piękne 2 po remoncie,Górna,2,255000,39,6538,08-01-2021,https://www.otodom.pl/pl/oferta/piekne-2-pokoje-po-remoncie-ID49it1.html
2 na Żubardziu,Bałuty Żubardź,2,288000,49.89,5773,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-na-zubardziu-ID49flz.html
mieszkanie 37m2 Traktorowa,Bałuty Teofilów,2,229000,37,6189,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-37m2-traktorowa-ID49auP.html
dwupoziomowe JULIANÓW Okazja!,Bałuty Julianów,3,519000,118,4398,08-01-2021,https://www.otodom.pl/pl/oferta/dwupoziomowe-julianow-okazja-ID49rYK.html
Komfortowe nietuzinkowe M-4 68m Łódź Chojny,Górna Chojny,3,450000,68,6618,08-01-2021,https://www.otodom.pl/pl/oferta/komfortowe-nietuzinkowe-m-4-68m-lodz-chojny-ID49rYw.html
Ciche samo centrum w kamienicy międzywojennej,Śródmieście,2,350000,76,4605,08-01-2021,https://www.otodom.pl/pl/oferta/ciche-samo-centrum-w-kamienicy-miedzywojennej-ID49rXH.html
2- Scandi bezpośrednio,Bałuty Teofilów,2,277000,39,7103,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-scandi-bezposrednio-ID49rWR.html
M-2 Gładka Chojny!!,Górna Chojny,1,238000,34.59,6881,08-01-2021,https://www.otodom.pl/pl/oferta/m-2-gladka-chojny-ID49rWf.html
M3(43)Czerwony Rynejrozkładbalkondo odswieżenia,łódzkie,2,218000,43,5070,08-01-2021,https://www.otodom.pl/pl/oferta/m343czerwony-rynej-rozklad-balkon-do-odswiezenia-ID49rSy.html
Atrakcyjne Mieszkanie 2-pokojowe - 2 piętro,Bałuty Teofilów,2,278000,44.10,6304,08-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-2-pokojowe-2-pietro-ID49rSz.html
Sprzedam M-3 383m2 Bałuty - ks.Brzóski,Bałuty,2,220000,38.30,5744,08-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-m-3-38-3m2-baluty-ks-brzoski-ID49rQU.html
M3Zarzew balkon rozkładowe super cena,Widzew Zarzew,2,195000,37,5270,08-01-2021,https://www.otodom.pl/pl/oferta/m3zarzew-balkon-rozkladowe-pokoje-super-cena-ID49rQl.html
3 Retkinia Krzemieniecka Retkińska Park ZOO,Polesie Retkinia,3,330000,47.50,6947,08-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-retkinia-krzemieniecka-retkinska-park-zoo-ID49rNr.html
3 Pokoje Wykończone Pod Klucz Bez Prowizji i PCC,Polesie Nowe Złotno,3,447900,54.10,8279,08-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-wykonczone-pod-klucz-bez-prowizji-i-pcc-ID49rN8.html
Mieszkanie 2-pokojowe 44m2 blok,Górna,2,230000,44,5227,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-44m2-blok-ID49rKG.html
Rozkładowe po remoncie bezpośrednio,Bałuty,2,309000,44.21,6989,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-po-remoncie-bezposrednio-ID49rFE.html
Wykończone dwa Nowe Sady 86 blok z 2015 ro,Polesie Nowe Sady,2,330000,45.53,7248,08-01-2021,https://www.otodom.pl/pl/oferta/wykonczone-dwa-pokoje-nowe-sady-86-blok-z-2015-ro-ID49rE5.html
Nowoczesna  cicha kawalerka z balkonem,Bałuty,1,218000,24,9083,08-01-2021,https://www.otodom.pl/pl/oferta/nowoczesna-cicha-kawalerka-z-balkonem-ID49rCz.html
Sprzedam mieszkanie / Retkinia / od zaraz,Polesie Retkinia,2,215000,31,6935,08-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-retkinia-od-zaraz-ID49rzO.html
3 centrum dla inwestora,Polesie,3,399000,86,4640,08-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-centrum-dla-inwestora-ID49rys.html
Nowe mieszkanie w oddanym budynku! Okazja,Bałuty Doły,3,498000,73.09,6814,08-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-oddanym-budynku-okazja-ID49rvI.html
mieszkanie dwupokojowe,Bałuty,2,350000,49,7143,08-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-ID49ruu.html
Retkinia M-3. Kupujacy Bez Prowizji.,Polesie Retkinia,2,275000,42.42,6483,08-01-2021,https://www.otodom.pl/pl/oferta/retkinia-m-3-kupujacy-bez-prowizji-ID49ru0.html
Najbardziej Łódzki adres. Piotrkowska 47m2 2pokoje,Śródmieście,2,249999,47,5319,08-01-2021,https://www.otodom.pl/pl/oferta/najbardziej-lodzki-adres-piotrkowska-47m2-2pokoje-ID49rrj.html
M-3WidzewPełen RozkładBalkonCicha Okolica,Widzew,2,235000,44,5341,08-01-2021,https://www.otodom.pl/pl/oferta/m-3-widzew-pelen-rozklad-balkon-cicha-okolica-ID49rpt.html
145 m2 zm japońskim garaż widok na las.,Górna,6 pokoi,664000,145,4579,08-01-2021,https://www.otodom.pl/pl/oferta/145-m2-z-pokojem-japonskim-garaz-widok-na-las-ID49fs5.html
Trzypokojowe mieszkanie na osiedlu Retkinia,Polesie,3,390000,64,6094,08-01-2021,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-osiedlu-retkinia-ID490gy.html
Inwestycyjne M4 na 7 pokoi - Wschodnia - Roi &gt;10%,Śródmieście,3,339000,98,3459,08-01-2021,https://www.otodom.pl/pl/oferta/inwestycyjne-m4-na-7-pokoi-wschodnia-roi-10-ID49roQ.html
M2 z balkonem I p. wyremontowane - Teofilów,Bałuty Teofilów,1,179000,28.04,6384,08-01-2021,https://www.otodom.pl/pl/oferta/m2-z-balkonem-i-p-wyremontowane-teofilow-ID49roP.html
4 mieszkania w centrum dla inwestora,Śródmieście,4,888100,107,8300,08-01-2021,https://www.otodom.pl/pl/oferta/4-mieszkania-w-centrum-dla-inwestora-ID49rnk.html
2 mieszkanie w centrum dla inwestora,Śródmieście,2,231840,38.64,6000,08-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-mieszkanie-w-centrum-dla-inwestora-ID49rnj.html
M3 z balkonem na Teofilowie blisko dworzec PKP,Bałuty Teofilów,2,195000,37.60,5186,08-01-2021,https://www.otodom.pl/pl/oferta/m3-z-balkonem-na-teofilowie-blisko-dworzec-pkp-ID49rhP.html
Uwaga-Osiedle Jarzębinowe - 73m2 garaż 2xkomórka,Bałuty,3,498000,73.07,6815,08-01-2021,https://www.otodom.pl/pl/oferta/uwaga-osiedle-jarzebinowe-73m2-garaz-2xkomorka-ID49rha.html
Wyposażone mieszkanie na osiedlu Nowy Olechów,Widzew Widzew-Wschód,2,550000,73.25,7509,08-01-2021,https://www.otodom.pl/pl/oferta/wyposazone-mieszkanie-na-osiedlu-nowy-olechow-ID49rgQ.html
JANÓW 2 Pokojez Dużym Garażem i Komórką w Cenie,Widzew Janów,2,425000,53.01,8017,08-01-2021,https://www.otodom.pl/pl/oferta/janow-2-pokoje-z-duzym-garazem-i-komorka-w-cenie-ID49rgO.html
Rozkładowe mieszkanie do remontu Retkinia /Karolew,Polesie Retkinia,2,235000,43.50,5402,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-do-remontu-retkinia-karolew-ID49rfs.html
Koziny Rozkładowe M4/balkon/winda Polecam,Polesie Koziny,3,295000,56.60,5212,08-01-2021,https://www.otodom.pl/pl/oferta/koziny-rozkladowe-m4-balkon-winda-polecam-ID49rdU.html
Zamieszkaj w Centrum - Apartamentowiec,Śródmieście,2,510000,68,7500,08-01-2021,https://www.otodom.pl/pl/oferta/zamieszkaj-w-centrum-apartamentowiec-ID49rcu.html
Apartament 475m2 - Liściasta Park,Bałuty,2,375000,47.50,7895,08-01-2021,https://www.otodom.pl/pl/oferta/apartament-47-5m2-lisciasta-park-ID49rbH.html
Rozkładowe M3 /47 M2/Balkon/Julianów/Polecam,Bałuty Julianów,2,260000,47,5532,08-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m3-47-m2-balkon-julianow-polecam-ID49rak.html
M3 Łódź Teofilów - parter,Bałuty Teofilów,2,230000,46,5000,08-01-2021,https://www.otodom.pl/pl/oferta/m3-lodz-teofilow-parter-ID49r8T.html
