Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Atrakcyjne mieszkania w spokojnej zielonej okolicy,Bałuty,2,222 516,35.32,6 300,10-12-2020,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkania-w-spokojnej-zielonej-okolicy-ID4975U.html#3a460ec8f9
Apartament mieszkanie 22 balkony,Bałuty,2,286 440,43.40,6 600,10-12-2020,https://www.otodom.pl/pl/oferta/apartament-mieszkanie-2-pokoje-2-balkony-ID4974j.html#3a460ec8f9
Nowe 2-pokojowe mieszkanie na Więckowskiego 50 m2,Śródmieście,2,365 000,50,7 300,10-12-2020,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-na-wieckowskiego-50-m2-ID4973t.html#3a460ec8f9
10 minut do centrum! Oferta dewelopera! 0%prowizji,Widzew,3,262 000,38,6 895,10-12-2020,https://www.otodom.pl/pl/oferta/10-minut-do-centrum-oferta-dewelopera-0-prowizji-ID4971K.html#3a460ec8f9
Przecena | parking gratis | świetna inwestycja,Górna,2,290 292,41.08,7 067,10-12-2020,https://www.otodom.pl/pl/oferta/przecena-parking-gratis-swietna-inwestycja-ID4971F.html#3a460ec8f9
Mieszkanie do remontu na osiedlu Retkinia,Polesie Retkinia,3,260 000,52.97,4 908,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-na-osiedlu-retkinia-ID496Vn.html#3a460ec8f9
Blisko centrum 2 2007 r. na sprzedaż,Widzew,2,332 000,48,6 917,10-12-2020,https://www.otodom.pl/pl/oferta/blisko-centrum-2-pokoje-2007-r-na-sprzedaz-ID490hw.html#3a460ec8f9
3 pokojowe w pięknej zielonej okolicy - Retkinia,Polesie Karolew,3,279 900,52.30,5 352,10-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-w-pieknej-zielonej-okolicy-retkinia-ID491b6.html#3a460ec8f9
atrakcyjna oferta okol. Traktorowejrozkładbalkon,Bałuty Teofilów,2,205 000,45,4 556,10-12-2020,https://www.otodom.pl/pl/oferta/atrakcyjna-oferta-okol-traktorowej-rozklad-balkon-ID496MY.html#3a460ec8f9
REZERWACJA 40mkw. 2pok.rozkladoweDąbrowa,Górna Dąbrowa,2,214 000,40,5 350,10-12-2020,https://www.otodom.pl/pl/oferta/rezerwacja-40mkw-2pok-rozkladowe-dabrowa-ID48XfY.html#3a460ec8f9
Lokata w dobie COVID!!! Kup teraz sprzed za rok!!!,Górna,2,283 214,42,6 743,10-12-2020,https://www.otodom.pl/pl/oferta/lokata-w-dobie-covid-kup-teraz-sprzed-za-rok-ID48fpf.html#3a460ec8f9
M3 Górna,Górna,2,172 000,36,4 778,10-12-2020,https://www.otodom.pl/pl/oferta/m3-gorna-ID48K65.html#3a460ec8f9
M4-Łódź-Widzew-Zarzew,Widzew,3,299 000,53,5 642,10-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-widzew-zarzew-ID496Dj.html#3a460ec8f9
Łódź przy Akademii Muzycznej,Polesie Stare Polesie,2,249 000,50.64,4 917,10-12-2020,https://www.otodom.pl/pl/oferta/lodz-przy-akademii-muzycznej-ID48D9P.html#87fec1d439
*rezerwacja* Przytulne dwa na Dąbrowie,Górna Dąbrowa,2,195 000,36.32,5 369,10-12-2020,https://www.otodom.pl/pl/oferta/rezerwacja-przytulne-dwa-pokoje-na-dabrowie-ID490bt.html#87fec1d439
Bardzo ładne mieszkanie na Teofilowie,Bałuty,2,245 000,44.79,5 470,10-12-2020,https://www.otodom.pl/pl/oferta/bardzo-ladne-mieszkanie-na-teofilowie-ID45FvA.html#87fec1d439
Bez prowizji i podatku Pcc! Komfortowe 2!,Górna,2,282 000,39.76,7 093,10-12-2020,https://www.otodom.pl/pl/oferta/bez-prowizji-i-podatku-pcc-komfortowe-2-pokoje-ID496tO.html#87fec1d439
2 Ciasna 7a - 4 piętro do odświeżenia,Górna,2,223 000,45.85,4 864,10-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-ciasna-7a-4-pietro-do-odswiezenia-ID496rG.html#87fec1d439
Mieszkanie 53 m2 3 1 piętro Retkinia,Polesie Retkinia,3,339 000,53,6 396,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-53-m2-3-pokoje-1-pietro-retkinia-ID496q3.html#87fec1d439
M3 45m pełen rozkła po remoncie do wprowadzenia.,Bałuty Teofilów,2,267 000,45,5 933,10-12-2020,https://www.otodom.pl/pl/oferta/m3-45m-pelen-rozkla-po-remoncie-do-wprowadzenia-ID496pf.html#87fec1d439
Ciche i spokojne mieszkanie z zielonym widokiem,Górna Dąbrowa,2,189 900,36.74,5 169,10-12-2020,https://www.otodom.pl/pl/oferta/ciche-i-spokojne-mieszkanie-z-zielonym-widokiem-ID496ja.html#87fec1d439
M3 Dąbrowa III piętro wieżowiec,Górna Dąbrowa,2,213 000,36.24,5 877,10-12-2020,https://www.otodom.pl/pl/oferta/m3-dabrowa-iii-pietro-wiezowiec-ID496hP.html#87fec1d439
Rozkładowe M3 47m2 na Julianowie po remoncie,Bałuty Julianów,2,315 000,47,6 702,10-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-47m2-na-julianowie-po-remoncie-ID496hx.html#87fec1d439
Super Rekinia Olimpijska 11,Polesie Retkinia,3,310 000,42.24,7 339,10-12-2020,https://www.otodom.pl/pl/oferta/super-rekinia-olimpijska-11-ID48G6E.html#87fec1d439
Oferta sprzedaży mieszkania 2 pokojowego ul.Sporna,Bałuty,2,261 000,50.25,5 194,10-12-2020,https://www.otodom.pl/pl/oferta/oferta-sprzedazy-mieszkania-2-pokojowego-ul-sporna-ID48GbY.html#87fec1d439
Mieszkanie I piętro Centrum,Śródmieście,2,219 000,51.16,4 281,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-i-pietro-centrum-ID48OC4.html#87fec1d439
Mieszkanie do wprowadzenia,Bałuty Teofilów,2,247 000,38,6 500,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-do-wprowadzenia-ID4962Q.html#87fec1d439
Mieszkanie po generalnym remoncie,Polesie Retkinia,3,330 000,53,6 226,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-po-generalnym-remoncie-ID49616.html#87fec1d439
Mieszkanie - Łódź Bałuty,Bałuty,2,207 000,44.70,4 631,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID4961D.html#87fec1d439
Mieszkanie 2 45m2 na 4 Piętrze,Bałuty,2,283 000,45.16,6 267,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-45m2-na-4-pietrze-ID495Zy.html#87fec1d439
Umeblowane przytulne M3 na Bałutach ul. Obornicka,Bałuty,2,249 000,37.50,6 640,10-12-2020,https://www.otodom.pl/pl/oferta/umeblowane-przytulne-m3-na-balutach-ul-obornicka-ID495XG.html#87fec1d439
2 do wprowadzenia ładne słonecznePolecam,Górna,2,33 000,40,825,10-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-do-wprowadzenia-ladne-sloneczne-polecam-ID495UI.html#87fec1d439
Przestronna kawalerka centrum,Śródmieście,1,245 000,45,5 444,10-12-2020,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-centrum-ID495Td.html#87fec1d439
Mieszkanie z oknami na woonerf przy 6 Sierpnia!,Śródmieście,2,299 000,52,5 750,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-oknami-na-woonerf-przy-6-sierpnia-ID4988W.html#f7e392bc96
Piękne i przytulne mieszkanie na sprzedaż,łódzkie,2,285 000,43,6 628,10-12-2020,https://www.otodom.pl/pl/oferta/piekne-i-przytulne-mieszkanie-na-sprzedaz-ID494Jd.html#f7e392bc96
Łódź Teofilów po generalnym remoncie,Bałuty Teofilów,2,254 990,38,6 710,10-12-2020,https://www.otodom.pl/pl/oferta/lodz-teofilow-po-generalnym-remoncie-ID48VTo.html#f7e392bc96
Mieszkanie - Łódź Olechów,Widzew Olechów,2,305 000,49.98,6 102,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-olechow-ID495Sg.html#f7e392bc96
Fajne 2 pok.mieszkanie,Polesie,2,35 000,45,778,10-12-2020,https://www.otodom.pl/pl/oferta/fajne-2-pok-mieszkanie-ID495Rh.html#f7e392bc96
3 + Widna Kuchnia + Duży Balkon,Widzew,3,322 183,52.01,6 195,10-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-widna-kuchnia-duzy-balkon-ID495J9.html#f7e392bc96
2 blisko Szkoły Filmowej - *Rabaty do -10%*,Widzew,2,257 566,37.01,6 959,10-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-blisko-szkoly-filmowej-rabaty-do-10-ID495J7.html#f7e392bc96
3 obok C H Tulipan - Rabaty do - 10%,Widzew,3,319 391,50.01,6 387,10-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-obok-c-h-tulipan-rabaty-do-10-ID495J5.html#f7e392bc96
Mieszkanie 2 50m2 na 2 Piętrze,Widzew Zarzew,2,270 000,50,5 400,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-50m2-na-2-pietrze-ID495Ht.html#f7e392bc96
Rozkładowe trzy na Górnej!,Górna,3,312 000,53,5 887,10-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-trzy-pokoje-na-gornej-ID495CG.html#f7e392bc96
ZOBACZ FIZYCZNIE - nowy budynek blisko Manufaktury,Śródmieście,3,297 000,48.71,6 097,10-12-2020,https://www.otodom.pl/pl/oferta/zobacz-fizycznie-nowy-budynek-blisko-manufaktury-ID495vX.html#f7e392bc96
M-3 (3740)ul.Rojna Teofilów 2 piętro,Bałuty,2,199 000,37.40,5 321,10-12-2020,https://www.otodom.pl/pl/oferta/m-3-37-40ul-rojna-teofilow-2-pietro-ID495vn.html#f7e392bc96
2 gotowe do zamieszkania /Retkinia-Północ,Polesie Retkinia,2,264 000,42.42,6 223,10-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-gotowe-do-zamieszkania-retkinia-polnoc-ID495t3.html#f7e392bc96
Wyjątkowe mieszkanie blisko Góry Rudzkiej,Górna Ruda Pabianicka,2,265 000,54,4 907,10-12-2020,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-blisko-gory-rudzkiej-ID495sX.html#f7e392bc96
2 38m z widokiem na Park Staromiejski,Bałuty,2,245 000,38,6 447,10-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-38m-z-widokiem-na-park-staromiejski-ID495sV.html#f7e392bc96
NOWOCZESNE OSIEDLE /zobacz fizycznie 1-4 pok BONUS,Widzew,2,250 050,36.99,6 760,10-12-2020,https://www.otodom.pl/pl/oferta/nowoczesne-osiedle-zobacz-fizycznie-1-4-pok-bonus-ID48Jqq.html#f7e392bc96
NOWOCZESNE OSIEDLE /zobacz fizycznie 1-4 pok BONUS,Widzew,3,299 000,48.91,6 113,10-12-2020,https://www.otodom.pl/pl/oferta/nowoczesne-osiedle-zobacz-fizycznie-1-4-pok-bonus-ID48JpN.html#f7e392bc96
Deweloperskie M-2 w Świątecznej promocji cenowej .,Śródmieście,2,268 000,40.89,6 554,10-12-2020,https://www.otodom.pl/pl/oferta/deweloperskie-m-2-w-swiatecznej-promocji-cenowej-ID495oX.html#f7e392bc96
Nowe 3 w Centrum w Świątecznej promocji,Widzew,3,339 480,54.28,6 254,10-12-2020,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-w-centrum-w-swiatecznej-promocji-ID495oW.html#f7e392bc96
Super Cena! Ostatnie w takim rozkładzie! Centrum!,Górna,3,315 469,46,6 858,10-12-2020,https://www.otodom.pl/pl/oferta/super-cena-ostatnie-w-takim-rozkladzie-centrum-ID48fsd.html#f7e392bc96
M3 z pięknym widokiem Widzew loggia,Widzew,2,225 000,38,5 921,10-12-2020,https://www.otodom.pl/pl/oferta/m3-z-pieknym-widokiem-widzew-loggia-ID495jn.html#f7e392bc96
Oferta sprzedaży mieszkania 2 pokojowego ul.Sporna,Bałuty,2,261 000,50.25,5 194,10-12-2020,https://www.otodom.pl/pl/oferta/oferta-sprzedazy-mieszkania-2-pokojowego-ul-sporna-ID48GbY.html#3a5de6f119
Umeblowane przytulne M3 na Bałutach ul. Obornicka,Bałuty,2,249 000,37.50,6 640,10-12-2020,https://www.otodom.pl/pl/oferta/umeblowane-przytulne-m3-na-balutach-ul-obornicka-ID495XG.html#3a5de6f119
Mieszkanie obok Manufaktury z balkonem francuskim,Śródmieście,1,200 000,38,5 263,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-obok-manufaktury-z-balkonem-francuskim-ID495dB.html#3a5de6f119
Mieszkanie Łódź Widzew blisko Centrum M4,Widzew,3,315 000,53,5 943,10-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-widzew-blisko-centrum-m4-ID495cI.html#3a5de6f119
M4 Radogoszcz Zachód Bałuty po remoncie,Bałuty Radogoszcz,3,379 000,54,7 019,10-12-2020,https://www.otodom.pl/pl/oferta/m4-radogoszcz-zachod-baluty-po-remoncie-ID495cH.html#3a5de6f119
