Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Stylowe 2-pokojowe mieszkanie po remoncie - GÓRNA,Górna,2,310000,50.50,6139,23-12-2020,https://www.otodom.pl/pl/oferta/stylowe-2-pokojowe-mieszkanie-po-remoncie-gorna-ID494uf.html#3819427372
Istna Gratka,Górna,2,235000,43,5465,23-12-2020,https://www.otodom.pl/pl/oferta/istna-gratka-ID49hvx.html#3819427372
Okazja inwestycyjna dwie kawalerki polesie kozi,Polesie Koziny,2,231000,45,5133,23-12-2020,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-dwie-kawalerki-polesie-kozi-ID49hvt.html#3819427372
M3 Koziny okolice parku na zdrowiu,Polesie Koziny,2,280000,46,6087,23-12-2020,https://www.otodom.pl/pl/oferta/m3-koziny-okolice-parku-na-zdrowiu-ID49hwZ.html#3819427372
M4-Łódź-Górna-Dąbrowa,Górna Dąbrowa,3,289000,47,6149,23-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-gorna-dabrowa-ID49hwT.html#3819427372
Na sprzedaż dwupokojowe mieszkanie Łódź,Górna,2,257000,40.50,6346,23-12-2020,https://www.otodom.pl/pl/oferta/na-sprzedaz-dwupokojowe-mieszkanie-lodz-ID49hrB.html#3819427372
Zapraszam na dni otwarte 29.12 wtorek,łódzkie,2,279200,41.09,6795,23-12-2020,https://www.otodom.pl/pl/oferta/zapraszam-na-dni-otwarte-29-12-wtorek-ID49gCS.html#3819427372
Mieszkanie z ogromnym potencjałem,Górna,2,192360,36.96,5205,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogromnym-potencjalem-ID48fuI.html#3819427372
Mieszkanie 5360 Łódź,Bałuty,2,345000,53.60,6437,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-53-60-m-lodz-ID49hm2.html#3819427372
Sprzedam mieszkanie 2-pokojowe 10 piętro Bałuty,Bałuty,2,269000,47,5723,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-10-pietro-baluty-ID491Ya.html#3819427372
Mieszkanie 5419 Łódź,Górna,2,399000,54.19,7363,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-54-19-m-lodz-ID49h7L.html#3819427372
M3Dąbrowa balkon blisko parku super cena,Górna Dąbrowa,2,178000,37,4811,23-12-2020,https://www.otodom.pl/pl/oferta/m3dabrowa-balkon-blisko-parku-super-cena-ID49esf.html#3819427372
Piękne wykończone 2 38m2 Łódź Górna,Górna,2,307000,37.90,8100,23-12-2020,https://www.otodom.pl/pl/oferta/piekne-wykonczone-2-pokoje-38m2-lodz-gorna-ID47hUk.html#3a460ec8f9
Mieszkanie inwestycyjne w centrum Łodzi 37 m2,Śródmieście,2,225000,37.30,6032,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-centrum-lodzi-37-m2-ID48hXJ.html#3a460ec8f9
M4 rozkładowe łódź- górna BEZ PROWIZJI!,Górna,3,325000,54.66,5946,23-12-2020,https://www.otodom.pl/pl/oferta/m4-rozkladowe-lodz-gorna-bez-prowizji-ID499sm.html#3a460ec8f9
Mieszkanie przy parku Zbiorcza,Widzew,2,349999,50,7000,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-zbiorcza-ID49h3m.html#3a460ec8f9
Atrakcyjne mieszkanie w nowoczesnym apartamentowcu,łódzkie,2,244000,43.94,5553,23-12-2020,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-nowoczesnym-apartamentowcu-ID49h2q.html#3a460ec8f9
Mieszkanie 3949 Łódź,Śródmieście,1,225000,39.49,5698,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-39-49-m-lodz-ID48PSG.html#3a460ec8f9
Nowoczesne przytulne mieszkanie 38 m Teofilów,Bałuty Teofilów,2,260000,38,6842,23-12-2020,https://www.otodom.pl/pl/oferta/nowoczesne-przytulne-mieszkanie-38-m-teofilow-ID48CcC.html#3a460ec8f9
Kawalerka z balkonem okno-drzwiami I piętro,Polesie,1,250000,38,6579,23-12-2020,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-okno-drzwiami-i-pietro-ID494cn.html#3a460ec8f9
Sprzedam ostatnie mieszkanie - 44m2 w nowym bloku.,Bałuty,2,245000,44,5568,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-ostatnie-mieszkanie-44m2-w-nowym-bloku-ID48m53.html#3a460ec8f9
3 pokojowe w pięknej zielonej okolicy - Retkinia,Polesie Karolew,3,279700,52.30,5348,23-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-w-pieknej-zielonej-okolicy-retkinia-ID491b6.html#3a460ec8f9
Dwa Pokoje w Centrum przy Politechnice Łódzkiej,Śródmieście,2,262980,40.36,6516,23-12-2020,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-centrum-przy-politechnice-lodzkiej-ID49gW5.html#3a460ec8f9
Trzy Centrum-Widzew RABAT 43.000 !!!,Śródmieście,3,294200,48.91,6015,23-12-2020,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-widzew-rabat-43-000-ID49gUr.html#3a460ec8f9
Dwa w Apartamentowcu - Centrum-Widzew !!!,Śródmieście,2,239590,36.37,6588,23-12-2020,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-centrum-widzew-ID49gUn.html#3a460ec8f9
Mieszkanie z tarasem lub ogrodem,Polesie Retkinia,3,334880,50.74,6600,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-lub-ogrodem-ID49fP0.html#3a460ec8f9
Ciche M3 / M4 wysoki standard bezpośrednio,Bałuty,3,345000,53.50,6449,23-12-2020,https://www.otodom.pl/pl/oferta/ciche-m3-m4-wysoki-standard-bezposrednio-ID49bRY.html#3a460ec8f9
wysokie 351m2 centrum,Śródmieście,3,287070,51.15,5612,23-12-2020,https://www.otodom.pl/pl/oferta/wysokie-3-pokoje-51m2-centrum-ID48u2d.html#3a460ec8f9
M-3 Widzew Pełen Rozkład Loggia Do Wprowadzenia,Widzew,2,307000,50.07,6131,23-12-2020,https://www.otodom.pl/pl/oferta/m-3-widzew-pelen-rozklad-loggia-do-wprowadzenia-ID49gLH.html#3a460ec8f9
Sprzedam mieszkanie 2 w centrum Łodzi,Śródmieście,2,296000,40,7400,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokoje-w-centrum-lodzi-ID498yB.html#3a460ec8f9
Mieszkanie 3 46m2 na 3 Piętrze,Polesie Karolew,3,247900,46.50,5331,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-46m2-na-3-pietrze-ID49gFD.html#3a460ec8f9
Mieszkanie Łódź Górna,Górna,2,320000,49,6531,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-gorna-ID49dGR.html#87fec1d439
Sprzedam bezpośrednio M3,Bałuty,2,265000,38.30,6919,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-m3-ID48FId.html#87fec1d439
Mieszkanie 2 45m2 na 4 piętrze,Bałuty,2,232000,46,5043,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-45m2-na-4-pietrze-ID49gFB.html#87fec1d439
Nowe mieszkanie 1 pokojowe przy Ogrodowej Office,Śródmieście,1,290776,38.26,7600,23-12-2020,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-1-pokojowe-przy-ogrodowej-office-ID45SUV.html#87fec1d439
Inwestycyjne mieszkanie 2pok. przy Manufakturze,Śródmieście,2,299963,37.97,7900,23-12-2020,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-2pok-przy-manufakturze-ID45SWD.html#87fec1d439
Nieduże 2 Widzew,Widzew,2,225000,37,6081,23-12-2020,https://www.otodom.pl/pl/oferta/nieduze-2-pokoje-widzew-ID49gAb.html#87fec1d439
M-3/M-4 rozkład 2 piętro 5200/m2,Górna,2,239000,46,5196,23-12-2020,https://www.otodom.pl/pl/oferta/m-3-m-4-rozklad-2-pietro-5200-zl-m2-ID48tsY.html#87fec1d439
Hot Promocja ! 3 Pokoje + balkon w nowej inwestycj,Widzew,3,332652,53.91,6171,23-12-2020,https://www.otodom.pl/pl/oferta/hot-promocja-3-pokoje-balkon-w-nowej-inwestycj-ID44xPc.html#87fec1d439
Promocja Świąteczna ! 51m2 w nowym apartamentowcu,Widzew,3,329617,51.05,6457,23-12-2020,https://www.otodom.pl/pl/oferta/promocja-swiateczna-51m2-w-nowym-apartamentowcu-ID49eyN.html#87fec1d439
4132m2 + ogróddwa!,Śródmieście,2,272219,41.32,6588,23-12-2020,https://www.otodom.pl/pl/oferta/41-32m2-ogrod-dwa-pokoje-ID45JsA.html#87fec1d439
Mieszkanie 51m2+balkon 45m2 dwie sypialnie!,Śródmieście,3,309962,51.35,6036,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-51m2-balkon-4-5m2-dwie-sypialnie-ID46IgN.html#87fec1d439
Promocja 4052m2 dwa.,Śródmieście,2,265090,40.52,6542,23-12-2020,https://www.otodom.pl/pl/oferta/promocja-40-52m2-dwa-pokoje-ID48bwU.html#87fec1d439
Apartament 5132m2 z odbiorem za 4 miesiące!,Polesie,3,314738,51.32,6133,23-12-2020,https://www.otodom.pl/pl/oferta/apartament-51-32m2-z-odbiorem-za-4-miesiace-ID47Jk4.html#87fec1d439
Mieszkanie M3 Żubardź 46m2,Bałuty Żubardź,2,272000,46.29,5876,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m3-zubardz-46m2-ID49gvj.html#87fec1d439
M4 53m2 po remoncie pełen rozkład balkon,Górna,3,297000,52.46,5661,23-12-2020,https://www.otodom.pl/pl/oferta/m4-53m2-po-remoncie-pelen-rozklad-balkon-ID49gtI.html#87fec1d439
M-3 Górna Balkon Pełen RozkładCzerwony Rynek,Górna,2,250000,42.98,5817,23-12-2020,https://www.otodom.pl/pl/oferta/m-3-gorna-balkon-pelen-rozklad-czerwony-rynek-ID49aju.html#87fec1d439
M-3 Balkon W Spokojnej Okolicy!,Bałuty,2,195000,37.69,5174,23-12-2020,https://www.otodom.pl/pl/oferta/m-3-balkon-w-spokojnej-okolicy-ID49e9A.html#87fec1d439
M3 - 4595m2 - Wielkopolska,Bałuty,2,260000,45.95,5658,23-12-2020,https://www.otodom.pl/pl/oferta/m3-45-95m2-wielkopolska-ID47z5b.html#87fec1d439
Loftowe M-3 na Osiedlu Mireckiego i inne mieszkani,Polesie Zdrowie,2,268000,40,6700,23-12-2020,https://www.otodom.pl/pl/oferta/loftowe-m-3-na-osiedlu-mireckiego-i-inne-mieszkani-ID49gla.html#87fec1d439
10 min do Centrum obok parku liczne sklepy,Widzew,3,335900,50,6718,23-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk7.html#87fec1d439
10 min do Centrum obok parku liczne sklepy,Widzew,2,265900,37,7186,23-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk6.html#87fec1d439
Politechnika Łódzka bez prowizji blisko centrum,Polesie Retkinia,3,341500,51.20,6670,23-12-2020,https://www.otodom.pl/pl/oferta/politechnika-lodzka-bez-prowizji-blisko-centrum-ID49gjV.html#87fec1d439
M3 z balkonem w spokojnej okolicy blisko centrum,Polesie Karolew,2,250000,48,5208,23-12-2020,https://www.otodom.pl/pl/oferta/m3-z-balkonem-w-spokojnej-okolicy-blisko-centrum-ID47W4f.html#f7e392bc96
Mieszkanie na sprzedaż Łódź Stoki,łódzkie,3,260000,50,5200,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-stoki-ID49g8Z.html#f7e392bc96
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,2,215000,43.50,4943,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID49g8y.html#f7e392bc96
3 pokojowe mieszkanie 53m2 Retkinia - Maratońska,Polesie Retkinia,3,339000,53,6396,23-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-retkinia-maratonska-ID49g7X.html#f7e392bc96
2-pokojowe mieszkanie Łódź-Karolew ul. Wygodna,Polesie Karolew,2,242000,43.19,5603,23-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-lodz-karolew-ul-wygodna-ID49g83.html#f7e392bc96
Mieszkanie na sprzedaż/ Mieszkanie pod inwestycję,Górna,3,278127,42.77,6503,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-mieszkanie-pod-inwestycje-ID49g5U.html#f7e392bc96
Mieszkanie Bałuty Krawiecka 51m2 gotowe wyposażone,Bałuty,2,254490,51,4990,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-baluty-krawiecka-51m2-gotowe-wyposazone-ID492nK.html#f7e392bc96
Sprzedam mieszkanie własnościowe,Bałuty Teofilów,2,249000,44.41,5607,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-wlasnosciowe-ID492l9.html#f7e392bc96
M4 Łódź Polesie Retkinia - Północ,Polesie Retkinia,3,290000,52.97,5475,23-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-polesie-retkinia-polnoc-ID47HTs.html#f7e392bc96
M3 na sprzedaż Łódź Polesie Karolew,Polesie Karolew,2,255000,43,5930,23-12-2020,https://www.otodom.pl/pl/oferta/m3-na-sprzedaz-lodz-polesie-karolew-ID49fzm.html#f7e392bc96
M-4 Dąbrowa po generalnym remoncie 2 piętro balkon,Górna Dąbrowa,3,285000,46,6196,23-12-2020,https://www.otodom.pl/pl/oferta/m-4-dabrowa-po-generalnym-remoncie-2-pietro-balkon-ID49fYb.html#f7e392bc96
Apartament Osiedle Jarzębinowe Okazja,Bałuty Doły,2,390000,47,8298,23-12-2020,https://www.otodom.pl/pl/oferta/apartament-osiedle-jarzebinowe-okazja-ID495cD.html#f7e392bc96
M3 Dąbrowa po remoncie 38m2 pełen rozkład,Górna Dąbrowa,2,260000,40,6500,23-12-2020,https://www.otodom.pl/pl/oferta/m3-dabrowa-po-remoncie-38m2-pelen-rozklad-ID479OT.html#f7e392bc96
Sprzedam Mieszkanie Łódź Bałuty,Bałuty,2,260000,47,5532,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lodz-baluty-ID492e2.html#f7e392bc96
2 Osiedle Majowe ul. Przybyszewskiego,Widzew Zarzew,2,395000,52.50,7524,23-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-majowe-ul-przybyszewskiego-ID49fS7.html#f7e392bc96
M3 na 11 piętrze - Widzew,Widzew,2,276000,49,5633,23-12-2020,https://www.otodom.pl/pl/oferta/m3-na-11-pietrze-widzew-ID49fRp.html#f7e392bc96
Duża kawalerka - 38 mkw dostępna od zaraz! Karolew,Polesie,1,220000,38,5789,23-12-2020,https://www.otodom.pl/pl/oferta/duza-kawalerka-38-mkw-dostepna-od-zaraz-karolew-ID49fMI.html#f7e392bc96
Sprzedam M3 niski blok balkon IVp Teofilów Łanowa,Bałuty Teofilów,2,189000,36.20,5221,23-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-m3-niski-blok-balkon-ivp-teofilow-lanowa-ID49fDc.html#f7e392bc96
Rozkładowe dwa z balkonem,Bałuty,2,209000,37.48,5576,23-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-dwa-pokoje-z-balkonem-ID46NXJ.html#f7e392bc96
53mkw na Polesiu 2 pok z balkonem,Polesie,2,23000,53,434,23-12-2020,https://www.otodom.pl/pl/oferta/53mkw-na-polesiu-2-pok-z-balkonem-ID49fze.html#f7e392bc96
M-3 38m2 Teofilów,Bałuty Teofilów,2,199000,38,5237,23-12-2020,https://www.otodom.pl/pl/oferta/m-3-38m2-teofilow-ID49fzb.html#f7e392bc96
M4Dąbrowa rozkładowe balkon 2p. ładne super oferta,Górna Dąbrowa,3,310000,54,5741,23-12-2020,https://www.otodom.pl/pl/oferta/m4dabrowa-rozkladowe-balkon-2p-ladne-super-oferta-ID49ftn.html#f7e392bc96
2 po generalnym remoncie,Bałuty,2,259000,37.48,6910,23-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-ID49fnK.html#3a5de6f119
Mieszkanie 2-pokojowe50m2 przy ul.Aleksandrowskiej,Bałuty Teofilów,2,269000,47.60,5651,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe50m2-przy-ul-aleksandrowskiej-ID49fn0.html#3a5de6f119
2 na Teofilowie,Bałuty Teofilów,2,239000,36.64,6523,23-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-na-teofilowie-ID49flB.html#3a5de6f119
2 na Żubardziu,Bałuty Żubardź,2,288000,49.89,5773,23-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-na-zubardziu-ID49flz.html#3a5de6f119
Funkcjonalne M 3 na Widzewie,Widzew,3,259360,47.22,5493,23-12-2020,https://www.otodom.pl/pl/oferta/funkcjonalne-m-3-na-widzewie-ID49fko.html#3a5de6f119
TEOFILÓW ul.Wici 45m2 M3 parter SUPER MIEJSCE,Bałuty Teofilów,2,217000,45,4822,23-12-2020,https://www.otodom.pl/pl/oferta/teofilow-ul-wici-45m2-m3-parter-super-miejsce-ID49fjg.html#3a5de6f119
Rabat | Miejsce Postojowe Gratis | 0% Prowizji,Górna,2,292522,42,6965,23-12-2020,https://www.otodom.pl/pl/oferta/rabat-miejsce-postojowe-gratis-0-prowizji-ID49fhE.html#3a5de6f119
WIDZEW Wsch Ćwiklińskiej M3 50m2 super LOKALIZACJA,Widzew Widzew-Wschód,2,253000,50,5060,23-12-2020,https://www.otodom.pl/pl/oferta/widzew-wsch-cwiklinskiej-m3-50m2-super-lokalizacja-ID49ffS.html#3a5de6f119
DOŁY ul.Reja 49m M4 balkon SUPER LOKALIZACJA,Bałuty Doły,3,249000,49,5082,23-12-2020,https://www.otodom.pl/pl/oferta/doly-ul-reja-49m-m4-balkon-super-lokalizacja-ID49fdw.html#3a5de6f119
Mieszkanie 37 Łódź,Śródmieście,2,17000,37,459,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-lodz-ID49fcD.html#3a5de6f119
Mieszkanie na Dąbrowie,Górna Dąbrowa,3,275000,48,5729,23-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-dabrowie-ID49f7T.html#3a5de6f119
