Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Mieszkanie M4 58m2 Łódź zarzew sprzedam.,Widzew Zarzew,3,299000,58,5155,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-m4-58m2-lodz-zarzew-sprzedam-ID49nSe.html
M-4 3-pokojowe 48m okolice Czerwonego Rynku,Górna,3,278000,48,5792,03-01-2021,https://www.otodom.pl/pl/oferta/m-4-3-pokojowe-48m-okolice-czerwonego-rynku-ID49nPS.html
Rozkładowe mieszkanie ul. Retkińska 135,Polesie Retkinia,3,292000,53,5509,03-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-ul-retkinska-135-ID49nO2.html
Kawalerka w wysokim standardzie na teofilowie,Bałuty Teofilów,1,213000,27,7889,03-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-w-wysokim-standardzie-na-teofilowie-ID49nMN.html
3 na parterze po remoncie.,Górna,3,286000,55.30,5172,03-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-na-parterze-po-remoncie-ID49nM6.html
3 po generalnym remoncie,Polesie,3,278000,64.70,4297,03-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-po-generalnym-remoncie-ID49nLi.html
3 sypialnie i salon + BALKON po remoncie,Polesie,4,361000,87.90,4107,03-01-2021,https://www.otodom.pl/pl/oferta/3-sypialnie-i-salon-balkon-po-remoncie-ID49nL8.html
Apartament 46m + Garaż - Arboretum Łukasińskiego,Górna,2,372000,46.14,8062,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-46m-garaz-arboretum-lukasinskiego-ID49nH8.html
Mieszkanie 7115 Łódź,Górna,3,560000,71.15,7871,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-71-15-m-lodz-ID49nGO.html
Mieszkanie 3-pokojowe w centrum Łodzi.,Śródmieście,3,533888,89.13,5990,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-w-centrum-lodzi-ID49nCt.html
11 Listopada 29 Łódź 4 piętro okazyjna cena,Bałuty Radogoszcz,4,305000,64,4766,03-01-2021,https://www.otodom.pl/pl/oferta/11-listopada-29-lodz-4-pietro-okazyjna-cena-ID49nzU.html
3 I piętro Do Wprowadzenia- Retkinia,Polesie Retkinia,3,319000,52.97,6022,03-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-i-pietro-do-wprowadzenia-retkinia-ID49nzM.html
2 pokojowe mieszkanie po generalnym remoncie,Górna Dąbrowa,2,265000,44,6023,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-generalnym-remoncie-ID49nz9.html
Dwupoziomowy apartament w centrum miasta,Górna Rokicie,5 pokoi,719000,120,5992,03-01-2021,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-w-centrum-miasta-ID483uX.html
POLESIE / ZŁOTNO - Nowy apartamentowiec - 5100/mkw,Polesie,2,217620,36.27,6000,03-01-2021,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-5100-mkw-ID49nyb.html
POLESIE / ZŁOTNO - Nowy apartamentowiec - 5100/mkw,Polesie,2,337067,57.13,5900,03-01-2021,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-5100-mkw-ID49nxX.html
POLESIE - 1-4 pok - Nowy Apartamentowiec - PARKING,Polesie,4,347500,56.13,6191,03-01-2021,https://www.otodom.pl/pl/oferta/polesie-1-4-pok-nowy-apartamentowiec-parking-ID49nxM.html
POLESIE - 1-4 pok - Nowy Apartamentowiec - PARKING,Polesie,3,300950,49,6142,03-01-2021,https://www.otodom.pl/pl/oferta/polesie-1-4-pok-nowy-apartamentowiec-parking-ID49nxJ.html
POLITECHNIKI / CENTRUM - 1 - 4 pok Nowy Apartament,Śródmieście,2,255500,40,6388,03-01-2021,https://www.otodom.pl/pl/oferta/politechniki-centrum-1-4-pok-nowy-apartament-ID49nxh.html
M3 w pełnym rozkładzie z balonem i KW Bezpośrednio,Górna Kurak,2,322000,43.20,7454,03-01-2021,https://www.otodom.pl/pl/oferta/m3-w-pelnym-rozkladzie-z-balonem-i-kw-bezposrednio-ID49nxc.html
POLITECHNIKA ŁÓDZKA 2pok z balkonem i b.d widokiem,Śródmieście,2,251100,35,7174,03-01-2021,https://www.otodom.pl/pl/oferta/politechnika-lodzka-2pok-z-balkonem-i-b-d-widokiem-ID49nx7.html
WIOSNA 21 - Manufaktura - Nowy Blok - 3pok+balkon,Śródmieście,3,294000,49,6000,03-01-2021,https://www.otodom.pl/pl/oferta/wiosna-21-manufaktura-nowy-blok-3pok-balkon-ID49nvx.html
Sprzedam M3 po remoncie,Bałuty,2,249000,38,6553,03-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-m3-po-remoncie-ID49nwW.html
Przestronne mieszkanie Śródmieście,Śródmieście,2,329000,44.91,7326,03-01-2021,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-srodmiescie-ID49nrk.html
4-pokoje 2 miejsca postojowe rolety zew,Bałuty Kochanówka,4,405000,68.46,5916,03-01-2021,https://www.otodom.pl/pl/oferta/4-pokoje-2-miejsca-postojowe-rolety-zew-ID49nqQ.html
M3 Retkinia świetna lokalizacja wysoki standard,Polesie Retkinia,3,315000,42.42,7426,03-01-2021,https://www.otodom.pl/pl/oferta/m3-retkinia-swietna-lokalizacja-wysoki-standard-ID49nlT.html
Sprzedam bezpośrednio po generalnym remoncie,Górna Chojny,3,310000,51.05,6072,03-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-po-generalnym-remoncie-ID49njC.html
Mieszkanie 14936 Łódź,Bałuty,5 pokoi,1150000,149.36,7700,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-149-36-m-lodz-ID49ndV.html
Wygodne 3-pokojowe mieszkanie na Olechowie M-4,Widzew Olechów,3,420000,60.55,6936,03-01-2021,https://www.otodom.pl/pl/oferta/wygodne-3-pokojowe-mieszkanie-na-olechowie-m-4-ID49ncP.html
Mieszkanie 47 Łódź,Górna Kurak,3,310000,47,6596,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-47-m-lodz-ID49n85.html
M3 z balkonem Retkinia,Polesie Retkinia,2,260000,43,6047,03-01-2021,https://www.otodom.pl/pl/oferta/m3-z-balkonem-retkinia-ID49n6V.html
Mieszkanie 44 Łódź,łódzkie,2,258000,44,5864,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-44-m-lodz-ID49n3b.html
Novo Park II,Polesie,3,356967,61.02,5850,03-01-2021,https://www.otodom.pl/pl/oferta/novo-park-ii-ID49mT2.html
Apartament 4 pok. - Zapraszam na spotkanie – Rabat,Widzew,4,378890,56.40,6718,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-4-pok-zapraszam-na-spotkanie-rabat-ID49mSG.html
Apartament 2 pok. Smart Home – Zapraszam,Widzew,2,320510,41.56,7712,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-2-pok-smart-home-zapraszam-ID49mSE.html
Apartament 2 pok.- Rabat 21 000 ____Zapraszam,Widzew,2,306894,41.56,7384,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-2-pok-rabat-21-000-zapraszam-ID49mSB.html
Wyjątkowa Hot Oferta dla Państwa - Zapraszam,Śródmieście,3,324479,47.75,6795,03-01-2021,https://www.otodom.pl/pl/oferta/wyjatkowa-hot-oferta-dla-panstwa-zapraszam-ID49mSA.html
Kuchnia z oknem. Duży balkon. Narożne. Słonecze.,Śródmieście,4,339506,56.34,6026,03-01-2021,https://www.otodom.pl/pl/oferta/kuchnia-z-oknem-duzy-balkon-narozne-slonecze-ID49mRD.html
KLIMATYCZNY APARTAMENT przy ul. Piotrkowskiej 121,Śródmieście,3,1199000,100,11990,03-01-2021,https://www.otodom.pl/pl/oferta/klimatyczny-apartament-przy-ul-piotrkowskiej-121-ID49b4F.html
M-4 Marysińska III p rozkładowe,Bałuty,3,340000,57,5965,03-01-2021,https://www.otodom.pl/pl/oferta/m-4-marysinska-iii-p-rozkladowe-ID43vdL.html
Najtańsze dostępne. Idealne dla pary/rodziny.,Śródmieście,3,299900,48.55,6177,03-01-2021,https://www.otodom.pl/pl/oferta/najtansze-dostepne-idealne-dla-pary-rodziny-ID49mRC.html
Najtańsza kawalerka. Kup przed podwyżką&gt;&gt;,Śródmieście,1,195069,27.44,7109,03-01-2021,https://www.otodom.pl/pl/oferta/najtansza-kawalerka-kup-przed-podwyzka-ID49mRB.html
Kup przed podwyżką. Blisko Politechnika Łódzka&gt;,Śródmieście,2,267000,41.05,6504,03-01-2021,https://www.otodom.pl/pl/oferta/kup-przed-podwyzka-blisko-politechnika-lodzka-ID49mRy.html
M3-Łódź-Polesie-Koziny,Polesie Koziny,2,195000,37,5270,03-01-2021,https://www.otodom.pl/pl/oferta/m3-lodz-polesie-koziny-ID49mLS.html
1 Piętro dwa loggia pełen rozkład.,Polesie,2,250000,43,5814,03-01-2021,https://www.otodom.pl/pl/oferta/1-pietro-dwa-pokoje-loggia-pelen-rozklad-ID49mKv.html
Mieszkanie 24 Łódź,Polesie Retkinia,2,55000,24,2292,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-24-m-lodz-ID49mFj.html
Apartament Osiedle Pojezierska,Bałuty,3,560000,71,7887,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-osiedle-pojezierska-ID49mEQ.html
Nowy apartamentowiec w centrum miasta,Śródmieście Radiostacja,2,350000,39.78,8798,03-01-2021,https://www.otodom.pl/pl/oferta/nowy-apartamentowiec-w-centrum-miasta-ID49mEK.html
3 rozkładowe Retkinia,Polesie,3,338000,53,6377,03-01-2021,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-retkinia-ID49mEA.html
Centrum  drugie piętro balkon ogrodzony teren,Śródmieście,2,298000,47.80,6234,03-01-2021,https://www.otodom.pl/pl/oferta/centrum-drugie-pietro-balkon-ogrodzony-teren-ID49mE6.html
Mieszkanie 35 Łódź,Polesie Retkinia,2,65000,35,1857,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-35-m-lodz-ID49mDi.html
M3__Specjalna Hot oferta dla Państwa - Zapraszam,Śródmieście,3,326791,49.14,6650,03-01-2021,https://www.otodom.pl/pl/oferta/m3-specjalna-hot-oferta-dla-panstwa-zapraszam-ID49mA0.html
KAMIENICA Centrum ogrzewanie miejskie,Śródmieście,3,390000,108.45,3596,03-01-2021,https://www.otodom.pl/pl/oferta/kamienica-centrum-ogrzewanie-miejskie-ID49mx4.html
Widzew wschód 2 balkon loggia.,Widzew,2,299000,54.33,5503,03-01-2021,https://www.otodom.pl/pl/oferta/widzew-wschod-2-pokoje-balkon-loggia-ID49mvj.html
Dwa blok z cegły balkon Żubardź,Bałuty,2,269000,46.07,5839,03-01-2021,https://www.otodom.pl/pl/oferta/dwa-pokoje-blok-z-cegly-balkon-zubardz-ID49moz.html
Mieszkanie Kawalerka po remoncie Nowa,Górna,1,127000,15,8467,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-po-remoncie-nowa-ID49mnP.html
Mieszkania inwestycyjne 2 km do Galerii Łódzkiej,Śródmieście,1,93000,18.60,5000,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkania-inwestycyjne-2-km-do-galerii-lodzkiej-ID49mj3.html
Mieszkania inwestycyjne ok. ul. Pow,Śródmieście,2,190000,28.07,6769,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkania-inwestycyjne-ok-ul-pow-ID49mj1.html
WIOSNA 21 - Manufaktura - NOWY BLOK Ostatnie takie,Śródmieście,2,233090,35.86,6500,03-01-2021,https://www.otodom.pl/pl/oferta/wiosna-21-manufaktura-nowy-blok-ostatnie-takie-ID49mgu.html
Mieszkanie 382m2 Dąbrowa Nowe po remoncie,Górna Dąbrowa,2,266000,38.27,6951,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-38-2m2-dabrowa-nowe-po-remoncie-ID49me6.html
Komfortowe 3 Kadłubka blisko parku,Górna,3,325000,55,5909,03-01-2021,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-kadlubka-blisko-parku-ID49m1C.html
Atrakcyjne mieszkanie 50m2 w Centrum,Śródmieście,2,300000,50,6000,03-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-50m2-w-centrum-ID49lUg.html
Łódź Centrum gotowa kawalerka z możliwością najmu,Śródmieście,1,132000,15,8800,03-01-2021,https://www.otodom.pl/pl/oferta/lodz-centrum-gotowa-kawalerka-z-mozliwoscia-najmu-ID49bGL.html
Mieszkanie rodzinne 4 pok.&gt;&gt; RONDO SOLIDARNOŚCI,Śródmieście,4,545872.50,80.87,6750,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-rodzinne-4-pok-rondo-solidarnosci-ID3TrFS.html
M-4 71m2 Retkinia Botanik Balkon Loggia,Polesie Retkinia,3,393000,71,5535,03-01-2021,https://www.otodom.pl/pl/oferta/m-4-71m2-retkinia-botanik-balkon-loggia-ID49lRt.html
Apartament 2018r.//Pachnący Świeżością – 3x balkon,Polesie,3,565000,73.07,7732,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-2018r-pachnacy-swiezoscia-3x-balkon-ID49lKO.html
Apartament/ Taras25m2/ Włoski Marmur/ter ogrodzony,Śródmieście,3,497000,73.43,6768,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-taras25m2-wloski-marmur-ter-ogrodzony-ID49lFN.html
Na sprzedaż mieszkanie 2 pokojowego przy ul.Sporna,Bałuty,2,245000,50.25,4876,03-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-2-pokojowego-przy-ul-sporna-ID49lDW.html
2 pokojowe mieszkanie stan deweloperski Okazja,Górna Chojny,1,265500,37.94,6998,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-stan-deweloperski-okazja-ID49lAM.html
Na sprzedaż kawalerka w stanie deweloperskim.Chojn,Górna Chojny,1,265500,37.94,6998,03-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-w-stanie-deweloperskim-chojn-ID49lz2.html
M3 ok. Politechniki IIp. cegła,Górna,2,320000,47.65,6716,03-01-2021,https://www.otodom.pl/pl/oferta/m3-ok-politechniki-iip-cegla-ID49lyK.html
MANUFAKTURA - kawalerki z balkonami - NOWY BLOK,Śródmieście,1,172000,25.21,6823,03-01-2021,https://www.otodom.pl/pl/oferta/manufaktura-kawalerki-z-balkonami-nowy-blok-ID49lyI.html
Na sprzedaż kawalerka w Chojny Park Okazja !!,Górna Chojny,1,203000,29.03,6993,03-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-w-chojny-park-okazja-ID49lvh.html
Klimatyczne w bloku z cegły. Ul. Cieszyńska 18,Górna,2,305000,42,7262,03-01-2021,https://www.otodom.pl/pl/oferta/klimatyczne-w-bloku-z-cegly-ul-cieszynska-18-ID49lt3.html
Sporna/Woj Polskiego. bezpośrednio,Bałuty,3,475000,80,5938,03-01-2021,https://www.otodom.pl/pl/oferta/sporna-woj-polskiego-bezposrednio-ID49lpE.html
Mieszkanie 13305 Łódź,Bałuty,4,1024000,133.05,7696,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-133-05-m-lodz-ID49lpz.html
Mieszkanie 4737 Łódź,Widzew,2,330000,47.37,6966,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-47-37-m-lodz-ID49loa.html
2-pokojowe mieszkanie osiedle PRIMO Nowe Centrum,Śródmieście,2,352632,41.98,8400,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-osiedle-primo-nowe-centrum-ID49ll7.html
M2/M-3 skandynawskie Retkinia Karolew,Polesie Karolew,2,237000,31,7645,03-01-2021,https://www.otodom.pl/pl/oferta/m2-m-3-skandynawskie-retkinia-karolew-ID49lhZ.html
Apartament 65 m2 Primo Wysoki standard,Śródmieście,3,730000,65,11231,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-65-m2-primo-wysoki-standard-ID49lhl.html
REZERWACJA! M-3 38 mkw Dąbrowa ul. Podgórna,Górna Dąbrowa,2,185000,38,4868,03-01-2021,https://www.otodom.pl/pl/oferta/rezerwacja-m-3-38-mkw-dabrowa-ul-podgorna-ID49lfO.html
Duże mieszkanie dla rodziny lub pod inwestycję,Śródmieście,4,520000,80,6500,03-01-2021,https://www.otodom.pl/pl/oferta/duze-mieszkanie-dla-rodziny-lub-pod-inwestycje-ID49le7.html
3 centrum-okolice Placu Hallera,Bałuty,3,285000,67.50,4222,03-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-centrum-okolice-placu-hallera-ID49ldB.html
Apartament w centrum dla najbardziej wymagających,Śródmieście,3,800000,110,7273,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-w-centrum-dla-najbardziej-wymagajacych-ID49lcU.html
Mieszkanie M3 - Radogoszcz Wschód - Bezpośrednio,Bałuty Radogoszcz,2,260000,43,6047,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-m3-radogoszcz-wschod-bezposrednio-ID49lcy.html
Licytacja Mieszkania* 22 23 m2* Łódź,Widzew,1,59250,22.23,2665,03-01-2021,https://www.otodom.pl/pl/oferta/licytacja-mieszkania-22-23-m2-lodz-ID49l9S.html
2 Dąbrowa  Tatrzańska  umeblowane,Górna Dąbrowa,2,240000,37,6486,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-dabrowa-tatrzanska-umeblowane-ID49l9H.html
Niepowtarzalny apartament w Barciński Park,Śródmieście,3,899000,93,9667,03-01-2021,https://www.otodom.pl/pl/oferta/niepowtarzalny-apartament-w-barcinski-park-ID49l3q.html
Ciche M3 / M4 wysoki standard bezpośrednio,Bałuty,3,345000,53.50,6449,03-01-2021,https://www.otodom.pl/pl/oferta/ciche-m3-m4-wysoki-standard-bezposrednio-ID49bRY.html
Apartament w nowej inwestycji Fuzja,Widzew,2,256000,34.83,7350,03-01-2021,https://www.otodom.pl/pl/oferta/apartament-w-nowej-inwestycji-fuzja-ID49l3o.html
Mieszkanie w kamienicy parking i piwnica w cenie,Polesie,2,486000,73.30,6630,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-parking-i-piwnica-w-cenie-ID49l3l.html
Atrakcyjne mieszkanie w ścisłym centrum Łodzi,Śródmieście,3,480000,73.10,6566,03-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-scislym-centrum-lodzi-ID49l2v.html
Mieszkanie w kamienicy Łódź -Śródmieście -6622m2,Śródmieście,2,290000,66.22,4379,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-lodz-srodmiescie-66-22m2-ID49l1U.html
Rozkładowe w świetnej lokalizacji!,Polesie Retkinia,4,390000,71.62,5445,03-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-w-swietnej-lokalizacji-ID49kYR.html
Przytulne M4 w dobrej cenie Górna,Górna,3,270000,50.55,5341,03-01-2021,https://www.otodom.pl/pl/oferta/przytulne-m4-w-dobrej-cenie-gorna-ID49kVi.html
Nowoczesny segment _ ostatnie wolne domy!,Bałuty,4,495000,89.46,5533,03-01-2021,https://www.otodom.pl/pl/oferta/nowoczesny-segment-ostatnie-wolne-domy-ID49kWB.html
M4(43) II piętro balkonblok Nowe Rokicie Pł,Górna Nowe Rokicie,3,219000,43,5093,03-01-2021,https://www.otodom.pl/pl/oferta/m443-ii-pietro-balkon-blok-nowe-rokicie-pl-ID49kUa.html
2 na osiedlu Primo klucze na już,Śródmieście,2,314000,41,7659,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-na-osiedlu-primo-klucze-na-juz-ID49kPm.html
Na sprzedaż kawalerka w stanie deweloperskim.Chojn,Górna Chojny,1,203000,29.03,6993,03-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-w-stanie-deweloperskim-chojn-ID49kNj.html
M-3 4242m2 Retkinia Duży Balkon Pełny Rozkład,Polesie Retkinia,2,220000,42.42,5186,03-01-2021,https://www.otodom.pl/pl/oferta/m-3-42-42m2-retkinia-duzy-balkon-pelny-rozklad-ID49kMG.html
M3 rozkładowe Łódź-Dąbrowa ZAREZERWOWANE,Górna Dąbrowa,2,269000,42.98,6259,03-01-2021,https://www.otodom.pl/pl/oferta/m3-rozkladowe-lodz-dabrowa-zarezerwowane-ID49kM3.html
Mieszkanie w Kamienicy w trakcie rewitalizacji,Polesie,1,271000,68,3985,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-w-trakcie-rewitalizacji-ID49kBA.html
Mieszkanie obok Manufaktury z balkonem francuskim,Śródmieście,1,200000,38,5263,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-obok-manufaktury-z-balkonem-francuskim-ID49kBy.html
Mieszkanie na 1. piętrze w cichej okolicy balkon,Widzew,2,180000,34,5294,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-1-pietrze-w-cichej-okolicy-balkon-ID49kBu.html
3 pokojowy apartament na Górnej ul. Mazurska,Górna,3,470000,64.30,7309,03-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-na-gornej-ul-mazurska-ID49kBo.html
Duże &quot;M&quot; blisko Manu Umedu i centrum Łodzi,Polesie,4,389000,81.26,4787,03-01-2021,https://www.otodom.pl/pl/oferta/duze-m-blisko-manu-umedu-i-centrum-lodzi-ID49kAu.html
Dwupokojowe mieszkanie na Karolewie,łódzkie,2,213000,37.40,5695,03-01-2021,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-karolewie-ID49kyN.html
Po generalnym remoncie 1 piętro,Bałuty,2,254985,38,6710,03-01-2021,https://www.otodom.pl/pl/oferta/po-generalnym-remoncie-1-pietro-ID49kyh.html
2 pokojowe obok UŁ blisko centrum,Bałuty,2,275000,45,6111,03-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-obok-ul-blisko-centrum-ID49kot.html
Mieszkanie przy Piotrkowskiej balkon 1 piętro,Śródmieście,1,30000,30,1000,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-przy-piotrkowskiej-balkon-1-pietro-ID49kmg.html
Świetna lokalizacja! Kawalerka! Bez prowizji!,Polesie Retkinia,1,210024,27.04,7767,03-01-2021,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-kawalerka-bez-prowizji-ID49klx.html
Bezczynszowe z klimatyzacją 3 83m2. Bezpośr,Górna,3,590000,83,7108,03-01-2021,https://www.otodom.pl/pl/oferta/bezczynszowe-z-klimatyzacja-3-pokoje-83m2-bezposr-ID49kjP.html
M4 na parterze w pełni rozkładowe na osied. Janów,Widzew Janów,3,359000,62.64,5731,03-01-2021,https://www.otodom.pl/pl/oferta/m4-na-parterze-w-pelni-rozkladowe-na-osied-janow-ID44Ebg.html
M-4 Bałuty  osiedle Jagiełły,Bałuty,3,359000,63.01,5698,03-01-2021,https://www.otodom.pl/pl/oferta/m-4-baluty-osiedle-jagielly-ID49kjq.html
Mieszkanie 3pokojowe blisko Manufaktury-do remontu,Polesie Koziny,3,295000,56.60,5212,03-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-3pokojowe-blisko-manufaktury-do-remontu-ID49kgu.html
TYLKO DO KOŃCA GRUDNIA !!! Oddany blok !!!,Śródmieście,1,185000,27.15,6814,03-01-2021,https://www.otodom.pl/pl/oferta/tylko-do-konca-grudnia-oddany-blok-ID49kcY.html
Dwa Pokoje w Centrum przy Politechnice Łódzkiej,Śródmieście,2,262980,40.36,6516,03-01-2021,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-centrum-przy-politechnice-lodzkiej-ID49kcS.html
Trzy Centrum-Widzew RABAT 43.000 !!!,Śródmieście,3,294200,48.91,6015,03-01-2021,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-widzew-rabat-43-000-ID49kcP.html
Dwa w Apartamentowcu - Centrum-Widzew !!!,Śródmieście,2,239590,36.37,6588,03-01-2021,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-centrum-widzew-ID49kbW.html
Jedyne takie w Łodzi! DUŻE tanie 130m2 ANTRESOLA,Bałuty,4,539000,130,4146,03-01-2021,https://www.otodom.pl/pl/oferta/jedyne-takie-w-lodzi-duze-tanie-130m2-antresola-ID49kbH.html
Cztery Centrum-Widzew RABAT 47.000 !!!,Śródmieście,4,350010,56.78,6164,03-01-2021,https://www.otodom.pl/pl/oferta/cztery-pokoje-centrum-widzew-rabat-47-000-ID49kbs.html
Prywatnie M3 Łódź Julianów ul .Sierakowskiego,Bałuty,2,262000,38,6895,03-01-2021,https://www.otodom.pl/pl/oferta/prywatnie-m3-lodz-julianow-ul-sierakowskiego-ID49kb8.html
Łódź Retkinia/Karolew rozkładowe mieszkanie 4013m,Polesie,2,241000,40.13,6005,03-01-2021,https://www.otodom.pl/pl/oferta/lodz-retkinia-karolew-rozkladowe-mieszkanie-40-13m-ID49k9s.html
Piękne umeblowane z dwoma balkonami i komórką,Śródmieście,2,325000,48.43,6711,03-01-2021,https://www.otodom.pl/pl/oferta/piekne-umeblowane-z-dwoma-balkonami-i-komorka-ID49k7j.html
