Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
"Mieszkanie 2 pok , Sokołówka, Św. Teresy","Bałuty, Julianów",2,369000.0,44.0,8386.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-sokolowka-sw-teresy-ID4at9q.html#25075a1c82
0%-wygodne z garażem ( do wynajmu),"Bałuty, Teofilów",2,249000.0,44.41,5607.0,2021-03-09,https://www.otodom.pl/pl/oferta/0-wygodne-z-garazem-do-wynajmu-ID4at90.html#25075a1c82
Rozkładowe M3 na Teofilowie IIp.,"Bałuty, Teofilów",2,258000.0,45.0,5733.0,2021-03-09,https://www.otodom.pl/pl/oferta/rozkladowe-m3-na-teofilowie-iip-ID4at6S.html#25075a1c82
"M3 44,86m2, Teofilów, Bałuty, blisko Żabieniec","Bałuty, Teofilów",2,239000.0,44.86,5328.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-44-86m2-teofilow-baluty-blisko-zabieniec-ID4at4t.html#25075a1c82
Apartament w Otulinie Lasu !,"Widzew, Olechów",3,710000.0,88.2,8050.0,2021-03-09,https://www.otodom.pl/pl/oferta/apartament-w-otulinie-lasu-ID4at4i.html#25075a1c82
"M3 z ogromnym potencjałem, przy Eksoc, centrum",Śródmieście,2,152000.0,38.9,3907.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-z-ogromnym-potencjalem-przy-eksoc-centrum-ID4asYo.html#25075a1c82
Przestronna kawalerka na Żubardziu,"Bałuty, Żubardź",1,205000.0,40.0,5125.0,2021-03-09,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-zubardziu-ID4asXD.html#25075a1c82
Mieszkanie na sprzedaż na Dąbrowie przy rynku,"Górna, Dąbrowa",3,268000.0,48.2,5560.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-na-dabrowie-przy-rynku-ID4asX7.html#25075a1c82
Rozkładowe mieszkania - Łódź Górna,Górna,2,219000.0,44.3,4944.0,2021-03-09,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkania-lodz-gorna-ID4asTK.html#25075a1c82
Umeblowane M3 na Zarzewie gotowe do zamieszkania,"Widzew, Zarzew",2,235000.0,38.0,6184.0,2021-03-09,https://www.otodom.pl/pl/oferta/umeblowane-m3-na-zarzewie-gotowe-do-zamieszkania-ID4akSa.html#83305b385b
2 40m balkon NISKI CZYNSZ 1p BEZ POŚREDNIKA,Bałuty,2,335000.0,40.0,8375.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pokoje-40m-balkon-niski-czynsz-1p-bez-posrednika-ID4a6vx.html#83305b385b
"Mieszkanie 51m2, 2, taras 20m2, + garaż",Górna,2,348000.0,51.12,6808.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-51m2-2-pokoje-taras-20m2-garaz-ID48V7L.html#83305b385b
"Nowa, urządzona kawalerka w apartamentowcu","Bałuty, Stare Bałuty",1,225000.0,25.12,8957.0,2021-03-09,https://www.otodom.pl/pl/oferta/nowa-urzadzona-kawalerka-w-apartamentowcu-ID4asRr.html#83305b385b
Trzy Widzew,Widzew,3,385000.0,62.0,6210.0,2021-03-09,https://www.otodom.pl/pl/oferta/trzy-pokoje-widzew-ID4asOf.html#83305b385b
Kawalerka w kamienicy/ centrum,Śródmieście,1,148985.0,17.95,8300.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA7.html#83305b385b
Kawalerka w kamienicy /centrum,Śródmieście,1,194753.0,27.43,7100.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA6.html#83305b385b
Kawalerka w kamienicy/centrum,Śródmieście,1,187275.0,24.97,7500.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA5.html#83305b385b
Kawalerka w kamienicy/centrum,Śródmieście,1,160992.0,22.36,7200.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA4.html#83305b385b
Kawalerka 23m2 w kamienicy / centrum,Śródmieście,1,163300.0,23.0,7100.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-23m2-w-kamienicy-centrum-ID4asA3.html#83305b385b
Kawalerka w kamienicy / centrum,Śródmieście,1,205124.0,26.99,7600.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA2.html#83305b385b
Kamienica w centrum,Śródmieście,1,171402.0,22.26,7700.0,2021-03-09,https://www.otodom.pl/pl/oferta/kamienica-w-centrum-ID4asA1.html#83305b385b
Kawalerka w kamienicy / centrum,Śródmieście,1,222224.0,29.24,7600.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4asA0.html#83305b385b
Kawalerka w kamienicy / centrum,Śródmieście,1,180652.0,23.77,7600.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4aszZ.html#83305b385b
Kawalerka w kamienicy / centrum,Śródmieście,1,246316.0,32.41,7600.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-w-kamienicy-centrum-ID4aszY.html#83305b385b
"Odnowione studio 25,20m2 w centrum Łodzi",Górna,1,199000.0,25.2,7897.0,2021-03-09,https://www.otodom.pl/pl/oferta/odnowione-studio-25-20m2-w-centrum-lodzi-ID4asz0.html#83305b385b
Kawalerka 32m2 w centrum Łodzi,Śródmieście,1,219500.0,32.0,6859.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-32m2-w-centrum-lodzi-ID4asyZ.html#83305b385b
M-3 Żubardzka - po Remoncie 2021 !!!,"Bałuty, Żubardź",2,325000.0,45.0,7222.0,2021-03-09,https://www.otodom.pl/pl/oferta/m-3-zubardzka-po-remoncie-2021-ID4asy9.html#83305b385b
Mieszkanie - Łódź Bałuty,Bałuty,3,398000.0,68.0,5853.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID4asxz.html#83305b385b
Apartament 86m2 w Kamienicy,Śródmieście,4,519000.0,86.0,6035.0,2021-03-09,https://www.otodom.pl/pl/oferta/apartament-86m2-w-kamienicy-ID4asvk.html#83305b385b
"Mieszkanie, 42, Łódź","Polesie, Retkinia",2,289000.0,42.0,6881.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-42-m-lodz-ID4assw.html#83305b385b
Helińskiego Park na Radogoszczu Wschodzie - 54m2,"Bałuty, Radogoszcz",2,400000.0,54.24,7375.0,2021-03-09,https://www.otodom.pl/pl/oferta/helinskiego-park-na-radogoszczu-wschodzie-54m2-ID4ass8.html#83305b385b
Mieszkanie 2 pokojowe -Widzew-Zarzew - po remoncie,Widzew,2,319000.0,43.19,7386.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-widzew-zarzew-po-remoncie-ID4asov.html#83305b385b
"2 piętro, balkon, przy Parku Szarych Szeregów",Bałuty,2,205000.0,37.0,5541.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pietro-balkon-przy-parku-szarych-szeregow-ID4ask7.html#83305b385b
3-pokojowe w wysokim standardzie - Chojny,"Górna, Chojny",3,429000.0,62.7,6842.0,2021-03-09,https://www.otodom.pl/pl/oferta/3-pokojowe-w-wysokim-standardzie-chojny-ID4acn4.html#4cef489b22
3 w centrum dla inwestora po remoncie,Śródmieście,3,425000.0,93.2,4560.0,2021-03-09,https://www.otodom.pl/pl/oferta/3-pokoje-w-centrum-dla-inwestora-po-remoncie-ID49Zpk.html#4cef489b22
"3, 53m2, 2 piętro, balkon, zielona okolica",Bałuty,3,325000.0,53.26,6102.0,2021-03-09,https://www.otodom.pl/pl/oferta/3-pokoje-53m2-2-pietro-balkon-zielona-okolica-ID49BOF.html#4cef489b22
M- 3 AL.CHRYZANTEM - DOŁY,"Bałuty, Doły",2,299000.0,57.3,5218.0,2021-03-09,https://www.otodom.pl/pl/oferta/m-3-al-chryzantem-doly-ID4asgt.html#4cef489b22
"Na sprzedaż, mieszkanie 59 mkw Łódź Manhattan",Śródmieście,3,310000.0,59.89,5176.0,2021-03-09,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-59-mkw-lodz-manhattan-ID4asgo.html#4cef489b22
Mieszkanie w centrum w stanie deweloperskim +,Śródmieście,2,329000.0,47.68,6900.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-w-stanie-deweloperskim-ID4asgm.html#4cef489b22
"Senatorska, centrum, szybki termin odbioru!",Górna,1,214547.0,29.39,7300.0,2021-03-09,https://www.otodom.pl/pl/oferta/senatorska-centrum-szybki-termin-odbioru-ID4asf3.html#4cef489b22
Mieszkanie Tribal Boho przy Filmówce i Parku Źród.,łódzkie,2,349000.0,40.33,8654.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-tribal-boho-przy-filmowce-i-parku-zrod-ID4asf1.html#4cef489b22
Mieszkanie 52m2 Bałuty,"Bałuty, Stare Bałuty",2,300000.0,52.0,5769.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-52m2-baluty-ID4ascL.html#4cef489b22
Przytulne M4 na Dąbrowie ul. Kossaka,"Górna, Dąbrowa",3,295000.0,47.2,6250.0,2021-03-09,https://www.otodom.pl/pl/oferta/przytulne-m4-na-dabrowie-ul-kossaka-ID4asc7.html#4cef489b22
"Apartament 80m2 - 4, 1 piętro, Złotno","Polesie, Jagodnica-Złotno",4,560000.0,80.1,6991.0,2021-03-09,https://www.otodom.pl/pl/oferta/apartament-80m2-4-pokoje-1-pietro-zlotno-ID4asbU.html#4cef489b22
Stylowy 3 pok. apartament BLISKO CENTRUM nowy blok,Polesie,3,449000.0,50.0,8980.0,2021-03-09,https://www.otodom.pl/pl/oferta/stylowy-3-pok-apartament-blisko-centrum-nowy-blok-ID4asau.html#4cef489b22
"Mieszkanie, 82,91, Łódź",Górna,4,485000.0,82.91,5850.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-82-91-m-lodz-ID4as7g.html#4cef489b22
3 pokojowe mieszkanie na Dąbrowie,"Górna, Dąbrowa",3,280000.0,48.2,5809.0,2021-03-09,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-dabrowie-ID4as5i.html#4cef489b22
"M4 Zarzew - wyposażone, do wprowadzenia od zaraz",Widzew,3,345000.0,47.22,7306.0,2021-03-09,https://www.otodom.pl/pl/oferta/m4-zarzew-wyposazone-do-wprowadzenia-od-zaraz-ID4as4O.html#4cef489b22
M5 do wprowadzenia- Olechów,"Widzew, Olechów",4,485000.0,81.0,5988.0,2021-03-09,https://www.otodom.pl/pl/oferta/m5-do-wprowadzenia-olechow-ID4as4H.html#4cef489b22
Luksusowe mieszkanie w modernistycznej kamienicy,Śródmieście,3,780000.0,113.0,6903.0,2021-03-09,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-w-modernistycznej-kamienicy-ID4as4z.html#4cef489b22
Mieszkanie do sprzedaży tanio!!!,Widzew,2,185000.0,33.0,5606.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-do-sprzedazy-tanio-ID4as1B.html#4cef489b22
"Mieszkanie NOWE, wykończone i wyposażone, Manufakt","Bałuty, Stare Bałuty",3,359000.0,44.02,8155.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-nowe-wykonczone-i-wyposazone-manufakt-ID4as0J.html#4cef489b22
2 po generalnym remoncie- Żubardź,Bałuty,2,319000.0,45.0,7089.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-zubardz-ID4arYg.html#4cef489b22
Sprzedam mieszkanie Łódż ul. Pabianicka 43 m,Górna,2,129000.0,43.0,3000.0,2021-03-09,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lodz-ul-pabianicka-43-m-ID4arXr.html#4cef489b22
Do wprowadzenia 5min Monopolis /Dworzec Fabryczny,Śródmieście,1,149000.0,20.0,7450.0,2021-03-09,https://www.otodom.pl/pl/oferta/do-wprowadzenia-5min-monopolis-dworzec-fabryczny-ID4aitJ.html#b7223ac5f4
"Fantastyczna, Przestronna kawalerka blisko Parku!","Górna, Dąbrowa",1,229360.0,32.42,7075.0,2021-03-09,https://www.otodom.pl/pl/oferta/fantastyczna-przestronna-kawalerka-blisko-parku-ID4a7kM.html#b7223ac5f4
"Bespośrednio, 2 po remoncie","Bałuty, Żubardź",2,289000.0,44.35,6516.0,2021-03-09,https://www.otodom.pl/pl/oferta/besposrednio-2-pokoje-po-remoncie-ID49iyS.html#b7223ac5f4
Apartament ze świetnym widokiem w Ilumino na 12p.,Śródmieście,2,770000.0,75.0,10267.0,2021-03-09,https://www.otodom.pl/pl/oferta/apartament-ze-swietnym-widokiem-w-ilumino-na-12p-ID4arTL.html#b7223ac5f4
Mieszkanie w Kamienicy w centrum miasta,Polesie,3,420000.0,71.25,5895.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-w-centrum-miasta-ID4arTH.html#b7223ac5f4
Stan deweloperski w Central Parku,Śródmieście,2,398160.0,50.4,7900.0,2021-03-09,https://www.otodom.pl/pl/oferta/stan-deweloperski-w-central-parku-ID4arTG.html#b7223ac5f4
Mieszkanie w kamienicy w trakcie rewitalizacji,Śródmieście,2,225000.0,37.0,6081.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-w-trakcie-rewitalizacji-ID4arTF.html#b7223ac5f4
Mieszkanie w świetnej lokalizacji Narutowicza 41,Śródmieście,2,234000.0,39.0,6000.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-w-swietnej-lokalizacji-narutowicza-41-ID4arTE.html#b7223ac5f4
Mieszkanie w kamienicy parking i piwnica w cenie,Polesie,2,486000.0,73.3,6630.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-parking-i-piwnica-w-cenie-ID4arTC.html#b7223ac5f4
Apartament w nowej inwestycji Fuzja,Widzew,2,245000.0,33.0,7424.0,2021-03-09,https://www.otodom.pl/pl/oferta/apartament-w-nowej-inwestycji-fuzja-ID4arTB.html#b7223ac5f4
"Mieszkanie 56m2 -3 pok., piętro 6, Retkinia +wiata","Polesie, Retkinia",3,343000.0,56.0,6125.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-56m2-3-pok-pietro-6-retkinia-wiata-ID4arRK.html#b7223ac5f4
Okazja! Kawalerka + loggia - BEZPOŚREDNIO,"Polesie, Koziny",1,190000.0,32.0,5938.0,2021-03-09,https://www.otodom.pl/pl/oferta/okazja-kawalerka-loggia-bezposrednio-ID4arRf.html#b7223ac5f4
Wyjątkowe 4-pokojowe mieszkanie Bałuty,Bałuty,4,439000.0,69.35,6330.0,2021-03-09,https://www.otodom.pl/pl/oferta/wyjatkowe-4-pokojowe-mieszkanie-baluty-ID4arOf.html#b7223ac5f4
"M- 3 Retkinia, III Pietro, Balkon","Polesie, Retkinia",2,295000.0,42.42,6954.0,2021-03-09,https://www.otodom.pl/pl/oferta/m-3-retkinia-iii-pietro-balkon-ID4arNT.html#b7223ac5f4
Przestronne mieszkanie 122 m2 na Górnej,Górna,5 pokoi,700000.0,122.0,5738.0,2021-03-09,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-122-m2-na-gornej-ID4arIV.html#b7223ac5f4
"M3 - 52m2 Widzew, blisko Olechów",Widzew,2,299000.0,52.13,5736.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-52m2-widzew-blisko-olechow-ID4arGQ.html#b7223ac5f4
"Łódź Widzew, Olechów, 81,30m2, 4,+Garaż","Widzew, Olechów",4,485000.0,81.3,5966.0,2021-03-09,https://www.otodom.pl/pl/oferta/lodz-widzew-olechow-81-30m2-4-pokoje-garaz-ID4arGL.html#b7223ac5f4
"Dobra inwestycja, 2 piętro, balkon",Polesie,2,237000.0,37.2,6371.0,2021-03-09,https://www.otodom.pl/pl/oferta/dobra-inwestycja-2-pietro-balkon-ID4arGy.html#b7223ac5f4
"Mieszkanie, 102, Łódź",Śródmieście,5 pokoi,590000.0,102.0,5784.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-102-m-lodz-ID4arFp.html#b7223ac5f4
"Stylowe, duże i w pełni wyposażone - Więckowskiego",Polesie,4,359000.0,81.26,4418.0,2021-03-09,https://www.otodom.pl/pl/oferta/stylowe-duze-i-w-pelni-wyposazone-wieckowskiego-ID4arDZ.html#b7223ac5f4
3 pokojowe mieszkanie po remoncie Karolew,"Polesie, Karolew",3,297000.0,49.5,6000.0,2021-03-09,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-remoncie-karolew-ID4arD5.html#b7223ac5f4
Łódź - Żabieniec - M3 Do Wprowadzenia!,Bałuty,2,276000.0,45.0,6133.0,2021-03-09,https://www.otodom.pl/pl/oferta/lodz-zabieniec-m3-do-wprowadzenia-ID4arBQ.html#b7223ac5f4
Przestronna kawalerka(36m2) po remoncie,Górna,1,179000.0,36.0,4972.0,2021-03-09,https://www.otodom.pl/pl/oferta/przestronna-kawalerka36m2-po-remoncie-ID4arr7.html#b7223ac5f4
"M-4 Retkinia , do wprowadzenia","Polesie, Retkinia",3,350000.0,54.09,6471.0,2021-03-09,https://www.otodom.pl/pl/oferta/m-4-retkinia-do-wprowadzenia-ID4arqQ.html#b7223ac5f4
Komfortowe mieszkanie gotowe do wprowadzenia,Górna,2,240000.0,39.0,6154.0,2021-03-09,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-gotowe-do-wprowadzenia-ID4arqh.html#b7223ac5f4
Bezpośrednio M4 Górna,Górna,3,340000.0,55.6,6115.0,2021-03-09,https://www.otodom.pl/pl/oferta/bezposrednio-m4-gorna-ID4ar7Z.html#6f54f7c188
"Nowe mieszkanie Łódź, ul. Bema Józefa, gen. 40/85","Bałuty, Julianów",3,666797.4,102.6,6499.0,2021-03-09,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-lodz-ul-bema-jozefa-gen-40-85-ID4aekW.html#6f54f7c188
Oryginalne po gruntownym remoncie,Górna,2,244000.0,35.0,6971.0,2021-03-09,https://www.otodom.pl/pl/oferta/oryginalne-po-gruntownym-remoncie-ID4arpJ.html#6f54f7c188
"2, 42m2, po generalnym remoncie","Polesie, Retkinia",2,329000.0,42.42,7756.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pokoje-42m2-po-generalnym-remoncie-ID4arlO.html#6f54f7c188
"Mieszkanie, 84, Łódź",Widzew,3,640000.0,84.0,7619.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-84-m-lodz-ID4arld.html#6f54f7c188
Komfortowe 3 klimatyzacjagaraż Nowe Polesie,Polesie,3,510000.0,64.86,7863.0,2021-03-09,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-klimatyzacjagaraz-nowe-polesie-ID4arkZ.html#6f54f7c188
M4 ul.Bankowa !!,Górna,3,590000.0,66.0,8939.0,2021-03-09,https://www.otodom.pl/pl/oferta/m4-ul-bankowa-ID4arjX.html#6f54f7c188
M3 ul.Haśka !!!,Widzew,2,299000.0,52.0,5750.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-ul-haska-ID4arjV.html#6f54f7c188
M3 37 m2 Bałuty słoneczne atrakcyjna lokalizacja,"Bałuty, Żabieniec",2,230000.0,37.0,6216.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-37-m2-baluty-sloneczne-atrakcyjna-lokalizacja-ID4arha.html#6f54f7c188
"Mieszkanie, 44,50, Łódź",Bałuty,2,40000.0,44.5,899.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-44-50-m-lodz-ID4argK.html#6f54f7c188
Dwupokojowe 40m2 z ogródkiem osiedle Nowe Złotno,Polesie,2,340000.0,40.0,8500.0,2021-03-09,https://www.otodom.pl/pl/oferta/dwupokojowe-40m2-z-ogrodkiem-osiedle-nowe-zlotno-ID4ar8E.html#6f54f7c188
Bezpośrednio M4 Górna,Górna,3,340000.0,55.6,6115.0,2021-03-09,https://www.otodom.pl/pl/oferta/bezposrednio-m4-gorna-ID4ar7Z.html#6f54f7c188
"Przestonne, 4 pokojowe mieszkanie do wprowadzenia!","Widzew, Olechów",4,485000.0,81.0,5988.0,2021-03-09,https://www.otodom.pl/pl/oferta/przestonne-4-pokojowe-mieszkanie-do-wprowadzenia-ID4ar5G.html#6f54f7c188
Łódź Bałuty Centrum Kolektywna 2 POKOJE PRZY PARKU,Bałuty,2,233000.0,51.0,4569.0,2021-03-09,https://www.otodom.pl/pl/oferta/lodz-baluty-centrum-kolektywna-2-pokoje-przy-parku-ID4ar5h.html#6f54f7c188
"Pachnące Nowością, Ul. Wróblewskiego",Polesie,2,222000.0,34.6,6416.0,2021-03-09,https://www.otodom.pl/pl/oferta/pachnace-nowoscia-ul-wroblewskiego-ID4ar4Z.html#6f54f7c188
"Trzypokojowe, Łódź-Śródmieście, Manhattan",Śródmieście,3,335000.0,57.31,5845.0,2021-03-09,https://www.otodom.pl/pl/oferta/trzypokojowe-lodz-srodmiescie-manhattan-ID4ar4x.html#6f54f7c188
"Duże, przestronne, obok Manufaktury, centrum Łodzi",Śródmieście,2,305000.0,66.44,4591.0,2021-03-09,https://www.otodom.pl/pl/oferta/duze-przestronne-obok-manufaktury-centrum-lodzi-ID4ar1t.html#6f54f7c188
2 Żabieniec Bałuty Teofilów 44 mkw 1 piętro,Bałuty,2,249000.0,44.41,5607.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pokoje-zabieniec-baluty-teofilow-44-mkw-1-pietro-ID4aqZ2.html#6f54f7c188
Kawalerka z loggią! pierwsze piętro! Blok z cegły!,"Polesie, Karolew",1,178000.0,27.0,6593.0,2021-03-09,https://www.otodom.pl/pl/oferta/kawalerka-z-loggia-pierwsze-pietro-blok-z-cegly-ID4aqY3.html#6f54f7c188
"Mieszkanie, 54, Łódź",Widzew,2,325000.0,54.0,6019.0,2021-03-09,https://www.otodom.pl/pl/oferta/mieszkanie-54-m-lodz-ID4aqY1.html#6f54f7c188
2 z ogrzewaniem ul. Piotrkowska,Śródmieście,2,33000.0,45.0,733.0,2021-03-09,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrzewaniem-ul-piotrkowska-ID4aqWM.html#6f54f7c188
"Nowe mieszkanie Łódź, ul. Bema Józefa, gen. 40/87","Bałuty, Julianów",3,764282.4,117.6,6499.0,2021-03-09,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-lodz-ul-bema-jozefa-gen-40-87-ID4aem0.html#05fd0af48e
Ekstra mieszkanie 3 pokojowe w Łagiewnikach- nowe,Bałuty,3,738210.0,82.3,8970.0,2021-03-09,https://www.otodom.pl/pl/oferta/ekstra-mieszkanie-3-pokojowe-w-lagiewnikach-nowe-ID4676i.html#05fd0af48e
"M3, 37m2, 4p, Grota Roweckiego, zadbane!","Widzew, Zarzew",2,235000.0,37.84,6210.0,2021-03-09,https://www.otodom.pl/pl/oferta/m3-37m2-4p-grota-roweckiego-zadbane-ID4aqRx.html#05fd0af48e
Trzy || centrum || Do wprowadzenia,Bałuty,3,319000.0,59.5,5361.0,2021-03-09,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-do-wprowadzenia-ID4aqPc.html#05fd0af48e
