Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Unikatowe mieszkanie 125m super lokalizacja,Śródmieście,3,670000,125,5360,10-01-2021,https://www.otodom.pl/pl/oferta/unikatowe-mieszkanie-125m-super-lokalizacja-ID49u5N.html
Łódź 4 Śródmieścieblisko Piotrkowska,Śródmieście,4,1190000,134.17,8869,10-01-2021,https://www.otodom.pl/pl/oferta/lodz-4-pokoje-srodmiescie-blisko-piotrkowska-ID49u3Z.html
2 pokbalkon2 piętroBałutyblisko Doły Julianów,Bałuty,2,290000,50.95,5692,10-01-2021,https://www.otodom.pl/pl/oferta/2-pok-balkon-2-pietro-baluty-blisko-doly-julianow-ID49u3W.html
Rozkładowe M4 57m2/ balkon/garderoba k.Manufaktury,Bałuty,3,360000,57,6316,10-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m4-57m2-balkon-garderoba-k-manufaktury-ID49tZu.html
Jasny luksusowy apartament w Centrum,Śródmieście,3,459000,71.19,6448,10-01-2021,https://www.otodom.pl/pl/oferta/jasny-luksusowy-apartament-w-centrum-ID49tZi.html
Nowoczesny apartament w świetnej lokalizacji/Centr,Śródmieście,1,305000,40.94,7450,10-01-2021,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-w-swietnej-lokalizacji-centr-ID49tZg.html
Kawalerka na Dobry Start!/Centrum,Śródmieście,1,212270,26.37,8050,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-dobry-start-centrum-ID49tZf.html
Atrakcyjne mieszkanie w centrum,Śródmieście,2,315000,48,6563,10-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-centrum-ID49tVF.html
Bezpośrednio mieszkanie 2 32 m2 II piętro,Śródmieście,2,161700,32,5053,10-01-2021,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-2-pokoje-32-m2-ii-pietro-ID49tVz.html
Bezpośrednio sprzedam mieszkanie 2 Łódź,Bałuty Żabieniec,2,289000,45,6422,10-01-2021,https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-mieszkanie-2-pokoje-lodz-ID49tUY.html
Mieszkanie 2 pokojowe w centrum - Włókniarzy,Polesie Stare Polesie,2,245000,37,6622,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-centrum-wlokniarzy-ID49tUI.html
Nowe bloki Atal 42m2Osiedle Zamknięte Ochrona,Polesie Retkinia,1,235000,42,5595,10-01-2021,https://www.otodom.pl/pl/oferta/nowe-bloki-atal-42m2-osiedle-zamkniete-ochrona-ID49tRO.html
Mieszkanie 37 Łódź,Śródmieście,2,43000,37,1162,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-lodz-ID49tQx.html
Sprzedam bezpośrednio po generalnym remoncie,Górna Chojny,3,310000,51.05,6072,10-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-po-generalnym-remoncie-ID49njC.html
Nowy apartament - 3. Garaż. Monopolis,Widzew,3,500000,66.60,7508,10-01-2021,https://www.otodom.pl/pl/oferta/nowy-apartament-3-pokoje-garaz-monopolis-ID43Wwx.html
Dla rodziny lub rentiera - idealna lokalizacja!,Śródmieście,3,280000,48,5833,10-01-2021,https://www.otodom.pl/pl/oferta/dla-rodziny-lub-rentiera-idealna-lokalizacja-ID49tQc.html
M4 Bałuty II piętro wieżowiec,Bałuty,3,370000,54.30,6814,10-01-2021,https://www.otodom.pl/pl/oferta/m4-baluty-ii-pietro-wiezowiec-ID49tFx.html
Idealne mieszkanie w centrum&gt;&gt;Sprawdź promocje,Śródmieście,4,362700,55.50,6535,10-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-w-centrumsprawdz-promocje-ID49tDq.html
Idealne mieszkanie w centrum&gt;&gt;Sprawdź promocje,Śródmieście,3,324400,49.14,6602,10-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-w-centrumsprawdz-promocje-ID49tDn.html
M3 w centrum/Promocja/SmartHome/,Śródmieście,3,336153,48.69,6904,10-01-2021,https://www.otodom.pl/pl/oferta/m3-w-centrum-promocja-smarthome-ID49tDj.html
2 ul. Obywatelska,Górna,2,269900,50,5398,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-ul-obywatelska-ID49tC1.html
M3/ rozkładowe/ Inflancka,Bałuty,2,260000,47,5532,10-01-2021,https://www.otodom.pl/pl/oferta/m3-rozkladowe-inflancka-ID49tBd.html
M3 Dąbrowa VII piętro wieżowiec,Górna Dąbrowa,2,198000,36.24,5464,10-01-2021,https://www.otodom.pl/pl/oferta/m3-dabrowa-vii-pietro-wiezowiec-ID49tvP.html
M4 w dobrej lokalizacji-Górna od zaraz,Górna Chojny,3,320000,54.30,5893,10-01-2021,https://www.otodom.pl/pl/oferta/m4-w-dobrej-lokalizacji-gorna-od-zaraz-ID49tpg.html
Pokój z aneksem na Górnej 13000,łódzkie,1,13000,30,433,10-01-2021,https://www.otodom.pl/pl/oferta/pokoj-z-aneksem-na-gornej-13000-zl-ID49tnB.html
Kawalerka na Górnej 13000,łódzkie,1,13000,17,765,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-gornej-13000-zl-ID49tnh.html
Kawalerka w Śródmieściu 11000.,łódzkie,1,11000,28,393,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-w-srodmiesciu-11000-zl-ID49tn6.html
Odnowione mieszkanie w kamienicy w centrum Łodzi,Śródmieście,2,259000,60.15,4306,10-01-2021,https://www.otodom.pl/pl/oferta/odnowione-mieszkanie-w-kamienicy-w-centrum-lodzi-ID49tek.html
2 pokojowe mieszkanie w centrum dla inwestora,Śródmieście,2,223800,37.30,6000,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-centrum-dla-inwestora-ID49te9.html
3 mieszkania w centrum dla inwestora,łódzkie,3,629000,76,8276,10-01-2021,https://www.otodom.pl/pl/oferta/3-mieszkania-w-centrum-dla-inwestora-ID49te8.html
Mieszkanie 111 Łódź,Polesie,4,650000,111,5856,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-111-m-lodz-ID49tbW.html
Mieszkanie 91 Łódź,Śródmieście,3,510000,91,5604,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-91-m-lodz-ID49tbQ.html
Mieszkanie 111 Łódź,Polesie,4,650000,111,5856,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-111-m-lodz-ID49tbP.html
Mieszkanie na nowym osiedlu 1 piętro - Centrum !!!,Śródmieście,2,337350,44.91,7512,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-nowym-osiedlu-1-pietro-centrum-ID49tbN.html
Mieszkanie 2-pokojowe 44m2 blok,Górna,2,230000,44,5227,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-44m2-blok-ID49rKG.html
Kawalerka Bezpośrednio ul. Odyńca 3,Górna,1,117000,17,6882,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-bezposrednio-ul-odynca-3-ID49bBp.html
Mieszkanie 3 Nowe Rokicie,Górna Nowe Rokicie,3,365000,61.23,5961,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-nowe-rokicie-ID45Pry.html
2 Przestronne Pokoje!!!Balkon!!!Teren Ogrodzony!!!,Polesie,2,299000,57,5246,10-01-2021,https://www.otodom.pl/pl/oferta/2-przestronne-pokoje-balkon-teren-ogrodzony-ID49tbM.html
Apartament Polesie,Polesie,3,620000,112,5536,10-01-2021,https://www.otodom.pl/pl/oferta/apartament-polesie-ID49tbF.html
M4 Retkinia,Polesie Retkinia,4,320000,64,5000,10-01-2021,https://www.otodom.pl/pl/oferta/m4-retkinia-ID49tbA.html
Piękne Klimatyczne M5 Polesie,Polesie,4,650000,110,5909,10-01-2021,https://www.otodom.pl/pl/oferta/piekne-klimatyczne-m5-polesie-ID49tbz.html
2 z balkonem 37m2 do zamieszkania Dąbrowa,Górna Dąbrowa,2,230000,37.20,6183,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-37m2-do-zamieszkania-dabrowa-ID49t8u.html
M4 Kurak Do Wprowadzenia,Górna Kurak,3,310000,54.30,5709,10-01-2021,https://www.otodom.pl/pl/oferta/m4-kurak-do-wprowadzenia-ID49t6O.html
Deweloperskie M-3 w świetnej lokalizacji /Pol.Łódz,Górna,3,340000,52.52,6474,10-01-2021,https://www.otodom.pl/pl/oferta/deweloperskie-m-3-w-swietnej-lokalizacji-pol-lodz-ID49t2R.html
Sprawdź i zgarnij super rabaty /Al.Politechniki,Górna,2,276400,41.12,6722,10-01-2021,https://www.otodom.pl/pl/oferta/sprawdz-i-zgarnij-super-rabaty-al-politechniki-ID49t2N.html
Dwupokojowe mieszkanie w centrum Łodzi,Śródmieście,2,257500,37,6959,10-01-2021,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-centrum-lodzi-ID49sVt.html
Kawalerka na Teofilowie świeżo po remoncie 27 m2!!,Bałuty,1,220000,27,8148,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-teofilowie-swiezo-po-remoncie-27-m2-ID49sUY.html
Mieszkanie z potencjałem w centrum miasta,Śródmieście,3,399000,86,4640,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-w-centrum-miasta-ID49sO0.html
Przestronne M3 /56M2/Radogoszcz Wsch/ Polecam !,Bałuty Radogoszcz,2,314000,56,5607,10-01-2021,https://www.otodom.pl/pl/oferta/przestronne-m3-56m2-radogoszcz-wsch-polecam-ID49sId.html
Kawalerka z balkonem idealna pod wynajem,Śródmieście,1,190000,24.13,7874,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-idealna-pod-wynajem-ID49sHI.html
Kawalerka na parterze idealna pod wynajem,Śródmieście,1,139000,17.36,8007,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-idealna-pod-wynajem-ID49sHG.html
Kawalerka idealna pod wynajem,Śródmieście,1,135000,16.74,8065,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-idealna-pod-wynajem-ID49sHE.html
2 przy uniwersytecie,Śródmieście,2,210000,35.33,5944,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-przy-uniwersytecie-ID49sHC.html
Mikrokawalerka idealna pod wynajem,Śródmieście,1,122000,13.29,9180,10-01-2021,https://www.otodom.pl/pl/oferta/mikrokawalerka-idealna-pod-wynajem-ID49sHA.html
2 pokojowe mieszkanie do wprowadzenia,łódzkie,2,319000,42,7595,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-do-wprowadzenia-ID49sHn.html
M3 wysoki parter Teofilów 40m2,Bałuty Teofilów,2,200000,40.38,4953,10-01-2021,https://www.otodom.pl/pl/oferta/m3-wysoki-parter-teofilow-40m2-ID49sGW.html
M4-Łódź-Bałuty-Żubardź,Bałuty Żubardź,3,320000,55,5818,10-01-2021,https://www.otodom.pl/pl/oferta/m4-lodz-baluty-zubardz-ID49sGQ.html
2-pokojowe Śródmieście - Prywatna kamirenica,Śródmieście,2,35000,48,729,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-srodmiescie-prywatna-kamirenica-ID49sCw.html
Ładne M4 Retkinia po kap. remoncie klimatyzacja,Polesie Retkinia,3,329000,53,6208,10-01-2021,https://www.otodom.pl/pl/oferta/ladne-m4-retkinia-po-kap-remoncie-klimatyzacja-ID49sBc.html
Kawalerka po generalnym remoncie super oferta,Polesie,1,210000,31,6774,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-po-generalnym-remoncie-super-oferta-ID49sya.html
Nowa kawalerka inwestycyjna na Ogrodowej 4- HIT!,Śródmieście,1,294140,38.20,7700,10-01-2021,https://www.otodom.pl/pl/oferta/nowa-kawalerka-inwestycyjna-na-ogrodowej-4-hit-ID45YpV.html
146m2 Loft z Przeszklonym Dachem na Piotrkowskiej⭐,łódzkie,3,1000000,145,6897,10-01-2021,https://www.otodom.pl/pl/oferta/146m2-loft-z-przeszklonym-dachem-na-piotrkowskiej-ID45DtI.html
Mieszkanie - Łódź Dąbrowa,Górna Dąbrowa,3,278000,482,577,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-dabrowa-ID49sy9.html
Mieszkanie - Łódź Dąbrowa,Górna Dąbrowa,2,266000,38.27,6951,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-dabrowa-ID49sy6.html
Kawalerka na sprzedaż Łódź Polesie Górniak,Polesie,1,172000,46.68,3685,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-lodz-polesie-gorniak-ID49sxD.html
2-pokojowe Bałuty z CO- Prywatna kamienica,Bałuty,2,14000,35,400,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-baluty-z-co-prywatna-kamienica-ID49ss8.html
Mieszkanie własnościowe 1- pokojowe- kamienica,Widzew,1,142000,35.49,4001,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-wlasnosciowe-1-pokojowe-kamienica-ID49sqq.html
Rozkładowe M4 Na Górnej,Górna,3,320000,48,6667,10-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m4-na-gornej-ID49sqi.html
Rozkładowe M3 Do Własnej Aranżacji,Widzew,2,286000,50.40,5675,10-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m3-do-wlasnej-aranzacji-ID49sqh.html
Na sprzedaż mieszkanie 3 pok. 6159 m.kw. ul. Mate,Śródmieście,3,458589,64.59,7100,10-01-2021,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3-pok-61-59-m-kw-ul-mate-ID49so6.html
2-pokojowe ok.ul. Tuwima- Prywatna kamienica,Śródmieście,2,28000,50,560,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-ok-ul-tuwima-prywatna-kamienica-ID49snn.html
M4 ul.Tatrzańska !!,Górna,3,320000,52,6154,10-01-2021,https://www.otodom.pl/pl/oferta/m4-ul-tatrzanska-ID49sn0.html
2-pokojowe Śródmieście - Prywatna kamirenica,Śródmieście,2,17000,32,531,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-srodmiescie-prywatna-kamirenica-ID49slN.html
SPRZEDAM MIESZKANIE 56m2 Radogoszcz-Wschód,Bałuty,2,314000,56,5607,10-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-56m2-radogoszcz-wschod-ID49slE.html
Perełka wśród mieszkań z duszą-3 kroki od Manufakt,Bałuty,2,555000,62,8952,10-01-2021,https://www.otodom.pl/pl/oferta/perelka-wsrod-mieszkan-z-dusza-3-kroki-od-manufakt-ID49sl4.html
Ostatnie 2 mieszkania od dewelopera | Łódź Chojny,Górna,3,273000,42.20,6469,10-01-2021,https://www.otodom.pl/pl/oferta/ostatnie-2-mieszkania-od-dewelopera-lodz-chojny-ID49skJ.html
Idealne mieszkanie od dewelopera | Łódź Chojny,Górna,2,233000,41.11,5668,10-01-2021,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-od-dewelopera-lodz-chojny-ID49skI.html
2-pokojowe ok.ul. Traugutta- Prywatna kamienica,Śródmieście,2,23000,40,575,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-ok-ul-traugutta-prywatna-kamienica-ID49skb.html
Rozkładowe M-3 45m2 Bałuty spokojna okolica.,Bałuty,2,259900,45,5776,10-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-m-3-45m2-baluty-spokojna-okolica-ID49sjE.html
2 Pokoje 56m2 Przestronne Balkon Ciche Osiedle,Bałuty,2,314000,55.85,5622,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-56m2-przestronne-balkon-ciche-osiedle-ID49shP.html
Nowe mieszkanie z balkonem blisko centrum.,Śródmieście,1,218448,30.34,7200,10-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-balkonem-blisko-centrum-ID49sgR.html
2 pokojowe rozkładowe mieszkanie z windą - Bałuty.,Bałuty,2,260000,46.50,5591,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-z-winda-baluty-ID49sfh.html
Kawalerka 31m2 Radogoszcz,Bałuty Radogoszcz,1,188500,31,6081,10-01-2021,https://www.otodom.pl/pl/oferta/kawalerka-31m2-radogoszcz-ID49sb5.html
Apartament z ogródkiem- Chojny,Górna Chojny,3,590000,66,8939,10-01-2021,https://www.otodom.pl/pl/oferta/apartament-z-ogrodkiem-chojny-ID49s4D.html
Mieszkanie na sprzedaż,Śródmieście,2,249999,46.73,5350,10-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID49s1A.html
Łódź Bałuty 3 bezpośrednio,Bałuty,3,274000,52.60,5209,10-01-2021,https://www.otodom.pl/pl/oferta/lodz-baluty-3-pokoje-bezposrednio-ID49gUM.html
HIT- nowe mieszkanie 3 pok. w Łagiewnikach,Bałuty,3,716450,80.50,8900,10-01-2021,https://www.otodom.pl/pl/oferta/hit-nowe-mieszkanie-3-pok-w-lagiewnikach-ID467i8.html
Apartament 85m mieszkanie Złotno deweloperski,Polesie Nowe Złotno,4,500000,85,5882,10-01-2021,https://www.otodom.pl/pl/oferta/apartament-85m-mieszkanie-zlotno-deweloperski-ID49s1a.html
2 przy Parku Podolskim,Widzew,2,206000,36.24,5684,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-przy-parku-podolskim-ID49s08.html
M-3 Retkinia  do wprowadzenia,Polesie Retkinia,2,300000,42.42,7072,10-01-2021,https://www.otodom.pl/pl/oferta/m-3-retkinia-do-wprowadzenia-ID49rZk.html
3 pokojowe(74m2) obok centrum Dobra Cena,Polesie,3,310000,74,4189,10-01-2021,https://www.otodom.pl/pl/oferta/3-pokojowe74m2-obok-centrum-dobra-cena-ID49rYQ.html
dwupoziomowe JULIANÓW Okazja!,Bałuty Julianów,3,519000,118,4398,10-01-2021,https://www.otodom.pl/pl/oferta/dwupoziomowe-julianow-okazja-ID49rYK.html
Komfortowe nietuzinkowe M-4 68m Łódź Chojny,Górna Chojny,3,450000,68,6618,10-01-2021,https://www.otodom.pl/pl/oferta/komfortowe-nietuzinkowe-m-4-68m-lodz-chojny-ID49rYw.html
Ciche samo centrum w kamienicy międzywojennej,Śródmieście,2,350000,76,4605,10-01-2021,https://www.otodom.pl/pl/oferta/ciche-samo-centrum-w-kamienicy-miedzywojennej-ID49rXH.html
2- Scandi bezpośrednio,Bałuty Teofilów,2,272000,39,6974,10-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-scandi-bezposrednio-ID49rWR.html
M-2 Gładka Chojny!!,Górna Chojny,1,238000,34.59,6881,10-01-2021,https://www.otodom.pl/pl/oferta/m-2-gladka-chojny-ID49rWf.html
Atrakcyjne Mieszkanie 2-pokojowe - 2 piętro,Bałuty Teofilów,2,278000,44.10,6304,10-01-2021,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-2-pokojowe-2-pietro-ID49rSz.html
Sprzedam M-3 383m2 Bałuty - ks.Brzóski,Bałuty,2,220000,38.30,5744,10-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-m-3-38-3m2-baluty-ks-brzoski-ID49rQU.html
M3Zarzew balkon rozkładowe super cena,Widzew Zarzew,2,195000,37,5270,10-01-2021,https://www.otodom.pl/pl/oferta/m3zarzew-balkon-rozkladowe-pokoje-super-cena-ID49rQl.html
