Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
4 na Radogoszczu,Bałuty Radogoszcz,4,450000,86,5233,27-12-2020,https://www.otodom.pl/pl/oferta/4-pokoje-na-radogoszczu-ID49jun.html#25075a1c82
M2 gotowe do wprowadzenia | Bałuty | 49 m2,Bałuty,2,280000,48.90,5726,27-12-2020,https://www.otodom.pl/pl/oferta/m2-gotowe-do-wprowadzenia-baluty-49-m2-ID49jqL.html#25075a1c82
Wygodny solidny apartament,Bałuty,2,455000,65,7000,27-12-2020,https://www.otodom.pl/pl/oferta/wygodny-solidny-apartament-ID49jqK.html#25075a1c82
Mieszkanie M4 Rozkładowe 5466m Bezpośrednio,Górna,3,360000,54.66,6586,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m4-rozkladowe-54-66m-bezposrednio-ID49dc5.html#83305b385b
Kawalerka w zrewitalizowanej kamienicy,Śródmieście,1,175000,19.37,9035,27-12-2020,https://www.otodom.pl/pl/oferta/kawalerka-w-zrewitalizowanej-kamienicy-ID48zTm.html#83305b385b
1pok. mieszkanie przy Manufakturze- nowa kawalerka,Śródmieście,1,222145,28.85,7700,27-12-2020,https://www.otodom.pl/pl/oferta/1pok-mieszkanie-przy-manufakturze-nowa-kawalerka-ID45Ysz.html#83305b385b
Mieszkanie 4780 Łódź,Górna,3,275000,47.80,5753,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-47-80-m-lodz-ID49jlt.html#83305b385b
Mieszkanie 4540 Łódź,Górna,2,220000,45.40,4846,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-45-40-m-lodz-ID49jlq.html#83305b385b
Mieszkanie trzypokojowe w pełni rozkładowe w świet,Górna,3,269000,55,4891,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-w-pelni-rozkladowe-w-swiet-ID49jiT.html#83305b385b
Rozkładowe M3 do wprowadzenia!,Górna Chojny,2,235000,40,5875,27-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-do-wprowadzenia-ID49jeu.html#83305b385b
2 rozkładowe Doły,Bałuty,2,259000,45,5756,27-12-2020,https://www.otodom.pl/pl/oferta/2-rozkladowe-pokoje-doly-ID49jdh.html#83305b385b
Mieszkanie 56 Łódź,Śródmieście,3,360000,56,6429,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-56-m-lodz-ID49jaY.html#83305b385b
Wyjątkowe 38m2 blisko Manufaktury,Bałuty,2,142500,38,3750,27-12-2020,https://www.otodom.pl/pl/oferta/wyjatkowe-38m2-blisko-manufaktury-ID49iJw.html#83305b385b
Super 67m blisko Parku Legionów,Górna,3,409000,67,6104,27-12-2020,https://www.otodom.pl/pl/oferta/super-67m-blisko-parku-legionow-ID49iJs.html#83305b385b
M4 ul.Dąbrowskiego!!!,Górna,3,270000,48,5625,27-12-2020,https://www.otodom.pl/pl/oferta/m4-ul-dabrowskiego-ID49izU.html#83305b385b
Kawalerka w bardzo dobrej lokalizacji pod wynajem,Polesie Retkinia,1,175000,29,6034,27-12-2020,https://www.otodom.pl/pl/oferta/kawalerka-w-bardzo-dobrej-lokalizacji-pod-wynajem-ID49izF.html#83305b385b
Radgoszcz ul. Jesionowa 36,Bałuty,2,435000,65.60,6631,27-12-2020,https://www.otodom.pl/pl/oferta/radgoszcz-ul-jesionowa-36-ID49iz0.html#83305b385b
Bespośrednio 2 po remoncie,Bałuty Żubardź,2,289000,44.35,6516,27-12-2020,https://www.otodom.pl/pl/oferta/besposrednio-2-pokoje-po-remoncie-ID49iyS.html#83305b385b
Wyjątkowe 51m do własnej aranżacji,łódzkie,2,265000,51,5196,27-12-2020,https://www.otodom.pl/pl/oferta/wyjatkowe-51m-do-wlasnej-aranzacji-ID49ixM.html#83305b385b
Na sprzedaż 7427 m2 3 ul. Obywatelska,Polesie,3,550000,74.27,7405,27-12-2020,https://www.otodom.pl/pl/oferta/na-sprzedaz-74-27-m2-3-pokoje-ul-obywatelska-ID49ivq.html#83305b385b
Dzień otwarty 29.12 wtorek zapraszam,Bałuty,2,209000,46,4543,27-12-2020,https://www.otodom.pl/pl/oferta/dzien-otwarty-29-12-wtorek-zapraszam-ID49iwS.html#83305b385b
Super mieszkanie - lofty,Górna,2,401401,57,7042,27-12-2020,https://www.otodom.pl/pl/oferta/super-mieszkanie-lofty-ID49iwQ.html#83305b385b
Sprzedam Mieszkanie 3pokoje/68m ul. Adamieckiego,Widzew,3,320000,67.98,4707,27-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-3pokoje-68m-ul-adamieckiego-ID49iwB.html#83305b385b
Piękne 2 po remoncie,Górna,2,255000,39,6538,27-12-2020,https://www.otodom.pl/pl/oferta/piekne-2-pokoje-po-remoncie-ID49it1.html#83305b385b
Kawalerka na sprzedaż,Górna Dąbrowa,1,187000,27,6926,27-12-2020,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-ID49iqz.html#83305b385b
Mieszkanie 39 Łódź,Polesie,2,205000,39,5256,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-39-m-lodz-ID49iqu.html#83305b385b
Wyjątkowe mieszkanie po remoncie do wprowadzenia W,Widzew,4,619999,82,7561,27-12-2020,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-po-remoncie-do-wprowadzenia-w-ID49iqt.html#83305b385b
Pakiet trzech mieszkań w centrum Łodzi,Śródmieście,5 pokoi,570000,87,6552,27-12-2020,https://www.otodom.pl/pl/oferta/pakiet-trzech-mieszkan-w-centrum-lodzi-ID49iqs.html#83305b385b
KLIMATYCZNY APARTAMENT przy ul. Piotrkowskiej 121,Śródmieście,3,1199000,100,11990,27-12-2020,https://www.otodom.pl/pl/oferta/klimatyczny-apartament-przy-ul-piotrkowskiej-121-ID49b4F.html#4cef489b22
Mieszkanie 51m2 2 taras DUŻY GARAŻ,Górna,2,357000,51.12,6984,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-51m2-2-pokoje-taras-duzy-garaz-ID48V7L.html#4cef489b22
Mieszkanie w samym sercu Łodzi,Śródmieście,3,499000,66.99,7449,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-w-samym-sercu-lodzi-ID47B3X.html#4cef489b22
Mieszkanie 3818 Łódź,Bałuty,2,242000,38.18,6338,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-38-18-m-lodz-ID49ipf.html#4cef489b22
Nowe 3 w centrum Łodzi !,łódzkie,3,375000,65,5769,27-12-2020,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-w-centrum-lodzi-ID49ija.html#4cef489b22
Lokal na działalność lub kawalerka na start.,Bałuty,1,156000,22.01,7088,27-12-2020,https://www.otodom.pl/pl/oferta/lokal-na-dzialalnosc-lub-kawalerka-na-start-ID49if9.html#4cef489b22
Mieszkanie 5250 Łódź,Polesie Stare Polesie,2,236000,52.50,4495,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-52-50-m-lodz-ID49if5.html#4cef489b22
4 pokojowy komfortowy apartament w Centrum Miasta,Śródmieście,3,731900,91.50,7999,27-12-2020,https://www.otodom.pl/pl/oferta/4-pokojowy-komfortowy-apartament-w-centrum-miasta-ID49iep.html#4cef489b22
2 pokojowe mieszkanie w apartamentowcu z 2017 r,łódzkie,4,349000,40,8725,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-apartamentowcu-z-2017-r-ID49idy.html#4cef489b22
31 m2 do własnej aranżacji - Łódź/Radogoszcz,Bałuty Radogoszcz,1,163900,30.94,5297,27-12-2020,https://www.otodom.pl/pl/oferta/31-m2-do-wlasnej-aranzacji-lodz-radogoszcz-ID49icr.html#4cef489b22
2 - pokojowe rozkładowe mieszkanie na Teofilowie,Bałuty Teofilów,2,235000,45,5222,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-na-teofilowie-ID49ib0.html#4cef489b22
2 pokojowe rozkładowepo remoncie - Koziny,Polesie Koziny,2,279000,45,6200,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-rozkladowe-po-remoncie-koziny-ID49iax.html#4cef489b22
Duże M4 - Olechów: 4410 / m2 !,Widzew Olechów,3,299000,67.79,4411,27-12-2020,https://www.otodom.pl/pl/oferta/duze-m4-olechow-4410-zl-m2-ID49i65.html#4cef489b22
M-3 Rozkładowe Balkon Loggia Winda!,łódzkie,2,230000,45.30,5077,27-12-2020,https://www.otodom.pl/pl/oferta/m-3-rozkladowe-balkon-loggia-winda-ID49i4W.html#4cef489b22
Mieszkanie M5 Łódź Retkinia zadbane cicha okolica,Polesie Retkinia,4,405000,64,6328,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m5-lodz-retkinia-zadbane-cicha-okolica-ID49i2g.html#4cef489b22
Mieszkanie pachnące nowością na Bałutach,Bałuty,2,345000,60,5750,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-pachnace-nowoscia-na-balutach-ID49i2e.html#4cef489b22
M5 z balkonem Radogoszcz Wschód,Bałuty Radogoszcz,4,345000,73,4726,27-12-2020,https://www.otodom.pl/pl/oferta/m5-z-balkonem-radogoszcz-wschod-ID49hZE.html#4cef489b22
Przytulne mieszkanie do własnej aranżacji,Polesie Karolew,2,250000,41.69,5997,27-12-2020,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-do-wlasnej-aranzacji-ID49hYL.html#4cef489b22
Senatorska 52 - piękne 3-pok. mieszkanie pod klucz,Górna,3,503477,59,8534,27-12-2020,https://www.otodom.pl/pl/oferta/senatorska-52-piekne-3-pok-mieszkanie-pod-klucz-ID49hRa.html#4cef489b22
Mieszkanie 6699 Łódź,Śródmieście,3,499000,66.99,7449,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-66-99-m-lodz-ID49hQQ.html#4cef489b22
3 - Pokojowe - Liściasta / Park Julianowski !!!,Bałuty,3,430000,72.03,5970,27-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-lisciasta-park-julianowski-ID49hJJ.html#4cef489b22
2-Pokojowe Limanowskiego/Al.Włókniarzy !,Bałuty,2,246000,44.82,5489,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-limanowskiego-al-wlokniarzy-ID49hIL.html#4cef489b22
Wykończone 466 m2 Z WIDOKIEM NA LAS Olechów,Widzew Olechów,2,395000,46.60,8476,27-12-2020,https://www.otodom.pl/pl/oferta/wykonczone-46-6-m2-z-widokiem-na-las-olechow-ID49b2G.html#b7223ac5f4
M3 Polesie funkcjonalne wyposażone,łódzkie,2,278000,46,6043,27-12-2020,https://www.otodom.pl/pl/oferta/m3-polesie-funkcjonalne-wyposazone-ID4963o.html#b7223ac5f4
Trzy pokojowy apartament 67 z tarasem na Dołach,Bałuty Doły,3,435498,67.01,6499,27-12-2020,https://www.otodom.pl/pl/oferta/trzy-pokojowy-apartament-67-m-z-tarasem-na-dolach-ID44Hfg.html#b7223ac5f4
M2 ul.Kasprzaka!!,Bałuty,1,168000,24,7000,27-12-2020,https://www.otodom.pl/pl/oferta/m2-ul-kasprzaka-ID49hIp.html#b7223ac5f4
Mieszkanie Bałuty Radogoszcz wschód 56mkw,Bałuty Radogoszcz,2,314000,55.87,5620,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-baluty-radogoszcz-wschod-56mkw-ID49hDx.html#b7223ac5f4
Trzypokojowy apartament ul. Tramwajowa,Śródmieście,3,730000,65,11231,27-12-2020,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-ul-tramwajowa-ID49hvC.html#b7223ac5f4
Istna Gratka,Górna,2,235000,43,5465,27-12-2020,https://www.otodom.pl/pl/oferta/istna-gratka-ID49hvx.html#b7223ac5f4
Niesamowite mieszkanie z widokiem na przyszłość.,Bałuty Żabieniec,4,349000,82,4256,27-12-2020,https://www.otodom.pl/pl/oferta/niesamowite-mieszkanie-z-widokiem-na-przyszlosc-ID49hvw.html#b7223ac5f4
Okazja inwestycyjna dwie kawalerki polesie kozi,Polesie Koziny,2,231000,45,5133,27-12-2020,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-dwie-kawalerki-polesie-kozi-ID49hvt.html#b7223ac5f4
M4 gotowe do wprowadzenia,Bałuty,3,380000,57,6667,27-12-2020,https://www.otodom.pl/pl/oferta/m4-gotowe-do-wprowadzenia-ID49hv0.html#b7223ac5f4
M3 Koziny okolice parku na zdrowiu,Polesie Koziny,2,280000,46,6087,27-12-2020,https://www.otodom.pl/pl/oferta/m3-koziny-okolice-parku-na-zdrowiu-ID49hwZ.html#b7223ac5f4
M4-Łódź-Górna-Dąbrowa,Górna Dąbrowa,3,289000,47,6149,27-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-gorna-dabrowa-ID49hwT.html#b7223ac5f4
Na sprzedaż dwupokojowe mieszkanie Łódź,Górna,2,257000,40.50,6346,27-12-2020,https://www.otodom.pl/pl/oferta/na-sprzedaz-dwupokojowe-mieszkanie-lodz-ID49hrB.html#b7223ac5f4
2 Nowoczesny Styl Retkinia/Karolew!,Śródmieście,2,247000,30.94,7983,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-nowoczesny-styl-retkinia-karolew-ID49hrs.html#b7223ac5f4
M3 Karolew w dobrym stanie - blisko Zoo,Polesie Karolew,2,199000,34.89,5704,27-12-2020,https://www.otodom.pl/pl/oferta/m3-karolew-w-dobrym-stanie-blisko-zoo-ID49hnE.html#b7223ac5f4
Mieszkanie 4 pok. blisko ul. Piotrkowskiej,Górna,4,359000,79.17,4535,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-blisko-ul-piotrkowskiej-ID49hmO.html#b7223ac5f4
Mieszkanie 5360 Łódź,Bałuty,2,345000,53.60,6437,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-53-60-m-lodz-ID49hm2.html#b7223ac5f4
Przestronny apartament | Julianów,Bałuty Teofilów,3,1390000,140,9929,27-12-2020,https://www.otodom.pl/pl/oferta/przestronny-apartament-julianow-ID49hjX.html#b7223ac5f4
Mieszkanie w Centrum - Fuzja,Śródmieście,1,237800,29,8200,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-fuzja-ID49hdT.html#b7223ac5f4
Mieszkanie 5419 Łódź,Górna,2,399000,54.19,7363,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-54-19-m-lodz-ID49h7L.html#b7223ac5f4
2 okolice Manufaktury/Piotrkowskiej,Śródmieście,2,315000,47.11,6686,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-okolice-manufaktury-piotrkowskiej-ID49h4J.html#b7223ac5f4
Mieszkanie przy parku Zbiorcza,Widzew,2,349999,50,7000,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-zbiorcza-ID49h3m.html#b7223ac5f4
Atrakcyjne mieszkanie w nowoczesnym apartamentowcu,łódzkie,2,244000,43.94,5553,27-12-2020,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-nowoczesnym-apartamentowcu-ID49h2q.html#b7223ac5f4
3 1 piętro do remontu - Strycharska,Górna,3,319000,62.02,5144,27-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-1-pietro-do-remontu-strycharska-ID49h13.html#b7223ac5f4
M-4 Marysińska III p rozkładowe,Bałuty,3,340000,57,5965,27-12-2020,https://www.otodom.pl/pl/oferta/m-4-marysinska-iii-p-rozkladowe-ID43vdL.html#6f54f7c188
Pięciopokojowe mieszkanie A33 w Łodzi,Górna,5 pokoi,630385,128.65,4900,27-12-2020,https://www.otodom.pl/pl/oferta/pieciopokojowe-mieszkanie-a33-w-lodzi-ID3XBxK.html#6f54f7c188
Cztery Pokoje w Centrum przy Politechnice Łódzkiej,Śródmieście,4,350160,56.13,6238,27-12-2020,https://www.otodom.pl/pl/oferta/cztery-pokoje-w-centrum-przy-politechnice-lodzkiej-ID49gWh.html#6f54f7c188
TYLKO DO KOŃCA GRUDNIA !!! Oddany blok !!!,Śródmieście,1,185000,27.15,6814,27-12-2020,https://www.otodom.pl/pl/oferta/tylko-do-konca-grudnia-oddany-blok-ID49gWa.html#6f54f7c188
Dwa Pokoje w Centrum przy Politechnice Łódzkiej,Śródmieście,2,262980,40.36,6516,27-12-2020,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-centrum-przy-politechnice-lodzkiej-ID49gW5.html#6f54f7c188
Łódź Bałuty 3 bezpośrednio,Bałuty,3,274000,52.60,5209,27-12-2020,https://www.otodom.pl/pl/oferta/lodz-baluty-3-pokoje-bezposrednio-ID49gUM.html#6f54f7c188
Trzy Centrum-Widzew RABAT 43.000 !!!,Śródmieście,3,294200,48.91,6015,27-12-2020,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-widzew-rabat-43-000-ID49gUr.html#6f54f7c188
Dwa w Apartamentowcu - Centrum-Widzew !!!,Śródmieście,2,239590,36.37,6588,27-12-2020,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-centrum-widzew-ID49gUn.html#6f54f7c188
Cztery Centrum-Widzew RABAT 47.000 !!!,Śródmieście,4,350010,56.78,6164,27-12-2020,https://www.otodom.pl/pl/oferta/cztery-pokoje-centrum-widzew-rabat-47-000-ID49gU5.html#6f54f7c188
M-3 Widzew Pełen Rozkład Loggia Do Wprowadzenia,Widzew,2,307000,50.07,6131,27-12-2020,https://www.otodom.pl/pl/oferta/m-3-widzew-pelen-rozklad-loggia-do-wprowadzenia-ID49gLH.html#6f54f7c188
Mieszkanie 3 46m2 na 3 Piętrze,Polesie Karolew,3,247900,46.50,5331,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-46m2-na-3-pietrze-ID49gFD.html#6f54f7c188
Mieszkanie 2 45m2 na 4 piętrze,Bałuty,2,232000,46,5043,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-45m2-na-4-pietrze-ID49gFB.html#6f54f7c188
2 2 piętro Łódź Centrum UMED,Polesie,2,243000,30,8100,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-2-pietro-lodz-centrum-umed-ID49gEB.html#6f54f7c188
Zapraszam na dni otwarte 29.12 wtorek,łódzkie,2,279200,41.09,6795,27-12-2020,https://www.otodom.pl/pl/oferta/zapraszam-na-dni-otwarte-29-12-wtorek-ID49gCS.html#6f54f7c188
2 po remoncie w centrum miasta!,Śródmieście,2,260000,32,8125,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-w-centrum-miasta-ID49gAH.html#6f54f7c188
Nieduże 2 Widzew,Widzew,2,225000,37,6081,27-12-2020,https://www.otodom.pl/pl/oferta/nieduze-2-pokoje-widzew-ID49gAb.html#6f54f7c188
3 Widzew,Widzew,3,368500,62,5944,27-12-2020,https://www.otodom.pl/pl/oferta/3-pokoje-widzew-ID49gzr.html#6f54f7c188
Mieszkanie M3 Żubardź 46m2,Bałuty Żubardź,2,267000,46.29,5768,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m3-zubardz-46m2-ID49gvj.html#6f54f7c188
M4 53m2 po remoncie pełen rozkład balkon,Górna,3,297000,52.46,5661,27-12-2020,https://www.otodom.pl/pl/oferta/m4-53m2-po-remoncie-pelen-rozklad-balkon-ID49gtI.html#6f54f7c188
TYLKO DO KOŃCA GRUDNIA !!! Oddany blok !!!,Śródmieście,1,185000,27.15,6814,27-12-2020,https://www.otodom.pl/pl/oferta/tylko-do-konca-grudnia-oddany-blok-ID49gtt.html#6f54f7c188
M4 po remoncie Widzew Wschód bezpośrednio!,Widzew Widzew-Wschód,3,385000,63.46,6067,27-12-2020,https://www.otodom.pl/pl/oferta/m4-po-remoncie-widzew-wschod-bezposrednio-ID49gsk.html#6f54f7c188
Loftowe M-3 na Osiedlu Mireckiego i inne mieszkani,Polesie Zdrowie,2,268000,40,6700,27-12-2020,https://www.otodom.pl/pl/oferta/loftowe-m-3-na-osiedlu-mireckiego-i-inne-mieszkani-ID49gla.html#6f54f7c188
10 min do Centrum obok parku liczne sklepy,Widzew,3,335900,50,6718,27-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk7.html#6f54f7c188
Mieszkanie w Centrum - Fuzja,Śródmieście,1,237800,29,8200,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-fuzja-ID49hdT.html#05fd0af48e
2 2 piętro Łódź Centrum UMED,Polesie,2,243000,30,8100,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-2-pietro-lodz-centrum-umed-ID49gEB.html#05fd0af48e
Przestronne mieszkanie w spokojnej okolicy,Polesie Nowe Złotno,3,699000,80,8738,27-12-2020,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-spokojnej-okolicy-ID44B6R.html#05fd0af48e
10 min do Centrum obok parku liczne sklepy,Widzew,2,265900,37,7186,27-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk6.html#05fd0af48e
Politechnika Łódzka bez prowizji blisko centrum,Polesie Retkinia,3,341500,51.20,6670,27-12-2020,https://www.otodom.pl/pl/oferta/politechnika-lodzka-bez-prowizji-blisko-centrum-ID49gjV.html#05fd0af48e
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,4,361000,87.90,4107,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID49gb0.html#05fd0af48e
Mieszkanie 67 Łódź,Polesie Retkinia,3,80000,67,1194,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-67-m-lodz-ID49ga9.html#05fd0af48e
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,3,278000,64.70,4297,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID49g9Z.html#05fd0af48e
Mieszkanie na sprzedaż Łódź Stoki,łódzkie,3,260000,50,5200,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-stoki-ID49g8Z.html#05fd0af48e
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,2,215000,43.50,4943,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID49g8y.html#05fd0af48e
Mieszkanie 33 Łódź,Śródmieście,1,30000,33,909,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-33-m-lodz-ID49g89.html#05fd0af48e
2-pokojowe mieszkanie Łódź-Karolew ul. Wygodna,Polesie Karolew,2,242000,43.19,5603,27-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-lodz-karolew-ul-wygodna-ID49g83.html#05fd0af48e
3 pokojowe mieszkanie 53m2 Retkinia - Maratońska,Polesie Retkinia,3,339000,53,6396,27-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-retkinia-maratonska-ID49g7X.html#05fd0af48e
Mieszkanie na sprzedaż/ Mieszkanie pod inwestycję,Górna,3,278127,42.77,6503,27-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-mieszkanie-pod-inwestycje-ID49g5U.html#05fd0af48e
