Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Loftowe M-3 na Osiedlu Mireckiego i inne mieszkani,Polesie Zdrowie,2,268000,40,6700,19-12-2020,https://www.otodom.pl/pl/oferta/loftowe-m-3-na-osiedlu-mireckiego-i-inne-mieszkani-ID49gla.html#ed7b2d23ec
10 min do Centrum obok parku liczne sklepy,Widzew,3,335900,50,6718,19-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk7.html#ed7b2d23ec
10 min do Centrum obok parku liczne sklepy,Widzew,2,265900,37,7186,19-12-2020,https://www.otodom.pl/pl/oferta/10-min-do-centrum-obok-parku-liczne-sklepy-ID49gk6.html#ed7b2d23ec
Politechnika Łódzka bez prowizji blisko centrum,Polesie Retkinia,3,341500,51.20,6670,19-12-2020,https://www.otodom.pl/pl/oferta/politechnika-lodzka-bez-prowizji-blisko-centrum-ID49gjV.html#ed7b2d23ec
2 po generalnym remoncie M3 Dąbrowa,Górna,2,278000,40,6950,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-m3-dabrowa-ID49aWC.html#ed7b2d23ec
M3 z balkonem w spokojnej okolicy blisko centrum,Polesie Karolew,2,250000,48,5208,19-12-2020,https://www.otodom.pl/pl/oferta/m3-z-balkonem-w-spokojnej-okolicy-blisko-centrum-ID47W4f.html#ed7b2d23ec
M3 z balkonem na Teofilowie blisko dworzec PKP,Bałuty Teofilów,2,195000,37.60,5186,19-12-2020,https://www.otodom.pl/pl/oferta/m3-z-balkonem-na-teofilowie-blisko-dworzec-pkp-ID498kg.html#ed7b2d23ec
Przytulne M3 z balkonem do własnej aranżacji,Bałuty Teofilów,2,185000,37,5000,19-12-2020,https://www.otodom.pl/pl/oferta/przytulne-m3-z-balkonem-do-wlasnej-aranzacji-ID498mT.html#ed7b2d23ec
M-3 z widokiem na piękną panoramę miasta,Górna Chojny,2,239000,45.83,5215,19-12-2020,https://www.otodom.pl/pl/oferta/m-3-z-widokiem-na-piekna-panorame-miasta-ID49bbl.html#ed7b2d23ec
Mieszkanie na sprzedaż Łódź Stoki,łódzkie,3,260000,50,5200,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-stoki-ID49g8Z.html#ed7b2d23ec
Trzy 50 m2 przy ul..Spornej.,Bałuty,3,360000,50.31,7156,19-12-2020,https://www.otodom.pl/pl/oferta/trzy-pokoje-50-m2-przy-ul-spornej-ID49eID.html#48eb315436
Piękne 3 pokojowe 54 m2 Retkinia - Maratońska,Polesie Retkinia,3,377000,54,6981,19-12-2020,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-54-m2-retkinia-maratonska-ID48PFT.html#48eb315436
Komfortowe 2 pokojowe mieszkanie-&gt;&gt;Obywatelska!!,łódzkie,2,255711,39.53,6469,19-12-2020,https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-mieszkanie-obywatelska-ID476PN.html#48eb315436
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,2,215000,43.50,4943,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID49g8y.html#48eb315436
3 pokojowe mieszkanie 53m2 Retkinia - Maratońska,Polesie Retkinia,3,339000,53,6396,19-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-retkinia-maratonska-ID49g7X.html#48eb315436
2-pokojowe mieszkanie Łódź-Karolew ul. Wygodna,Polesie Karolew,2,242000,43.19,5603,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-lodz-karolew-ul-wygodna-ID49g83.html#48eb315436
Mieszkanie na sprzedaż/ Mieszkanie pod inwestycję,Górna,3,278127,42.77,6503,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-mieszkanie-pod-inwestycje-ID49g5U.html#48eb315436
Olechów/Janów apartamentowiec 2020 &quot;pod klucz&quot;,Widzew Janów,2,385000,44.07,8736,19-12-2020,https://www.otodom.pl/pl/oferta/olechow-janow-apartamentowiec-2020-pod-klucz-ID48lGR.html#48eb315436
Mieszkanie Bałuty Krawiecka 51m2 gotowe wyposażone,Bałuty,2,254490,51,4990,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-baluty-krawiecka-51m2-gotowe-wyposazone-ID492nK.html#48eb315436
Sprzedam mieszkanie własnościowe,Bałuty Teofilów,2,249000,44.41,5607,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-wlasnosciowe-ID492l9.html#48eb315436
M4 Łódź Polesie Retkinia - Północ,Polesie Retkinia,3,290000,52.97,5475,19-12-2020,https://www.otodom.pl/pl/oferta/m4-lodz-polesie-retkinia-polnoc-ID47HTs.html#48eb315436
M3 na sprzedaż Łódź Polesie Karolew,Polesie Karolew,2,255000,43,5930,19-12-2020,https://www.otodom.pl/pl/oferta/m3-na-sprzedaz-lodz-polesie-karolew-ID49fzm.html#48eb315436
M-4 Dąbrowa po generalnym remoncie 2 piętro balkon,Górna Dąbrowa,3,285000,46,6196,19-12-2020,https://www.otodom.pl/pl/oferta/m-4-dabrowa-po-generalnym-remoncie-2-pietro-balkon-ID49fYb.html#48eb315436
Apartament Osiedle Jarzębinowe Okazja,Bałuty Doły,2,390000,47,8298,19-12-2020,https://www.otodom.pl/pl/oferta/apartament-osiedle-jarzebinowe-okazja-ID495cD.html#48eb315436
M3 Dąbrowa po remoncie 38m2 pełen rozkład,Górna Dąbrowa,2,260000,40,6500,19-12-2020,https://www.otodom.pl/pl/oferta/m3-dabrowa-po-remoncie-38m2-pelen-rozklad-ID479OT.html#48eb315436
Sprzedam Mieszkanie Łódź Bałuty,Bałuty,2,260000,47,5532,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lodz-baluty-ID492e2.html#48eb315436
2 Osiedle Majowe ul. Przybyszewskiego,Widzew Zarzew,2,395000,52.50,7524,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-majowe-ul-przybyszewskiego-ID49fS7.html#48eb315436
M3 na 11 piętrze - Widzew,Widzew,2,276000,49,5633,19-12-2020,https://www.otodom.pl/pl/oferta/m3-na-11-pietrze-widzew-ID49fRp.html#48eb315436
Mieszkanie z tarasem lub ogrodem,Polesie Retkinia,3,334880,50.74,6600,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-lub-ogrodem-ID49fP0.html#48eb315436
Duża kawalerka - 38 mkw dostępna od zaraz! Karolew,Polesie,1,220000,38,5789,19-12-2020,https://www.otodom.pl/pl/oferta/duza-kawalerka-38-mkw-dostepna-od-zaraz-karolew-ID49fMI.html#48eb315436
Sprzedam M3 niski blok balkon IVp Teofilów Łanowa,Bałuty Teofilów,2,189000,36.20,5221,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-m3-niski-blok-balkon-ivp-teofilow-lanowa-ID49fDc.html#48eb315436
Rozkładowe dwa z balkonem,Bałuty,2,209000,37.48,5576,19-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-dwa-pokoje-z-balkonem-ID46NXJ.html#48eb315436
Rozkładowe M3 5075 m2 w okolicy manufaktury,Bałuty,2,320000,50.75,6305,19-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-50-75-m2-w-okolicy-manufaktury-ID49fBX.html#48eb315436
Piękne słoneczne z tarasem na oś. Majowym.,Widzew Zarzew,2,390000,51.91,7513,19-12-2020,https://www.otodom.pl/pl/oferta/piekne-sloneczne-z-tarasem-na-os-majowym-ID47Goy.html#48eb315436
53mkw na Polesiu 2 pok z balkonem,Polesie,2,23000,53,434,19-12-2020,https://www.otodom.pl/pl/oferta/53mkw-na-polesiu-2-pok-z-balkonem-ID49fze.html#48eb315436
Nowa kawalerka inwestycyjna na Ogrodowej 4- HIT!,Śródmieście,1,294140,38.20,7700,19-12-2020,https://www.otodom.pl/pl/oferta/nowa-kawalerka-inwestycyjna-na-ogrodowej-4-hit-ID45YpV.html#3819427372
M-3 38m2 Teofilów,Bałuty Teofilów,2,199000,38,5237,19-12-2020,https://www.otodom.pl/pl/oferta/m-3-38m2-teofilow-ID49fzb.html#3819427372
M3 Polesie funkcjonalne wyposażone,łódzkie,2,278000,46,6043,19-12-2020,https://www.otodom.pl/pl/oferta/m3-polesie-funkcjonalne-wyposazone-ID4963o.html#3819427372
Mieszkanie M-4 po częściowym remoncie Dąbrowa,Górna Dąbrowa,3,270000,48,5625,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m-4-po-czesciowym-remoncie-dabrowa-ID48Jtl.html#3819427372
M4Dąbrowa rozkładowe balkon 2p. ładne super oferta,Górna Dąbrowa,3,310000,54,5741,19-12-2020,https://www.otodom.pl/pl/oferta/m4dabrowa-rozkladowe-balkon-2p-ladne-super-oferta-ID49ftn.html#3819427372
mieszkanie 37m2 Traktorowa,Bałuty Teofilów,2,229000,37,6189,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-37m2-traktorowa-ID49auP.html#3819427372
Mieszknie M3 świetna lokalizacja/Widzew od zaraz,Widzew Widzew-Wschód,2,275000,44.50,6180,19-12-2020,https://www.otodom.pl/pl/oferta/mieszknie-m3-swietna-lokalizacja-widzew-od-zaraz-ID495Yb.html#3819427372
Franciszkańska 139 - zielono cicho wygodnie,Bałuty,3,312000,54.20,5756,19-12-2020,https://www.otodom.pl/pl/oferta/franciszkanska-139-zielono-cicho-wygodnie-ID46DbN.html#3819427372
Ostatnie mieszkania Centrum ul. Rewolucji 27 Łódź,Śródmieście,2,199000,45.39,4384,19-12-2020,https://www.otodom.pl/pl/oferta/ostatnie-mieszkania-centrum-ul-rewolucji-27-lodz-ID492CP.html#3819427372
2 po generalnym remoncie,Bałuty,2,259000,37.48,6910,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-ID49fnK.html#3819427372
Mieszkanie 2-pokojowe50m2 przy ul.Aleksandrowskiej,Bałuty Teofilów,2,269000,47.60,5651,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe50m2-przy-ul-aleksandrowskiej-ID49fn0.html#3819427372
Łódź Śródmieście Wierzbowa M3 51m2 po remoncie,Śródmieście,2,399000,51,7824,19-12-2020,https://www.otodom.pl/pl/oferta/lodz-srodmiescie-wierzbowa-m3-51m2-po-remoncie-ID491to.html#3819427372
2 na Teofilowie,Bałuty Teofilów,2,239000,36.64,6523,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-na-teofilowie-ID49flB.html#3819427372
2 na Żubardziu,Bałuty Żubardź,2,288000,49.89,5773,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-na-zubardziu-ID49flz.html#3819427372
Nowe mieszkanie 1 pokojowe przy Ogrodowej Office,Śródmieście,1,290776,38.26,7600,19-12-2020,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-1-pokojowe-przy-ogrodowej-office-ID45SUV.html#3819427372
Inwestycyjne mieszkanie 2pok. przy Manufakturze,Śródmieście,2,299963,37.97,7900,19-12-2020,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-2pok-przy-manufakturze-ID45SWD.html#3819427372
Mieszkanie na parterze w doskonałej lokalizacji,Widzew,3,268360,47.22,5683,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-parterze-w-doskonalej-lokalizacji-ID49fko.html#3819427372
TEOFILÓW ul.Wici 45m2 M3 parter SUPER MIEJSCE,Bałuty Teofilów,2,217000,45,4822,19-12-2020,https://www.otodom.pl/pl/oferta/teofilow-ul-wici-45m2-m3-parter-super-miejsce-ID49fjg.html#3819427372
Rabat | Miejsce Postojowe Gratis | 0% Prowizji,Górna,2,292522,42,6965,19-12-2020,https://www.otodom.pl/pl/oferta/rabat-miejsce-postojowe-gratis-0-prowizji-ID49fhE.html#3819427372
WIDZEW Wsch Ćwiklińskiej M3 50m2 super LOKALIZACJA,Widzew Widzew-Wschód,2,253000,50,5060,19-12-2020,https://www.otodom.pl/pl/oferta/widzew-wsch-cwiklinskiej-m3-50m2-super-lokalizacja-ID49ffS.html#3819427372
DOŁY ul.Reja 49m M4 balkon SUPER LOKALIZACJA,Bałuty Doły,3,249000,49,5082,19-12-2020,https://www.otodom.pl/pl/oferta/doly-ul-reja-49m-m4-balkon-super-lokalizacja-ID49fdw.html#3819427372
Mieszkanie 37 Łódź,Śródmieście,2,17000,37,459,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-lodz-ID49fcD.html#3819427372
Mieszkanie na Dąbrowie,Górna Dąbrowa,3,275000,48,5729,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-dabrowie-ID49f7T.html#3819427372
Olechów/Janów apartamentowiec 2020 &quot;pod klucz&quot;,Widzew Janów,2,385000,44.07,8736,19-12-2020,https://www.otodom.pl/pl/oferta/olechow-janow-apartamentowiec-2020-pod-klucz-ID48lGR.html#3a460ec8f9
2 Idealne dla Studenta lub Inwestycyjnie,Śródmieście,2,277683,41.47,6696,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-dla-studenta-lub-inwestycyjnie-ID49f4a.html#3a460ec8f9
2 w doskonałej lokalizacji + balkon Rabaty!,Śródmieście,2,268096,40.89,6557,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokoje-w-doskonalej-lokalizacji-balkon-rabaty-ID49f46.html#3a460ec8f9
Nowe 3 niedaleko parku i tramwajów.,Śródmieście,3,313046,49.14,6370,19-12-2020,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-niedaleko-parku-i-tramwajow-ID49f47.html#3a460ec8f9
Sprzedam M4 po kapitalnym remoncie na Dąbrowie,Górna,3,310000,47.22,6565,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-m4-po-kapitalnym-remoncie-na-dabrowie-ID491lL.html#3a460ec8f9
M3Dąbrowa balkon blisko parku super cena,Górna Dąbrowa,2,178000,37,4811,19-12-2020,https://www.otodom.pl/pl/oferta/m3dabrowa-balkon-blisko-parku-super-cena-ID49esf.html#3a460ec8f9
Łódź-Retkinia mieszkanie 2 pokojowebalkon loggia,Polesie Retkinia,2,260000,42.23,6157,19-12-2020,https://www.otodom.pl/pl/oferta/lodz-retkinia-mieszkanie-2-pokojowe-balkon-loggia-ID46Pkq.html#3a460ec8f9
Mieszkanie Łódź Widzew blisko Centrum M4,Widzew,3,315000,53,5943,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-widzew-blisko-centrum-m4-ID495cI.html#3a460ec8f9
M3 w wysokim standardzie Żubardź Bałuty,Bałuty,2,289000,45,6422,19-12-2020,https://www.otodom.pl/pl/oferta/m3-w-wysokim-standardzie-zubardz-baluty-ID48bsp.html#3a460ec8f9
M3 w wysokim standardzie Żubardź Bałuty,Bałuty,2,259000,38,6816,19-12-2020,https://www.otodom.pl/pl/oferta/m3-w-wysokim-standardzie-zubardz-baluty-ID480hQ.html#3a460ec8f9
Śródmieście Polesie idealne pod inwestycje,Śródmieście,1,240000,37.40,6417,19-12-2020,https://www.otodom.pl/pl/oferta/srodmiescie-polesie-idealne-pod-inwestycje-ID48rQ4.html#3a460ec8f9
BałutyTeofilów2rozkładowedo wprowadzenia,Bałuty,2,278000,44.10,6304,19-12-2020,https://www.otodom.pl/pl/oferta/baluty-teofilow-2rozkladowe-pokoje-do-wprowadzenia-ID48RwX.html#3a460ec8f9
M3 w Centrum Miasta Piotrkowska Śródmieście,Śródmieście,2,229000,40,5725,19-12-2020,https://www.otodom.pl/pl/oferta/m3-w-centrum-miasta-piotrkowska-srodmiescie-ID46tk6.html#3a460ec8f9
Sprzedam mieszkanie 2-pokojowe 10 piętro Bałuty,Bałuty,2,269000,47,5723,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-10-pietro-baluty-ID491Ya.html#3a460ec8f9
2-pokojowe ok.A.Struga- Prywatna kamienica,Polesie,2,24000,55,436,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-ok-a-struga-prywatna-kamienica-ID49eNn.html#3a460ec8f9
Mieszkanie na Retkini od razu do wprowadzenia,Polesie Retkinia,3,327000,52.97,6173,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-na-retkini-od-razu-do-wprowadzenia-ID49eLH.html#3a460ec8f9
Trzy 50 m2 przy ul..Spornej.,Bałuty,3,360000,50.31,7156,19-12-2020,https://www.otodom.pl/pl/oferta/trzy-pokoje-50-m2-przy-ul-spornej-ID49eID.html#3a460ec8f9
Mieszkanie inwestycyjne w centrum Łodzi 37 m2,Śródmieście,2,225000,37.30,6032,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-centrum-lodzi-37-m2-ID48hXJ.html#3a460ec8f9
Sprzedam mieszkanie 2-pokojowe 10 piętro Bałuty,Bałuty,2,269000,47,5723,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-10-pietro-baluty-ID491Ya.html#87fec1d439
Bezpośrednio Olechów 3 aneks 1 piętro,Widzew Olechów,3,293000,54.70,5356,19-12-2020,https://www.otodom.pl/pl/oferta/bezposrednio-olechow-3-pokoje-aneks-1-pietro-ID48a9O.html#87fec1d439
Mieszkanie M3 38 m Łódź górna- dąbrowa,Górna Dąbrowa,2,198000,38,5211,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-m3-38-m-lodz-gorna-dabrowa-ID497dP.html#87fec1d439
mieszkanie 47 m Bałuty rozkładowe bezpośrednio,Bałuty,2,260000,47,5532,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-47-m-baluty-rozkladowe-bezposrednio-ID48PFx.html#87fec1d439
Apartament przy Stawach Stefańskiego,Górna,2,372600,54,6900,19-12-2020,https://www.otodom.pl/pl/oferta/apartament-przy-stawach-stefanskiego-ID46osM.html#87fec1d439
Piękne 3 pokojowe 54 m2 Retkinia - Maratońska,Polesie Retkinia,3,377000,54,6981,19-12-2020,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-54-m2-retkinia-maratonska-ID48PFT.html#87fec1d439
M4 rozkładowe łódź- górna BEZ PROWIZJI!,Górna,3,325000,54.66,5946,19-12-2020,https://www.otodom.pl/pl/oferta/m4-rozkladowe-lodz-gorna-bez-prowizji-ID499sm.html#87fec1d439
2 pokojowe mieszkanie po remoncie,Górna,2,295000,48.62,6067,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-ID49eDU.html#87fec1d439
M-4 53m2 Retkinia Zagrodniki 1Piętro Loggia,Polesie Retkinia,3,255000,53,4811,19-12-2020,https://www.otodom.pl/pl/oferta/m-4-53m2-retkinia-zagrodniki-1pietro-loggia-ID49eCh.html#87fec1d439
Nowoczesne przytulne mieszkanie na Teofilowie,Bałuty Teofilów,2,283000,45.16,6267,19-12-2020,https://www.otodom.pl/pl/oferta/nowoczesne-przytulne-mieszkanie-na-teofilowie-ID48CcC.html#87fec1d439
Okazja cenowa ! Mieszkanie w nowym apartamentowcu,Górna,3,358631,52.52,6828,19-12-2020,https://www.otodom.pl/pl/oferta/okazja-cenowa-mieszkanie-w-nowym-apartamentowcu-ID49eyR.html#87fec1d439
Kup po rabacie ! Oferta świąteczna 41 m2 w aparata,Górna,2,294484,41.12,7162,19-12-2020,https://www.otodom.pl/pl/oferta/kup-po-rabacie-oferta-swiateczna-41-m2-w-aparata-ID49eyP.html#87fec1d439
Promocja Świąteczna ! 51m2 w nowym apartamentowcu,Widzew,3,329617,51.05,6457,19-12-2020,https://www.otodom.pl/pl/oferta/promocja-swiateczna-51m2-w-nowym-apartamentowcu-ID49eyN.html#87fec1d439
*rezerwacja* Przytulne dwa na Dąbrowie,Górna Dąbrowa,2,195000,36.32,5369,19-12-2020,https://www.otodom.pl/pl/oferta/rezerwacja-przytulne-dwa-pokoje-na-dabrowie-ID490bt.html#87fec1d439
Promocja Świąteczna! Blisko Centrum,Górna,2,275090,40.52,6789,19-12-2020,https://www.otodom.pl/pl/oferta/promocja-swiateczna-blisko-centrum-ID49exk.html#87fec1d439
M4 ul.Bratysławska!!,Polesie,3,248000,46,5391,19-12-2020,https://www.otodom.pl/pl/oferta/m4-ul-bratyslawska-ID49ev8.html#87fec1d439
❗️Mieszkanie 2 ŁÓDŹ -ZARZEW❗️,Widzew Zarzew,2,200000,36.24,5519,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-lodz-zarzew-ID4902T.html#87fec1d439
M3 Na Dąbrowie,Górna,2,217000,36.24,5988,19-12-2020,https://www.otodom.pl/pl/oferta/m3-na-dabrowie-ID49epR.html#87fec1d439
Lokata w dobie COVID!!! Kup teraz sprzed za rok!!!,Widzew,2,336910,52,6479,19-12-2020,https://www.otodom.pl/pl/oferta/lokata-w-dobie-covid-kup-teraz-sprzed-za-rok-ID48fjz.html#87fec1d439
2 pokojowe mieszkanie po remoncie na Polesiu,Polesie Stare Polesie,2,250000,47,5319,19-12-2020,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-na-polesiu-ID49eoc.html#87fec1d439
3 pokojowe w pięknej zielonej okolicy - Retkinia,Polesie Karolew,3,279700,52.30,5348,19-12-2020,https://www.otodom.pl/pl/oferta/3-pokojowe-w-pieknej-zielonej-okolicy-retkinia-ID491b6.html#87fec1d439
REZERWACJA 40mkw. 2pok.rozkladoweDąbrowa,Górna Dąbrowa,2,214000,40,5350,19-12-2020,https://www.otodom.pl/pl/oferta/rezerwacja-40mkw-2pok-rozkladowe-dabrowa-ID48XfY.html#87fec1d439
Mieszkanie 5178 Łódź,Śródmieście,2,389000,51.78,7513,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-51-78-m-lodz-ID49eiD.html#87fec1d439
Apartament ostatnie piętro odebrany 2020 r. sprzed,Górna,2,275000,42,6548,19-12-2020,https://www.otodom.pl/pl/oferta/apartament-ostatnie-pietro-odebrany-2020-r-sprzed-ID49ehK.html#87fec1d439
Apartament przy Stawach Stefańskiego,Górna,2,372600,54,6900,19-12-2020,https://www.otodom.pl/pl/oferta/apartament-przy-stawach-stefanskiego-ID46osM.html#f7e392bc96
Sprzedam Mieszkanie 2-Pokojowe - Łódź - Tatrzańska,Górna,2,208000,37.48,5550,19-12-2020,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-lodz-tatrzanska-ID47TWp.html#f7e392bc96
Nowe wygodne 3 pokojowe przy Obywatelskiej- HIT!,łódzkie,3,304230,48.78,6237,19-12-2020,https://www.otodom.pl/pl/oferta/nowe-wygodne-3-pokojowe-przy-obywatelskiej-hit-ID476O7.html#f7e392bc96
Mieszkanie - Łódź Dąbrowa,Górna Dąbrowa,3,343000,48,7146,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-dabrowa-ID49eaL.html#f7e392bc96
Świąteczna promocja do 24.12.2020. Łódź 3504,Widzew,2,262327,35.04,7487,19-12-2020,https://www.otodom.pl/pl/oferta/swiateczna-promocja-do-24-12-2020-lodz-35-04-m-ID49eay.html#f7e392bc96
Mieszkanie z dużym potencjałem - 4.200/m2 !!!,Bałuty,2,162000,38.50,4208,19-12-2020,https://www.otodom.pl/pl/oferta/mieszkanie-z-duzym-potencjalem-4-200-zl-m2-ID48Zu8.html#f7e392bc96
Ciche M3 / M4 wysoki standard bezpośrednio,Bałuty,3,345000,53.50,6449,19-12-2020,https://www.otodom.pl/pl/oferta/ciche-m3-m4-wysoki-standard-bezposrednio-ID49bRY.html#f7e392bc96
Świetne rozkładowe mieszkanie w bloku z cegły!,Polesie Stare Polesie,3,239500,44.56,5375,19-12-2020,https://www.otodom.pl/pl/oferta/swietne-rozkladowe-mieszkanie-w-bloku-z-cegly-ID48ZwI.html#f7e392bc96
Liściasta Park -Apartament,Bałuty,2,375000,47.50,7895,19-12-2020,https://www.otodom.pl/pl/oferta/lisciasta-park-apartament-ID49e2I.html#f7e392bc96
M3/ pierwsze piętro/ pełen rozkład/ blok z cegły,Widzew,2,245000,51,4804,19-12-2020,https://www.otodom.pl/pl/oferta/m3-pierwsze-pietro-pelen-rozklad-blok-z-cegly-ID46BBI.html#f7e392bc96
Gotowe 3 2 miejsca parking i widok na las.,Bałuty,3,380000,50,7600,19-12-2020,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-2-miejsca-parking-i-widok-na-las-ID43Kcb.html#f7e392bc96
Rozkładowe M3 47 m2 na Bałutach do remontu,Bałuty,2,240000,47,5106,19-12-2020,https://www.otodom.pl/pl/oferta/rozkladowe-m3-47-m2-na-balutach-do-remontu-ID49dVa.html#f7e392bc96
Super Cena! Ostatnie w takim rozkładzie! Centrum!,Górna,3,315469,46,6858,19-12-2020,https://www.otodom.pl/pl/oferta/super-cena-ostatnie-w-takim-rozkladzie-centrum-ID48fsd.html#f7e392bc96
Manufaktura 3pok z balkonem NOWY APARTAMENTOWIEC,Śródmieście,3,297000,49,6061,19-12-2020,https://www.otodom.pl/pl/oferta/manufaktura-3pok-z-balkonem-nowy-apartamentowiec-ID49dR3.html#f7e392bc96
